"Time (s)","Gyroscope x (rad/s)","Gyroscope y (rad/s)","Gyroscope z (rad/s)","Absolute (rad/s)"
3.375342745E1,8.373749852E-1,-1.214125007E-1,-2.824249864E-1,8.920211512E-1
3.375541554E1,8.651499748E-1,-1.310375035E-1,-2.994749844E-1,9.248462426E-1
3.375740377E1,8.916875124E-1,-1.395625025E-1,-3.144625127E-1,9.557567597E-1
3.375939185E1,9.161624908E-1,-1.427250057E-1,-3.272500038E-1,9.832683773E-1
3.376138016E1,9.396749735E-1,-1.438249946E-1,-3.368749917E-1,1.008543229E0
3.376336839E1,9.578250051E-1,-1.406625062E-1,-3.443000019E-1,1.027500449E0
3.376535646E1,9.715750217E-1,-1.331000030E-1,-3.485625088E-1,1.040754273E0
3.376734448E1,9.833999872E-1,-1.214125007E-1,-3.495250046E-1,1.050706552E0
3.376933278E1,9.908249974E-1,-1.043625027E-1,-3.485625088E-1,1.055519555E0
3.377132102E1,9.961875081E-1,-8.415000141E-2,-3.452624977E-1,1.057675265E0
3.377330910E1,9.993500113E-1,-5.857500061E-2,-3.400374949E-1,1.057240263E0
3.377529732E1,1.000450015E0,-3.189999983E-2,-3.326124847E-1,1.054774340E0
3.377728540E1,1.000450015E0,-7.424999960E-3,-3.229874969E-1,1.051321210E0
3.377927363E1,9.971500039E-1,1.814999990E-2,-3.102000058E-1,1.044443199E0
3.378126171E1,9.928874969E-1,4.372499883E-2,-2.952125072E-1,1.036767998E0
3.378324994E1,9.865624905E-1,6.710000336E-2,-2.792625129E-1,1.027519104E0
3.378523802E1,9.780374765E-1,9.061250091E-2,-2.622124851E-1,1.016623489E0
3.378722625E1,9.663500190E-1,1.128875017E-1,-2.419999987E-1,1.002566679E0
3.378921455E1,9.535624981E-1,1.332374960E-1,-2.195875049E-1,9.875486522E-1
3.379120265E1,9.365124702E-1,1.512500048E-1,-1.940124929E-1,9.682835423E-1
3.379319088E1,9.161624908E-1,1.671999991E-1,-1.674750000E-1,9.462332825E-1
3.379517896E1,8.907250166E-1,1.799875051E-1,-1.396999955E-1,9.194034185E-1
3.379716719E1,8.618500233E-1,1.927749962E-1,-1.098624989E-1,8.899536114E-1
3.379915527E1,8.288499713E-1,2.035000026E-1,-7.906249911E-2,8.571204144E-1
3.380114350E1,7.937874794E-1,2.120250016E-1,-4.592499882E-2,8.228986993E-1
3.380313154E1,7.574874759E-1,2.183499932E-1,-1.196249947E-2,7.884206346E-1
3.380511977E1,7.202249765E-1,2.216500044E-1,1.897500083E-2,7.537989068E-1
3.380710808E1,6.829624772E-1,2.237125039E-1,4.991250113E-2,7.204000885E-1
3.380909608E1,6.456999779E-1,2.248124927E-1,7.864999771E-2,6.882259371E-1
3.381108439E1,6.115999818E-1,2.259124964E-1,1.053249985E-1,6.604425403E-1
3.381307247E1,5.806624889E-1,2.248124927E-1,1.287000030E-1,6.358248766E-1
3.381506068E1,5.530250072E-1,2.194499969E-1,1.489125043E-1,6.133269061E-1
3.381704876E1,5.284125209E-1,2.098249942E-1,1.659625024E-1,5.922751663E-1
3.381903699E1,5.081999898E-1,1.970375031E-1,1.798499972E-1,5.739660519E-1
3.382102507E1,4.911499918E-1,1.799875051E-1,1.883749962E-1,5.559756789E-1
3.382301330E1,4.783625007E-1,1.597750038E-1,1.937374920E-1,5.402711816E-1
3.382500138E1,4.688749909E-1,1.352999955E-1,1.947000027E-1,5.254121591E-1
3.382698959E1,4.624125063E-1,1.076624990E-1,1.947000027E-1,5.131516645E-1
3.382897767E1,4.581499994E-1,7.878749818E-2,1.937374920E-1,5.036299312E-1
3.383096590E1,4.570499957E-1,5.004999787E-2,1.894749999E-1,4.972931494E-1
3.383295398E1,4.581499994E-1,2.241249941E-2,1.852124929E-1,4.946790976E-1
3.383494229E1,4.624125063E-1,-5.362499971E-3,1.787499934E-1,4.957879008E-1
3.383693052E1,4.688749909E-1,-3.299999982E-2,1.702249944E-1,4.999092976E-1
3.383891859E1,4.763000011E-1,-5.637500063E-2,1.627999991E-1,5.065014033E-1
3.384090682E1,4.848249853E-1,-7.878749818E-2,1.531749964E-1,5.145146409E-1
3.384289490E1,4.944500029E-1,-1.000999957E-1,1.414874941E-1,5.239461094E-1
3.384488313E1,5.061374903E-1,-1.203124970E-1,1.287000030E-1,5.359234523E-1
3.384687121E1,5.198875070E-1,-1.395625025E-1,1.148125008E-1,5.504022369E-1
3.384885944E1,5.337749720E-1,-1.575749964E-1,9.996250272E-2,5.654538904E-1
3.385084751E1,5.465624928E-1,-1.703625023E-1,8.181250095E-2,5.783141241E-1
3.385283574E1,5.604500175E-1,-1.810874939E-1,6.476250291E-2,5.925293953E-1
3.385482404E1,5.752999783E-1,-1.916749924E-1,4.675000161E-2,6.081898802E-1
3.385681205E1,5.891875029E-1,-2.012999952E-1,2.749999985E-2,6.232333845E-1
3.385880012E1,6.019750237E-1,-2.098249942E-1,6.187499966E-3,6.375254839E-1
3.386078835E1,6.168249846E-1,-2.172500044E-1,-1.402499992E-2,6.541156829E-1
3.386277667E1,6.307125092E-1,-2.226125002E-1,-3.423750028E-2,6.697214353E-1
3.386476474E1,6.456999779E-1,-2.248124927E-1,-5.555000156E-2,6.859700584E-1
3.386675297E1,6.605499983E-1,-2.257750034E-1,-7.686249912E-2,7.022880436E-1
3.386874105E1,6.755374670E-1,-2.237125039E-1,-9.707500041E-2,7.182072886E-1
3.387072928E1,6.925874949E-1,-2.194499969E-1,-1.174250022E-1,7.359513369E-1
3.387271737E1,7.085375190E-1,-2.151875049E-1,-1.365374923E-1,7.529764703E-1
3.387470560E1,7.233874798E-1,-2.109249979E-1,-1.546874940E-1,7.692249485E-1
3.387669368E1,7.372750044E-1,-2.055625021E-1,-1.695374995E-1,7.839472802E-1
3.387868190E1,7.521250248E-1,-2.012999952E-1,-1.834249943E-1,7.999115386E-1
3.388066998E1,7.671124935E-1,-1.938749999E-1,-1.951124966E-1,8.149343407E-1
3.388265829E1,7.810000181E-1,-1.864500046E-1,-2.067999989E-1,8.291506932E-1
3.388464652E1,7.969499826E-1,-1.810874939E-1,-2.164250016E-1,8.454358264E-1
3.388663460E1,8.140000105E-1,-1.746249944E-1,-2.249500006E-1,8.623760250E-1
3.388862260E1,8.299499750E-1,-1.660999954E-1,-2.314125001E-1,8.774724581E-1
3.389061090E1,8.470000029E-1,-1.566125005E-1,-2.388374954E-1,8.938567164E-1
3.389259914E1,8.651499748E-1,-1.469874978E-1,-2.440624982E-1,9.108547121E-1
3.389458722E1,8.831624985E-1,-1.363999993E-1,-2.483250052E-1,9.274946182E-1
3.389657545E1,9.024124742E-1,-1.256749928E-1,-2.505249977E-1,9.449366390E-1
3.389856353E1,9.204249978E-1,-1.139874980E-1,-2.525874972E-1,9.612365838E-1
3.390055176E1,9.365124702E-1,-1.000999957E-1,-2.536875010E-1,9.754142526E-1
3.390253984E1,9.513624907E-1,-8.731249720E-2,-2.536875010E-1,9.884692251E-1
3.390452806E1,9.641500115E-1,-7.452499866E-2,-2.516250014E-1,9.992268819E-1
3.390651614E1,9.748749733E-1,-6.063750014E-2,-2.473624945E-1,1.007594325E0
3.390850437E1,9.833999872E-1,-4.578749835E-2,-2.419999987E-1,1.013773165E0
3.391049268E1,9.897249937E-1,-2.873750031E-2,-2.334749997E-1,1.017296408E0
3.391248076E1,9.928874969E-1,-1.058750041E-2,-2.238499969E-1,1.017863693E0
3.391446899E1,9.908249974E-1,7.424999960E-3,-2.100999951E-1,1.012882675E0
3.391645707E1,9.833999872E-1,2.667500079E-2,-1.930499971E-1,1.002524509E0
3.391844530E1,9.695125222E-1,4.482499883E-2,-1.727000028E-1,9.857936408E-1
3.392043337E1,9.492999911E-1,6.393750012E-2,-1.513874978E-1,9.634192502E-1
3.392242160E1,9.268875122E-1,8.524999768E-2,-1.269125044E-1,9.394119470E-1
3.392440968E1,9.002124667E-1,1.043625027E-1,-1.003749967E-1,9.117835034E-1
3.392639791E1,8.714749813E-1,1.225124970E-1,-7.369999588E-2,8.831249313E-1
3.392838599E1,8.438374996E-1,1.427250057E-1,-4.702499881E-2,8.571134718E-1
3.393037430E1,8.149625063E-1,1.619749963E-1,-2.048750035E-2,8.311555352E-1
3.393236252E1,7.830625176E-1,1.757249981E-1,5.087499972E-3,8.025534650E-1
3.393435060E1,7.500625253E-1,1.842499971E-1,3.286249936E-2,7.730600217E-1
3.393633860E1,7.159624696E-1,1.896124929E-1,5.953750014E-2,7.430342315E-1
3.393832683E1,6.829624772E-1,1.907124966E-1,8.717499673E-2,7.144287800E-1
3.394031514E1,6.509249806E-1,1.864500046E-1,1.127500013E-1,6.864251579E-1
3.394230322E1,6.210874915E-1,1.799875051E-1,1.394249946E-1,6.615017031E-1
3.394429144E1,5.923500061E-1,1.736624986E-1,1.639000028E-1,6.386708104E-1
3.394627952E1,5.667750239E-1,1.629374921E-1,1.861750036E-1,6.184203151E-1
3.394826775E1,5.444999933E-1,1.491875052E-1,2.065249979E-1,6.011569922E-1
3.395025583E1,5.241500139E-1,1.332374960E-1,2.235749960E-1,5.852104291E-1
3.395224406E1,5.081999898E-1,1.150875017E-1,2.384250015E-1,5.730260413E-1
3.395423214E1,4.944500029E-1,9.583749622E-2,2.501125038E-1,5.623361055E-1
3.395622035E1,4.816625118E-1,7.452499866E-2,2.597374916E-1,5.522828218E-1
3.395820866E1,4.731374979E-1,5.224999785E-2,2.651000023E-1,5.448551784E-1
3.396019673E1,4.666749835E-1,3.093750030E-2,2.671625018E-1,5.386264675E-1
3.396218496E1,4.646124840E-1,9.624999948E-3,2.660624981E-1,5.354873050E-1
3.396417304E1,4.646124840E-1,-1.058750041E-2,2.628999949E-1,5.339412540E-1
3.396616127E1,4.688749909E-1,-3.189999983E-2,2.565749884E-1,5.354363564E-1
3.396814936E1,4.740999937E-1,-5.004999787E-2,2.480500042E-1,5.374054437E-1
3.397013759E1,4.816625118E-1,-6.710000336E-2,2.384250015E-1,5.416157929E-1
3.397212567E1,4.911499918E-1,-7.988750190E-2,2.256374955E-1,5.463722236E-1
3.397411390E1,5.029749870E-1,-9.157499671E-2,2.128500044E-1,5.537823959E-1
3.397610198E1,5.178250074E-1,-1.011999995E-1,1.968999952E-1,5.631640847E-1
3.397809028E1,5.326749682E-1,-1.097249985E-1,1.798499972E-1,5.728247713E-1
3.398007853E1,5.487625003E-1,-1.182499975E-1,1.616999954E-1,5.841833891E-1
3.398206653E1,5.658124685E-1,-1.256749928E-1,1.425874978E-1,5.968828594E-1
3.398405461E1,5.838249922E-1,-1.310375035E-1,1.244374961E-1,6.111523045E-1
3.398604283E1,6.008750200E-1,-1.352999955E-1,1.053249985E-1,6.248601714E-1
3.398803114E1,6.179249883E-1,-1.395625025E-1,8.497499675E-2,6.391633072E-1
3.399001922E1,6.360750198E-1,-1.438249946E-1,6.476250291E-2,6.553405540E-1
3.399200745E1,6.551874876E-1,-1.458874941E-1,4.455000162E-2,6.727098241E-1
3.399399553E1,6.744375229E-1,-1.458874941E-1,2.323750034E-2,6.904267627E-1
3.399598376E1,6.946499944E-1,-1.449249983E-1,1.924999990E-3,7.096094528E-1
3.399797184E1,7.148625255E-1,-1.438249946E-1,-1.828750037E-2,7.294165422E-1
3.399996006E1,7.350749969E-1,-1.406625062E-1,-3.739999980E-2,7.493463497E-1
3.400194814E1,7.574874759E-1,-1.363999993E-1,-5.555000156E-2,7.716722352E-1
3.400393638E1,7.788000107E-1,-1.310375035E-1,-7.150000334E-2,7.929770075E-1
3.400592469E1,8.001124859E-1,-1.245749965E-1,-8.758749813E-2,8.144755918E-1
3.400791277E1,8.225250244E-1,-1.182499975E-1,-1.024374962E-1,8.372717112E-1
3.400990100E1,8.447999954E-1,-1.128875017E-1,-1.152250022E-1,8.600624521E-1
3.401188908E1,8.672124743E-1,-1.086250022E-1,-1.269125044E-1,8.831555076E-1
3.401387709E1,8.896250129E-1,-1.043625027E-1,-1.365374923E-1,9.060721176E-1
3.401586539E1,9.109374881E-1,-1.011999995E-1,-1.450625062E-1,9.279502561E-1
3.401785362E1,9.322500229E-1,-9.693749994E-2,-1.513874978E-1,9.494235928E-1
3.401984170E1,9.524624944E-1,-9.157499671E-2,-1.589500010E-1,9.699669510E-1
3.402182993E1,9.748749733E-1,-8.415000141E-2,-1.641750038E-1,9.921773371E-1
3.402381801E1,9.971500039E-1,-7.562500238E-2,-1.684374958E-1,1.014099828E0
3.402580624E1,1.019562483E0,-6.599999964E-2,-1.717374921E-1,1.036029644E0
3.402779432E1,1.040874958E0,-5.541250110E-2,-1.727000028E-1,1.056558808E0
3.402978255E1,1.059987545E0,-4.468749836E-2,-1.737999916E-1,1.075070698E0
3.403177062E1,1.078137517E0,-3.189999983E-2,-1.737999916E-1,1.092522106E0
3.403375885E1,1.095187545E0,-1.704999991E-2,-1.706375033E-1,1.108532191E0
3.403574716E1,1.109074950E0,-2.062499989E-3,-1.674750000E-1,1.121650291E0
3.403773523E1,1.119662523E0,1.278750040E-2,-1.632124931E-1,1.131567941E0
3.403972346E1,1.128187537E0,2.873750031E-2,-1.578499973E-1,1.139539198E0
3.404171153E1,1.135612488E0,4.482499883E-2,-1.493249983E-1,1.146264785E0
3.404369976E1,1.137812495E0,5.857500061E-2,-1.396999955E-1,1.147852078E0
3.404568784E1,1.136712551E0,7.136250287E-2,-1.291124970E-1,1.146245204E0
3.404767607E1,1.135612488E0,8.524999768E-2,-1.152250022E-1,1.144622246E0
3.404966414E1,1.131350040E0,1.000999957E-1,-1.003749967E-1,1.140196502E0
3.405165237E1,1.123924971E0,1.139874980E-1,-8.428750187E-2,1.132830469E0
3.405364068E1,1.114437461E0,1.256749928E-1,-6.627500057E-2,1.123457802E0
3.405562876E1,1.103712440E0,1.363999993E-1,-4.812499881E-2,1.113149642E0
3.405761699E1,1.092025042E0,1.449249983E-1,-2.791249938E-2,1.101953290E0
3.405960507E1,1.077037454E0,1.523499936E-1,-7.699999958E-3,1.087786508E0
3.406159304E1,1.061087489E0,1.577125043E-1,1.361249946E-2,1.072830459E0
3.406358135E1,1.044037461E0,1.619749963E-1,3.396249935E-2,1.057073115E0
3.406556958E1,1.025887489E0,1.651374996E-1,5.527500063E-2,1.040562761E0
3.406755766E1,1.006775022E0,1.640374959E-1,7.644999772E-2,1.022911945E0
3.406954589E1,9.854624867E-1,1.597750038E-1,9.886249900E-2,1.003213915E0
3.407153396E1,9.641500115E-1,1.544124931E-1,1.190750003E-1,9.836703302E-1
3.407352218E1,9.428374767E-1,1.460250020E-1,1.403875053E-1,9.643518343E-1
3.407551026E1,9.204249978E-1,1.352999955E-1,1.607374996E-1,9.440999996E-1
3.407749849E1,8.992499709E-1,1.256749928E-1,1.787499934E-1,9.254168110E-1
3.407948657E1,8.757374883E-1,1.150875017E-1,1.937374920E-1,9.042651697E-1
3.408147488E1,8.512625098E-1,1.033999994E-1,2.074874938E-1,8.822644051E-1
3.408346311E1,8.288499713E-1,9.267500043E-2,2.193125039E-1,8.623681957E-1
3.408545118E1,8.065750003E-1,8.304999769E-2,2.287999988E-1,8.425022093E-1
3.408743941E1,7.841625214E-1,7.246249914E-2,2.363625020E-1,8.222097701E-1
3.408942749E1,7.628499866E-1,6.077500060E-2,2.415875047E-1,8.024950001E-1
3.409141572E1,7.426375151E-1,4.895000160E-2,2.437874973E-1,7.831595784E-1
3.409340380E1,7.233874798E-1,3.726249933E-2,2.448875010E-1,7.646226703E-1
3.409539204E1,7.063375115E-1,2.447500080E-2,2.426874936E-1,7.472676397E-1
3.409738012E1,6.914874911E-1,1.072499994E-2,2.395250052E-1,7.318758120E-1
3.409936842E1,6.797999740E-1,-5.362499971E-3,2.352624983E-1,7.193783456E-1
3.410135665E1,6.690750122E-1,-1.911249943E-2,2.278375030E-1,7.070619402E-1
3.410334465E1,6.616500020E-1,-3.189999983E-2,2.193125039E-1,6.977795565E-1
3.410533273E1,6.584874988E-1,-4.578749835E-2,2.074874938E-1,6.919200395E-1
3.410732096E1,6.584874988E-1,-5.967500061E-2,1.958000064E-1,6.895683681E-1
3.410930904E1,6.594499946E-1,-7.246249914E-2,1.819124967E-1,6.879078903E-1
3.411129734E1,6.605499983E-1,-8.415000141E-2,1.681624949E-1,6.867941086E-1
3.411328558E1,6.648125052E-1,-9.473749995E-2,1.531749964E-1,6.887767712E-1
3.411527365E1,6.712750196E-1,-1.043625027E-1,1.372250021E-1,6.930601598E-1
3.411726188E1,6.776000261E-1,-1.128875017E-1,1.212750003E-1,6.975621902E-1
3.411924996E1,6.829624772E-1,-1.193500012E-1,1.053249985E-1,7.012670842E-1
3.412123818E1,6.883249879E-1,-1.245749965E-1,8.923749626E-2,7.051762542E-1
3.412322626E1,6.935499907E-1,-1.278750002E-1,7.328750193E-2,7.090378433E-1
3.412521449E1,7.000125051E-1,-1.288374960E-1,5.843750015E-2,7.141649313E-1
3.412720257E1,7.053750157E-1,-1.256749928E-1,4.455000162E-2,7.178668535E-1
3.412919088E1,7.106000185E-1,-1.203124970E-1,3.066249937E-2,7.213651448E-1
3.413117908E1,7.180249691E-1,-1.139874980E-1,1.787500083E-2,7.272362213E-1
3.413316716E1,7.255874872E-1,-1.032624990E-1,6.187499966E-3,7.329247100E-1
3.413515539E1,7.319124937E-1,-9.157499671E-2,-4.399999976E-3,7.376321837E-1
3.413714347E1,7.393375039E-1,-7.768750191E-2,-1.292499993E-2,7.435202407E-1
3.413913170E1,7.478625178E-1,-6.489999592E-2,-1.938750036E-2,7.509235848E-1
3.414111977E1,7.574874759E-1,-5.115000159E-2,-2.571249940E-2,7.596477680E-1
3.414310802E1,7.660124898E-1,-3.726249933E-2,-3.107500076E-2,7.675475777E-1
3.414509610E1,7.734375000E-1,-2.447500080E-2,-3.533750027E-2,7.746310935E-1
3.414708432E1,7.799000144E-1,-1.168750040E-2,-3.849999979E-2,7.809371806E-1
3.414907263E1,7.862250209E-1,0.000000000E0,-3.959999979E-2,7.872216609E-1
3.415106063E1,7.915874720E-1,1.168750040E-2,-3.959999979E-2,7.926635373E-1
3.415304871E1,7.969499826E-1,2.241249941E-2,-4.069999978E-2,7.983032537E-1
3.415503693E1,8.023124933E-1,3.299999982E-2,-3.959999979E-2,8.039667262E-1
3.415702523E1,8.054749966E-1,4.262499884E-2,-3.643750027E-2,8.074246417E-1
3.415901331E1,8.075374961E-1,5.224999785E-2,-3.327500075E-2,8.099099305E-1
3.416100154E1,8.108375072E-1,6.077500060E-2,-2.997500077E-2,8.136642824E-1
3.416298962E1,8.140000105E-1,7.136250287E-2,-2.681249939E-2,8.175619451E-1
3.416497785E1,8.182625175E-1,8.415000141E-2,-2.254999988E-2,8.228871567E-1
3.416696591E1,8.234875202E-1,9.583749622E-2,-1.828750037E-2,8.292472215E-1
3.416895414E1,8.288499713E-1,1.033999994E-1,-1.402499992E-2,8.353924440E-1
3.417094222E1,8.320124745E-1,1.086250022E-1,-9.762499481E-3,8.391301778E-1
3.417293045E1,8.342124820E-1,1.139874980E-1,-6.599999964E-3,8.419900087E-1
3.417491853E1,8.353124857E-1,1.161874980E-1,-2.337499987E-3,8.433575442E-1
3.417690683E1,8.331124783E-1,1.161874980E-1,8.249999955E-4,8.411757348E-1
3.417889507E1,8.288499713E-1,1.150875017E-1,4.124999978E-3,8.368120599E-1
3.418088314E1,8.225250244E-1,1.119249985E-1,8.387500420E-3,8.301475599E-1
3.418287114E1,8.160625100E-1,1.097249985E-1,1.154999994E-2,8.234870965E-1
3.418485937E1,8.086374998E-1,1.054624990E-1,1.691249944E-2,8.156610677E-1
3.418684768E1,7.990124822E-1,9.913749993E-2,2.117500082E-2,8.054176378E-1
3.418883576E1,7.884249687E-1,9.267500043E-2,2.639999986E-2,7.942918525E-1
3.419082399E1,7.756375074E-1,8.524999768E-2,3.066249937E-2,7.809105544E-1
3.419281207E1,7.606499791E-1,7.782500237E-2,3.492499888E-2,7.654181062E-1
3.419480030E1,7.447000146E-1,7.026249915E-2,3.918749839E-2,7.490331038E-1
3.419678838E1,7.265499830E-1,6.393750012E-2,4.455000162E-2,7.307171713E-1
3.419877661E1,7.074375153E-1,5.541250110E-2,4.881250113E-2,7.112812689E-1
3.420076472E1,6.883249879E-1,4.578749835E-2,5.307500064E-2,6.918849179E-1
3.420275294E1,6.690750122E-1,3.629999980E-2,5.623750016E-2,6.724148410E-1
3.420474125E1,6.509249806E-1,2.667500079E-2,5.953750014E-2,6.541862120E-1
3.420672933E1,6.329125166E-1,1.704999991E-2,6.159999967E-2,6.361316814E-1
3.420871756E1,6.190249920E-1,9.624999948E-3,6.366249919E-2,6.223644392E-1
3.421070564E1,6.073374748E-1,3.162499983E-3,6.366249919E-2,6.106731724E-1
3.421269386E1,5.977125168E-1,0.000000000E0,6.366249919E-2,6.010933093E-1
3.421468194E1,5.902875066E-1,-2.062499989E-3,6.159999967E-2,5.934965495E-1
3.421684955E1,5.849249959E-1,-6.324999966E-3,6.049999967E-2,5.880795069E-1
3.421887324E1,5.806624889E-1,-1.388750039E-2,5.953750014E-2,5.838719917E-1
3.422064647E1,5.785999894E-1,-2.131249942E-2,5.623750016E-2,5.817171364E-1
3.422263455E1,5.763999820E-1,-2.873750031E-2,5.307500064E-2,5.795513255E-1
3.422462278E1,5.743374825E-1,-3.519999981E-2,4.881250113E-2,5.774818127E-1
3.422661109E1,5.743374825E-1,-4.152499884E-2,4.344999790E-2,5.774736112E-1
3.422859917E1,5.752999783E-1,-4.798749834E-2,3.918749839E-2,5.786264123E-1
3.423058717E1,5.774999857E-1,-5.321250111E-2,3.396249935E-2,5.809399755E-1
3.423257540E1,5.806624889E-1,-5.637500063E-2,2.859999985E-2,5.840933374E-1
3.423456371E1,5.838249922E-1,-5.967500061E-2,2.323750034E-2,5.873267477E-1
3.423655179E1,5.871250033E-1,-6.283749640E-2,1.787500083E-2,5.907485388E-1
3.423854002E1,5.891875029E-1,-6.393750012E-2,1.264999993E-2,5.927815280E-1
3.424052810E1,5.891875029E-1,-6.393750012E-2,7.287499961E-3,5.926913405E-1
3.424251633E1,5.902875066E-1,-6.489999592E-2,8.249999955E-4,5.938451233E-1
3.424450441E1,5.902875066E-1,-6.393750012E-2,-3.437499981E-3,5.937500827E-1
3.424649264E1,5.913875103E-1,-5.967500061E-2,-6.599999964E-3,5.944273320E-1
3.424848072E1,5.923500061E-1,-5.431250110E-2,-8.662499487E-3,5.948978201E-1
3.425046894E1,5.945500135E-1,-4.688749835E-2,-1.196249947E-2,5.965159323E-1
3.425245725E1,5.966125131E-1,-3.946249932E-2,-1.402499992E-2,5.980806636E-1
3.425444533E1,5.988125205E-1,-3.189999983E-2,-1.512499992E-2,5.998523238E-1
3.425643356E1,6.041749716E-1,-2.241249941E-2,-1.622499898E-2,6.048082068E-1
3.425842164E1,6.084374785E-1,-1.278750040E-2,-1.622499898E-2,6.087880880E-1
3.426040985E1,6.125624776E-1,-3.162499983E-3,-1.622499898E-2,6.127854771E-1
3.426239793E1,6.190249920E-1,4.262499977E-3,-1.512499992E-2,6.192244143E-1
3.426438616E1,6.243875027E-1,1.498750038E-2,-1.402499992E-2,6.247248028E-1
3.426637424E1,6.296125054E-1,2.351249941E-2,-1.402499992E-2,6.302074621E-1
3.426836246E1,6.360750198E-1,2.983750030E-2,-1.292499993E-2,6.369056154E-1
3.427035054E1,6.414374709E-1,3.519999981E-2,-1.196249947E-2,6.425139457E-1
3.427233877E1,6.477624774E-1,4.152499884E-2,-1.086249948E-2,6.491829839E-1
3.427432685E1,6.531249881E-1,4.578749835E-2,-9.762499481E-3,6.548007723E-1
3.427631508E1,6.584874988E-1,5.004999787E-2,-8.662499487E-3,6.604436594E-1
3.427830316E1,6.637125015E-1,5.431250110E-2,-8.662499487E-3,6.659873658E-1
3.428029146E1,6.690750122E-1,5.651250109E-2,-8.662499487E-3,6.715132714E-1
3.428227970E1,6.733375192E-1,5.651250109E-2,-9.762499481E-3,6.757753946E-1
3.428426779E1,6.786999702E-1,5.857500061E-2,-8.662499487E-3,6.812780043E-1
3.428625602E1,6.850249767E-1,6.173750013E-2,-9.762499481E-3,6.878706594E-1
3.428824410E1,6.903874874E-1,6.599999964E-2,-9.762499481E-3,6.936037695E-1
3.429023232E1,6.968500018E-1,6.929999590E-2,-1.086249948E-2,7.003716216E-1
3.429222040E1,7.031750083E-1,7.246249914E-2,-9.762499481E-3,7.069662032E-1
3.429420863E1,7.074375153E-1,7.356250286E-2,-7.699999958E-3,7.112935890E-1
3.429619672E1,7.128000259E-1,7.562500238E-2,-5.499999970E-3,7.168216431E-1
3.429818495E1,7.170624733E-1,7.672499865E-2,-2.337499987E-3,7.211593305E-1
3.430017326E1,7.213249803E-1,7.562500238E-2,1.924999990E-3,7.252810309E-1
3.430216134E1,7.244874835E-1,7.356250286E-2,7.287499961E-3,7.282490393E-1
3.430414934E1,7.287499905E-1,7.246249914E-2,1.264999993E-2,7.324529916E-1
3.430613764E1,7.308124900E-1,7.246249914E-2,1.787500083E-2,7.346136569E-1
3.430812586E1,7.330124974E-1,7.356250286E-2,2.323750034E-2,7.370608826E-1
3.431011394E1,7.350749969E-1,7.356250286E-2,2.859999985E-2,7.393001102E-1
3.431210216E1,7.372750044E-1,7.562500238E-2,3.396249935E-2,7.419211713E-1
3.431409024E1,7.393375039E-1,8.098749816E-2,3.918749839E-2,7.447916350E-1
3.431607847E1,7.415375113E-1,8.635000139E-2,4.344999790E-2,7.478115443E-1
3.431806655E1,7.426375151E-1,9.157499671E-2,4.881250113E-2,7.498527316E-1
3.432005480E1,7.415375113E-1,9.583749622E-2,5.307500064E-2,7.495863273E-1
3.432204287E1,7.393375039E-1,1.000999957E-1,5.527500063E-2,7.481278497E-1
3.432403110E1,7.372750044E-1,1.033999994E-1,5.623750016E-2,7.466114441E-1
3.432601918E1,7.341125011E-1,1.076624990E-1,5.843750015E-2,7.442629370E-1
3.432800749E1,7.298499942E-1,1.128875017E-1,6.270000339E-2,7.411854643E-1
3.432999572E1,7.255874872E-1,1.193500012E-1,6.696250290E-2,7.383803906E-1
3.433198380E1,7.222874761E-1,1.267749965E-1,7.012499869E-2,7.366740210E-1
3.433397203E1,7.170624733E-1,1.321374923E-1,7.218749821E-2,7.327004452E-1
3.433596011E1,7.117000222E-1,1.363999993E-1,7.548750192E-2,7.285741173E-1
3.433794833E1,7.074375153E-1,1.384624988E-1,7.864999771E-2,7.251382790E-1
3.433993641E1,7.042750120E-1,1.417624950E-1,8.071249723E-2,7.229207458E-1
3.434192464E1,7.011125088E-1,1.438249946E-1,8.181250095E-2,7.203732812E-1
3.434391275E1,6.968500018E-1,1.427250057E-1,8.291249722E-2,7.161318555E-1
3.434590098E1,6.957499981E-1,1.427250057E-1,8.401250094E-2,7.151898961E-1
3.434788928E1,6.957499981E-1,1.406625062E-1,8.401250094E-2,7.147811559E-1
3.434987736E1,6.935499907E-1,1.342000067E-1,8.497499675E-2,7.115068386E-1
3.435186536E1,6.903874874E-1,1.236125007E-1,8.401250094E-2,7.063802329E-1
3.435385359E1,6.872249842E-1,1.108250022E-1,8.181250095E-2,7.008948889E-1
3.435584168E1,6.840624809E-1,9.693749994E-2,8.071249723E-2,6.955953306E-1
3.435782999E1,6.797999740E-1,8.098749816E-2,7.975000143E-2,6.892365648E-1
3.435981822E1,6.755374670E-1,6.283749640E-2,7.755000144E-2,6.828714542E-1
3.436180630E1,6.722375154E-1,4.482499883E-2,7.548750192E-2,6.779461045E-1
3.436379453E1,6.712750196E-1,2.873750031E-2,7.328750193E-2,6.758750283E-1
3.436578261E1,6.712750196E-1,1.388750039E-2,7.122500241E-2,6.751859119E-1
3.436777083E1,6.722375154E-1,-1.099999994E-3,6.792499870E-2,6.756613742E-1
3.436975891E1,6.733375192E-1,-1.484999992E-2,6.476250291E-2,6.766078029E-1
