"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
2.637512500E1,1.129500046E-1,-1.939500123E-1,1.007295036E1,1.007545053E1
2.637711262E1,9.300000221E-2,-1.890000105E-1,1.008495045E1,1.008715002E1
2.637910000E1,9.600000083E-2,-1.870500147E-1,1.006395054E1,1.006614644E1
2.638108739E1,8.100000024E-2,-1.890000105E-1,1.008000088E1,1.008209798E1
2.638307485E1,1.009500027E-1,-2.059500068E-1,1.006605053E1,1.006866325E1
2.638506254E1,8.400000632E-2,-1.870500147E-1,1.009500027E1,1.009708245E1
2.638705016E1,8.400000632E-2,-1.969500035E-1,1.007100010E1,1.007327595E1
2.638903762E1,9.600000083E-2,-2.130000144E-1,1.005600071E1,1.005871439E1
2.639102500E1,8.400000632E-2,-1.990500093E-1,1.007805061E1,1.008036612E1
2.639301239E1,7.695000619E-2,-1.849500090E-1,1.007595062E1,1.007794169E1
2.639499977E1,7.905000448E-2,-1.819500029E-1,1.009005070E1,1.009200068E1
2.639698739E1,8.595000207E-2,-1.819500029E-1,1.009200001E1,1.009400601E1
2.639897508E1,7.905000448E-2,-1.890000105E-1,1.007805061E1,1.008013264E1
2.640096247E1,6.195000187E-2,-1.819500029E-1,1.008000088E1,1.008183323E1
2.640294985E1,8.100000024E-2,-1.920000017E-1,1.006095028E1,1.006310814E1
2.640493731E1,8.100000024E-2,-1.890000105E-1,1.006800079E1,1.007010040E1
2.640692470E1,6.000000238E-2,-2.010000050E-1,1.007595062E1,1.007813385E1
2.640891231E1,8.400000632E-2,-1.800000072E-1,1.007805061E1,1.008000794E1
2.641089978E1,6.900000572E-2,-1.849500090E-1,1.006800079E1,1.006993582E1
2.641288716E1,5.505000427E-2,-1.870500147E-1,1.008795071E1,1.008983487E1
2.641487447E1,6.495000422E-2,-1.939500123E-1,1.008795071E1,1.009002401E1
2.641686185E1,5.700000376E-2,-1.890000105E-1,1.007595062E1,1.007788425E1
2.641884924E1,5.295000225E-2,-1.819500029E-1,1.008000088E1,1.008178195E1
2.642083662E1,4.800000042E-2,-1.870500147E-1,1.007295036E1,1.007480127E1
2.642282401E1,4.305000231E-2,-1.890000105E-1,1.007100010E1,1.007286540E1
2.642481116E1,5.295000225E-2,-1.800000072E-1,1.007100010E1,1.007274772E1
2.642679878E1,4.095000029E-2,-1.870500147E-1,1.007295036E1,1.007477015E1
2.642878616E1,3.405000269E-2,-1.750500053E-1,1.007295036E1,1.007452882E1
2.643077358E1,6.195000187E-2,-1.849500090E-1,1.008000088E1,1.008188782E1
2.643276097E1,4.995000362E-2,-1.680000126E-1,1.008000088E1,1.008152452E1
2.643474843E1,6.900000572E-2,-1.990500093E-1,1.008300018E1,1.008520077E1
2.643673604E1,5.505000427E-2,-1.750500053E-1,1.007295036E1,1.007462168E1
2.643872320E1,6.495000422E-2,-1.920000017E-1,1.008495045E1,1.008698706E1
2.644071058E1,4.800000042E-2,-1.870500147E-1,1.009500027E1,1.009684714E1
2.644269820E1,4.305000231E-2,-1.750500053E-1,1.007295036E1,1.007456326E1
2.644468535E1,5.295000225E-2,-1.750500053E-1,1.008495045E1,1.008660853E1
2.644667274E1,4.995000362E-2,-1.800000072E-1,1.008795071E1,1.008968010E1
2.644866012E1,6.195000187E-2,-1.800000072E-1,1.008300018E1,1.008479700E1
2.645064751E1,5.505000427E-2,-1.819500029E-1,1.006800079E1,1.006979525E1
2.645263490E1,6.900000572E-2,-1.819500029E-1,1.007595062E1,1.007782952E1
2.645462228E1,6.195000187E-2,-1.939500123E-1,1.008000088E1,1.008205694E1
2.645660959E1,6.195000187E-2,-1.849500090E-1,1.009995079E1,1.010183401E1
2.645859697E1,5.700000376E-2,-1.969500035E-1,1.007805061E1,1.008013603E1
2.646058436E1,6.705000252E-2,-1.870500147E-1,1.006395054E1,1.006591197E1
2.646257174E1,7.905000448E-2,-1.890000105E-1,1.006605053E1,1.006813504E1
2.646455887E1,6.705000252E-2,-1.969500035E-1,1.007595062E1,1.007809833E1
2.646654649E1,9.105000645E-2,-1.819500029E-1,1.006395054E1,1.006600697E1
2.646853395E1,6.705000252E-2,-1.849500090E-1,1.007100010E1,1.007292138E1
2.647052134E1,9.300000221E-2,-1.920000017E-1,1.006605053E1,1.006831099E1
2.647250872E1,7.200000435E-2,-1.920000017E-1,1.005900002E1,1.006108987E1
2.647449610E1,7.395000011E-2,-1.770000011E-1,1.008000088E1,1.008182599E1
2.647648372E1,8.100000024E-2,-1.990500093E-1,1.009005070E1,1.009233893E1
2.647847087E1,8.595000207E-2,-1.990500093E-1,1.009500027E1,1.009732830E1
2.648045849E1,8.595000207E-2,-1.969500035E-1,1.009500027E1,1.009728712E1
2.648244595E1,8.895000070E-2,-1.849500090E-1,1.009500027E1,1.009708616E1
2.648443334E1,8.595000207E-2,-1.849500090E-1,1.007595062E1,1.007801443E1
2.648642095E1,7.395000011E-2,-2.040000111E-1,1.006800079E1,1.007033885E1
2.648840843E1,8.595000207E-2,-1.969500035E-1,1.007595062E1,1.007824179E1
2.649039604E1,8.895000070E-2,-1.819500029E-1,1.006800079E1,1.007003763E1
2.649238373E1,8.400000632E-2,-1.920000017E-1,1.006095028E1,1.006313274E1
2.649437120E1,7.395000011E-2,-1.849500090E-1,1.007295036E1,1.007491956E1
2.649635858E1,8.595000207E-2,-1.849500090E-1,1.007805061E1,1.008011399E1
2.649834596E1,9.300000221E-2,-1.939500123E-1,1.005600071E1,1.005830084E1
2.650033358E1,9.105000645E-2,-1.990500093E-1,1.007805061E1,1.008042733E1
2.650232128E1,7.695000619E-2,-1.729500145E-1,1.008300018E1,1.008477693E1
2.650430874E1,8.895000070E-2,-1.819500029E-1,1.007295036E1,1.007498620E1
2.650629635E1,7.395000011E-2,-1.819500029E-1,1.005900002E1,1.006091724E1
2.650828382E1,7.695000619E-2,-1.579500139E-1,1.007595062E1,1.007748235E1
2.651027151E1,7.695000619E-2,-1.800000072E-1,1.006800079E1,1.006990374E1
2.651225914E1,7.695000619E-2,-1.680000126E-1,1.006800079E1,1.006969638E1
2.651424660E1,8.595000207E-2,-1.800000072E-1,1.006800079E1,1.006997653E1
2.651623422E1,6.000000238E-2,-1.849500090E-1,1.005195045E1,1.005383083E1
2.651822168E1,6.000000238E-2,-1.849500090E-1,1.008000088E1,1.008187603E1
2.652020899E1,6.900000572E-2,-1.800000072E-1,1.007595062E1,1.007779450E1
2.652219614E1,6.900000572E-2,-1.750500053E-1,1.006395054E1,1.006570931E1
2.652418349E1,6.195000187E-2,-1.750500053E-1,1.008795071E1,1.008965955E1
2.652617087E1,5.700000376E-2,-1.750500053E-1,1.008795071E1,1.008963037E1
2.652815826E1,5.295000225E-2,-1.699500084E-1,1.007295036E1,1.007452310E1
2.653014572E1,7.200000435E-2,-1.870500147E-1,1.008300018E1,1.008499204E1
2.653213310E1,6.195000187E-2,-1.920000017E-1,1.006800079E1,1.007002194E1
2.653412049E1,5.700000376E-2,-1.939500123E-1,1.007295036E1,1.007497864E1
2.653610787E1,5.295000225E-2,-1.849500090E-1,1.009005070E1,1.009188453E1
2.653809548E1,6.495000422E-2,-1.729500145E-1,1.008000088E1,1.008169370E1
2.654008264E1,6.000000238E-2,-1.800000072E-1,1.008000088E1,1.008178643E1
2.654207002E1,5.295000225E-2,-1.890000105E-1,1.007295036E1,1.007486247E1
2.654405740E1,7.695000619E-2,-1.870500147E-1,1.008495045E1,1.008697846E1
2.654604479E1,6.705000252E-2,-1.849500090E-1,1.007100010E1,1.007292138E1
2.654803240E1,6.000000238E-2,-1.770000011E-1,1.009005070E1,1.009178141E1
2.655002009E1,6.900000572E-2,-1.800000072E-1,1.006800079E1,1.006984612E1
2.655200756E1,6.195000187E-2,-1.770000011E-1,1.007100010E1,1.007274589E1
2.655399494E1,6.495000422E-2,-1.800000072E-1,1.007805061E1,1.007986720E1
2.655598233E1,7.695000619E-2,-1.819500029E-1,1.009200001E1,1.009393339E1
2.655796994E1,6.495000422E-2,-1.920000017E-1,1.007595062E1,1.007798906E1
2.655995733E1,7.695000619E-2,-1.969500035E-1,1.007295036E1,1.007516946E1
2.656194478E1,7.695000619E-2,-1.939500123E-1,1.007595062E1,1.007811088E1
2.656393240E1,7.905000448E-2,-1.920000017E-1,1.008300018E1,1.008513786E1
2.656591979E1,7.695000619E-2,-1.819500029E-1,1.007805061E1,1.007998667E1
2.656790725E1,7.905000448E-2,-2.010000050E-1,1.009500027E1,1.009731055E1
2.656989463E1,7.905000448E-2,-2.040000111E-1,1.006800079E1,1.007037759E1
2.657188223E1,8.100000024E-2,-1.939500123E-1,1.006800079E1,1.007019452E1
2.657386962E1,7.695000619E-2,-2.110500038E-1,1.007595062E1,1.007845446E1
2.657585708E1,9.600000083E-2,-1.969500035E-1,1.007805061E1,1.008043201E1
2.657784469E1,7.200000435E-2,-1.990500093E-1,1.006800079E1,1.007022566E1
2.657983216E1,8.400000632E-2,-1.969500035E-1,1.007595062E1,1.007822535E1
2.658181954E1,8.400000632E-2,-2.059500068E-1,1.007805061E1,1.008050473E1
2.658380716E1,9.105000645E-2,-1.849500090E-1,1.008300018E1,1.008510730E1
2.658579462E1,8.595000207E-2,-1.990500093E-1,1.009200001E1,1.009432873E1
2.658778200E1,9.300000221E-2,-1.750500053E-1,1.006800079E1,1.006995191E1
2.658976962E1,8.400000632E-2,-2.040000111E-1,1.008300018E1,1.008541346E1
2.659175700E1,8.895000070E-2,-1.969500035E-1,1.007100010E1,1.007331844E1
2.659374446E1,9.105000645E-2,-1.939500123E-1,1.006095028E1,1.006323145E1
2.659573206E1,9.600000083E-2,-1.819500029E-1,1.008000088E1,1.008209995E1
2.659771953E1,8.100000024E-2,-1.729500145E-1,1.007805061E1,1.007985996E1
2.659970714E1,7.695000619E-2,-1.969500035E-1,1.007295036E1,1.007516946E1
2.660169460E1,7.905000448E-2,-1.990500093E-1,1.007295036E1,1.007522699E1
2.660368222E1,6.900000572E-2,-1.750500053E-1,1.007805061E1,1.007980693E1
2.660566968E1,7.905000448E-2,-1.870500147E-1,1.007295036E1,1.007499705E1
2.660765706E1,6.195000187E-2,-1.849500090E-1,1.008795071E1,1.008983616E1
2.660964444E1,6.705000252E-2,-1.969500035E-1,1.009005070E1,1.009219540E1
2.661163182E1,6.495000422E-2,-1.849500090E-1,1.008000088E1,1.008190670E1
2.661361921E1,8.100000024E-2,-1.770000011E-1,1.006605053E1,1.006793242E1
2.661560659E1,6.195000187E-2,-2.010000050E-1,1.008795071E1,1.009014312E1
2.661759421E1,5.700000376E-2,-1.890000105E-1,1.006800079E1,1.006993595E1
2.661958157E1,7.695000619E-2,-1.990500093E-1,1.008300018E1,1.008525830E1
2.662156903E1,7.695000619E-2,-1.890000105E-1,1.007805061E1,1.008011639E1
2.662355664E1,5.295000225E-2,-1.819500029E-1,1.007295036E1,1.007473268E1
2.662554411E1,5.505000427E-2,-1.770000011E-1,1.009500027E1,1.009670193E1
2.662753149E1,4.995000362E-2,-1.920000017E-1,1.006605053E1,1.006800538E1
2.662951880E1,7.395000011E-2,-1.990500093E-1,1.006605053E1,1.006828996E1
2.663150620E1,7.200000435E-2,-2.040000111E-1,1.006395054E1,1.006627540E1
2.663349358E1,6.900000572E-2,-1.890000105E-1,1.007295036E1,1.007495960E1
2.663548097E1,5.700000376E-2,-1.890000105E-1,1.007805061E1,1.007998384E1
2.663746812E1,4.500000179E-2,-1.870500147E-1,1.005405045E1,1.005589096E1
2.663945574E1,5.295000225E-2,-1.890000105E-1,1.006800079E1,1.006991384E1
2.664144312E1,4.305000231E-2,-1.939500123E-1,1.008300018E1,1.008495724E1
2.664343050E1,5.505000427E-2,-1.890000105E-1,1.007295036E1,1.007487372E1
2.664541789E1,3.600000218E-2,-1.750500053E-1,1.006800079E1,1.006958681E1
2.664740504E1,5.700000376E-2,-1.939500123E-1,1.007805061E1,1.008007787E1
2.664939242E1,7.200000435E-2,-1.920000017E-1,1.007295036E1,1.007503732E1
2.665137981E1,5.700000376E-2,-2.010000050E-1,1.007100010E1,1.007316698E1
2.665336720E1,4.305000231E-2,-1.849500090E-1,1.008795071E1,1.008973782E1
2.665535459E1,6.705000252E-2,-1.990500093E-1,1.007805061E1,1.008023912E1
2.665734197E1,6.000000238E-2,-1.849500090E-1,1.009500027E1,1.009687263E1
2.665932936E1,5.505000427E-2,-1.849500090E-1,1.007805061E1,1.007989788E1
2.666131674E1,4.800000042E-2,-1.699500084E-1,1.007595062E1,1.007749810E1
2.666330413E1,6.000000238E-2,-1.890000105E-1,1.007100010E1,1.007295210E1
2.666529171E1,5.505000427E-2,-1.800000072E-1,1.009200001E1,1.009375523E1
2.666727887E1,6.495000422E-2,-1.890000105E-1,1.006800079E1,1.006998409E1
2.666926625E1,6.195000187E-2,-1.819500029E-1,1.005195045E1,1.005378792E1
2.667125364E1,7.905000448E-2,-1.920000017E-1,1.006605053E1,1.006819180E1
2.667324102E1,7.395000011E-2,-1.870500147E-1,1.008300018E1,1.008500615E1
2.667522841E1,8.400000632E-2,-1.939500123E-1,1.006605053E1,1.006826926E1
2.667721572E1,6.495000422E-2,-1.890000105E-1,1.007100010E1,1.007298280E1
2.667920310E1,7.695000619E-2,-1.849500090E-1,1.008000088E1,1.008199115E1
2.668119048E1,8.595000207E-2,-1.800000072E-1,1.007805061E1,1.008002438E1
2.668317794E1,8.895000070E-2,-1.800000072E-1,1.007805061E1,1.008005041E1
2.668516556E1,7.695000619E-2,-1.800000072E-1,1.008495045E1,1.008685019E1
2.668715295E1,7.695000619E-2,-1.729500145E-1,1.007805061E1,1.007982823E1
2.668914011E1,8.895000070E-2,-1.819500029E-1,1.006800079E1,1.007003763E1
2.669112750E1,9.600000083E-2,-1.849500090E-1,1.006800079E1,1.007015702E1
2.669311481E1,9.105000645E-2,-1.750500053E-1,1.006605053E1,1.006798420E1
2.669510219E1,7.200000435E-2,-1.990500093E-1,1.005900002E1,1.006122687E1
2.669708957E1,9.105000645E-2,-1.800000072E-1,1.007805061E1,1.008006916E1
2.669907696E1,9.300000221E-2,-1.699500084E-1,1.006605053E1,1.006791464E1
2.670106410E1,8.895000070E-2,-1.849500090E-1,1.005900002E1,1.006109338E1
2.670305148E1,9.105000645E-2,-1.750500053E-1,1.008495045E1,1.008688050E1
2.670503879E1,9.105000645E-2,-1.890000105E-1,1.007295036E1,1.007513474E1
2.670702595E1,1.050000042E-1,-1.800000072E-1,1.007100010E1,1.007315581E1
2.670901333E1,1.030500084E-1,-1.750500053E-1,1.007295036E1,1.007499830E1
2.671100064E1,1.050000042E-1,-1.729500145E-1,1.006605053E1,1.006808373E1
2.671298799E1,8.100000024E-2,-1.990500093E-1,1.008000088E1,1.008229139E1
2.671497514E1,9.105000645E-2,-1.849500090E-1,1.006605053E1,1.006816120E1
2.671696253E1,1.009500027E-1,-1.870500147E-1,1.007595062E1,1.007819228E1
2.671894984E1,8.595000207E-2,-1.890000105E-1,1.008795071E1,1.009008711E1
2.672093729E1,8.400000632E-2,-1.890000105E-1,1.005195045E1,1.005407803E1
2.672292468E1,8.595000207E-2,-1.890000105E-1,1.008300018E1,1.008513763E1
2.672491208E1,9.600000083E-2,-1.920000017E-1,1.008795071E1,1.009023436E1
2.672689969E1,8.895000070E-2,-1.890000105E-1,1.008300018E1,1.008516365E1
2.672888708E1,7.905000448E-2,-1.849500090E-1,1.008300018E1,1.008500610E1
2.673087447E1,8.100000024E-2,-1.660500020E-1,1.006395054E1,1.006564623E1
2.673286185E1,8.100000024E-2,-1.800000072E-1,1.006395054E1,1.006588602E1
2.673484931E1,6.495000422E-2,-1.770000011E-1,1.008000088E1,1.008176399E1
2.673683672E1,7.905000448E-2,-1.770000011E-1,1.007100010E1,1.007286558E1
2.673882433E1,7.200000435E-2,-1.920000017E-1,1.008000088E1,1.008208638E1
2.674081172E1,6.495000422E-2,-1.939500123E-1,1.008795071E1,1.009002401E1
2.674279941E1,7.695000619E-2,-1.849500090E-1,1.009500027E1,1.009698758E1
2.674478656E1,6.705000252E-2,-1.849500090E-1,1.007595062E1,1.007787096E1
2.674677418E1,4.800000042E-2,-1.890000105E-1,1.006095028E1,1.006283983E1
2.674876159E1,6.195000187E-2,-1.819500029E-1,1.008300018E1,1.008483199E1
2.675074898E1,6.000000238E-2,-1.800000072E-1,1.007100010E1,1.007278725E1
2.675273636E1,7.395000011E-2,-2.059500068E-1,1.007295036E1,1.007532694E1
2.675472382E1,5.505000427E-2,-1.870500147E-1,1.007295036E1,1.007483733E1
2.675671121E1,6.000000238E-2,-1.920000017E-1,1.008300018E1,1.008500653E1
2.675869882E1,6.000000238E-2,-1.890000105E-1,1.006800079E1,1.006995338E1
2.676068628E1,4.305000231E-2,-1.939500123E-1,1.008495045E1,1.008690713E1
2.676267366E1,6.000000238E-2,-1.890000105E-1,1.007805061E1,1.008000125E1
2.676466128E1,5.700000376E-2,-1.890000105E-1,1.008495045E1,1.008688235E1
2.676664866E1,5.505000427E-2,-1.890000105E-1,1.009005070E1,1.009197080E1
2.676863582E1,4.995000362E-2,-1.920000017E-1,1.008000088E1,1.008195302E1
2.677062320E1,4.800000042E-2,-2.040000111E-1,1.007295036E1,1.007513022E1
2.677261079E1,4.095000029E-2,-1.849500090E-1,1.007595062E1,1.007773111E1
2.677459818E1,4.800000042E-2,-2.040000111E-1,1.007100010E1,1.007318038E1
2.677658534E1,4.305000231E-2,-1.990500093E-1,1.008795071E1,1.009000613E1
2.677857272E1,6.705000252E-2,-2.040000111E-1,1.008000088E1,1.008228790E1
2.678056010E1,4.800000042E-2,-1.890000105E-1,1.005600071E1,1.005789119E1
2.678254741E1,7.200000435E-2,-2.010000050E-1,1.006095028E1,1.006321547E1
2.678453481E1,6.195000187E-2,-2.010000050E-1,1.007100010E1,1.007319621E1
2.678652219E1,6.000000238E-2,-2.059500068E-1,1.008000088E1,1.008228313E1
2.678850966E1,5.295000225E-2,-1.939500123E-1,1.007805061E1,1.008005578E1
2.679049697E1,6.705000252E-2,-1.890000105E-1,1.006800079E1,1.006999785E1
2.679248442E1,7.695000619E-2,-2.089500129E-1,1.006800079E1,1.007046282E1
2.679447204E1,7.395000011E-2,-2.089500129E-1,1.006800079E1,1.007044034E1
2.679645947E1,8.400000632E-2,-1.939500123E-1,1.006605053E1,1.006826926E1
2.679844685E1,7.200000435E-2,-1.800000072E-1,1.008000088E1,1.008186499E1
2.680043431E1,9.300000221E-2,-1.849500090E-1,1.007295036E1,1.007507740E1
2.680242170E1,7.905000448E-2,-1.939500123E-1,1.007805061E1,1.008022667E1
2.680440901E1,8.400000632E-2,-1.990500093E-1,1.006800079E1,1.007031861E1
2.680639616E1,7.695000619E-2,-1.969500035E-1,1.007805061E1,1.008026859E1
2.680838345E1,7.200000435E-2,-1.890000105E-1,1.008300018E1,1.008502839E1
2.681037061E1,8.100000024E-2,-2.040000111E-1,1.007595062E1,1.007834103E1
2.681235791E1,8.895000070E-2,-1.870500147E-1,1.008000088E1,1.008212862E1
2.681434507E1,7.905000448E-2,-2.040000111E-1,1.007595062E1,1.007832555E1
2.681633245E1,8.100000024E-2,-1.890000105E-1,1.009500027E1,1.009709426E1
2.681831984E1,7.695000619E-2,-1.819500029E-1,1.007805061E1,1.007998667E1
2.682030713E1,7.695000619E-2,-2.059500068E-1,1.009200001E1,1.009439453E1
2.682229429E1,7.905000448E-2,-1.750500053E-1,1.006800079E1,1.006983274E1
2.682458167E1,8.100000024E-2,-1.750500053E-1,1.007295036E1,1.007479690E1
2.682626898E1,8.595000207E-2,-2.010000050E-1,1.007805061E1,1.008042125E1
2.682825613E1,8.400000632E-2,-1.969500035E-1,1.007100010E1,1.007327595E1
2.683024352E1,6.495000422E-2,-1.890000105E-1,1.007805061E1,1.008003193E1
2.683223121E1,9.300000221E-2,-1.770000011E-1,1.007595062E1,1.007793426E1
2.683421860E1,7.200000435E-2,-1.729500145E-1,1.006800079E1,1.006974358E1
2.683620590E1,7.395000011E-2,-1.800000072E-1,1.007295036E1,1.007482991E1
2.683819337E1,8.100000024E-2,-1.729500145E-1,1.006800079E1,1.006981195E1
2.684018075E1,7.395000011E-2,-1.920000017E-1,1.009200001E1,1.009409712E1
2.684216814E1,8.400000632E-2,-1.800000072E-1,1.008795071E1,1.008990612E1
2.684415554E1,8.595000207E-2,-1.770000011E-1,1.008300018E1,1.008491989E1
2.684614316E1,4.995000362E-2,-1.800000072E-1,1.006605053E1,1.006778368E1
2.684813054E1,6.900000572E-2,-1.870500147E-1,1.006605053E1,1.006802473E1
2.685011793E1,7.395000011E-2,-1.890000105E-1,1.006605053E1,1.006809629E1
2.685210508E1,6.705000252E-2,-1.870500147E-1,1.008300018E1,1.008495791E1
2.685409246E1,6.900000572E-2,-1.699500084E-1,1.008495045E1,1.008661834E1
2.685607980E1,7.905000448E-2,-1.699500084E-1,1.007100010E1,1.007274416E1
2.685806719E1,6.900000572E-2,-1.770000011E-1,1.008300018E1,1.008478967E1
2.686005427E1,6.000000238E-2,-1.680000126E-1,1.007595062E1,1.007752970E1
2.686204165E1,6.705000252E-2,-1.680000126E-1,1.008795071E1,1.008957230E1
2.686402903E1,6.900000572E-2,-1.729500145E-1,1.008795071E1,1.008966908E1
2.686601642E1,6.195000187E-2,-1.770000011E-1,1.009200001E1,1.009374217E1
2.686800378E1,5.505000427E-2,-1.750500053E-1,1.009200001E1,1.009366817E1
2.686999117E1,6.900000572E-2,-1.729500145E-1,1.007595062E1,1.007767104E1
2.687197855E1,6.495000422E-2,-1.750500053E-1,1.007595062E1,1.007768039E1
2.687396594E1,6.000000238E-2,-1.890000105E-1,1.006800079E1,1.006995338E1
2.687595332E1,6.705000252E-2,-1.920000017E-1,1.005900002E1,1.006105566E1
2.687794071E1,6.000000238E-2,-1.770000011E-1,1.007805061E1,1.007978339E1
2.687992808E1,6.900000572E-2,-1.890000105E-1,1.003995037E1,1.004196621E1
2.688191546E1,7.200000435E-2,-1.800000072E-1,1.007595062E1,1.007781549E1
2.688390262E1,6.195000187E-2,-1.819500029E-1,1.007595062E1,1.007778371E1
2.688589000E1,7.395000011E-2,-1.990500093E-1,1.006800079E1,1.007023979E1
2.688787739E1,7.200000435E-2,-1.849500090E-1,1.007100010E1,1.007295555E1
2.688986470E1,6.705000252E-2,-1.800000072E-1,1.008795071E1,1.008977924E1
2.689185185E1,7.200000435E-2,-1.800000072E-1,1.007595062E1,1.007781549E1
2.689383916E1,7.200000435E-2,-1.920000017E-1,1.007805061E1,1.008013652E1
2.689582654E1,7.200000435E-2,-1.800000072E-1,1.007295036E1,1.007481578E1
2.689781370E1,8.100000024E-2,-1.920000017E-1,1.006095028E1,1.006310814E1
2.689980108E1,7.395000011E-2,-1.849500090E-1,1.009005070E1,1.009201656E1
2.690178846E1,8.100000024E-2,-1.990500093E-1,1.006800079E1,1.007029403E1
2.690377585E1,8.100000024E-2,-1.870500147E-1,1.007100010E1,1.007306268E1
2.690576316E1,7.905000448E-2,-1.920000017E-1,1.007295036E1,1.007509017E1
2.690775055E1,7.395000011E-2,-1.990500093E-1,1.007295036E1,1.007518826E1
2.690973770E1,9.105000645E-2,-1.920000017E-1,1.007805061E1,1.008029058E1
2.691172508E1,8.100000024E-2,-1.920000017E-1,1.008000088E1,1.008215466E1
2.691371239E1,7.695000619E-2,-2.089500129E-1,1.007100010E1,1.007346139E1
2.691569975E1,7.695000619E-2,-1.990500093E-1,1.007805061E1,1.008030984E1
2.691768713E1,8.100000024E-2,-1.939500123E-1,1.007595062E1,1.007814261E1
2.691967452E1,8.595000207E-2,-1.890000105E-1,1.005405045E1,1.005619405E1
2.692166160E1,6.195000187E-2,-1.969500035E-1,1.007595062E1,1.007806569E1
2.692364898E1,8.100000024E-2,-1.990500093E-1,1.007805061E1,1.008034157E1
2.692563613E1,7.695000619E-2,-2.010000050E-1,1.006395054E1,1.006625167E1
2.692762344E1,7.905000448E-2,-1.849500090E-1,1.006800079E1,1.007000970E1
2.692961060E1,8.100000024E-2,-1.890000105E-1,1.007295036E1,1.007504893E1
2.693159790E1,8.595000207E-2,-1.969500035E-1,1.007805061E1,1.008034131E1
2.693358529E1,7.905000448E-2,-1.920000017E-1,1.007805061E1,1.008018934E1
2.693557244E1,8.100000024E-2,-1.920000017E-1,1.006095028E1,1.006310814E1
2.693755982E1,7.695000619E-2,-1.729500145E-1,1.006395054E1,1.006573065E1
2.693954718E1,7.200000435E-2,-1.939500123E-1,1.007100010E1,1.007312482E1
2.694153449E1,6.495000422E-2,-1.819500029E-1,1.007595062E1,1.007780260E1
2.694352165E1,6.000000238E-2,-1.849500090E-1,1.007595062E1,1.007782652E1
2.694550903E1,7.395000011E-2,-1.800000072E-1,1.006605053E1,1.006793136E1
2.694749634E1,6.495000422E-2,-1.890000105E-1,1.006605053E1,1.006803421E1
2.694948372E1,6.495000422E-2,-1.849500090E-1,1.008795071E1,1.008985503E1
2.695147113E1,7.905000448E-2,-1.630500108E-1,1.007100010E1,1.007263010E1
2.695345852E1,6.495000422E-2,-1.819500029E-1,1.007805061E1,1.007990221E1
2.695544567E1,7.200000435E-2,-1.770000011E-1,1.008000088E1,1.008181188E1
2.695743305E1,6.705000252E-2,-1.800000072E-1,1.008300018E1,1.008482962E1
2.695942044E1,6.195000187E-2,-1.770000011E-1,1.007595062E1,1.007769556E1
2.696140782E1,6.195000187E-2,-1.920000017E-1,1.007805061E1,1.008006974E1
2.696339544E1,6.195000187E-2,-1.939500123E-1,1.006800079E1,1.007005930E1
2.696538260E1,5.295000225E-2,-1.750500053E-1,1.007100010E1,1.007266048E1
2.696737021E1,6.195000187E-2,-1.819500029E-1,1.008795071E1,1.008978162E1
2.696935760E1,4.500000179E-2,-1.819500029E-1,1.007295036E1,1.007469403E1
2.697134475E1,5.700000376E-2,-1.699500084E-1,1.006605053E1,1.006764646E1
2.697333237E1,6.900000572E-2,-1.870500147E-1,1.008000088E1,1.008197235E1
2.697531975E1,5.700000376E-2,-1.939500123E-1,1.007805061E1,1.008007787E1
2.697730683E1,6.495000422E-2,-1.819500029E-1,1.005405045E1,1.005590646E1
2.697929398E1,4.995000362E-2,-1.939500123E-1,1.007595062E1,1.007794089E1
2.698128129E1,6.705000252E-2,-1.969500035E-1,1.006605053E1,1.006820035E1
2.698326867E1,5.295000225E-2,-1.849500090E-1,1.008000088E1,1.008183653E1
2.698525602E1,5.295000225E-2,-1.920000017E-1,1.009200001E1,1.009396512E1
2.698724318E1,6.705000252E-2,-1.870500147E-1,1.007805061E1,1.008000930E1
2.698923079E1,4.800000042E-2,-1.870500147E-1,1.007595062E1,1.007780098E1
2.699121818E1,4.995000362E-2,-1.939500123E-1,1.009005070E1,1.009203818E1
2.699320556E1,6.000000238E-2,-1.969500035E-1,1.008000088E1,1.008210330E1
2.699519264E1,7.200000435E-2,-1.870500147E-1,1.007595062E1,1.007794387E1
2.699718003E1,4.995000362E-2,-1.849500090E-1,1.006095028E1,1.006277407E1
2.699916719E1,6.495000422E-2,-1.920000017E-1,1.007805061E1,1.008008862E1
2.700115457E1,6.705000252E-2,-2.059500068E-1,1.008000088E1,1.008232755E1
2.700314196E1,6.705000252E-2,-1.890000105E-1,1.006800079E1,1.006999785E1
2.700512934E1,7.695000619E-2,-1.849500090E-1,1.007595062E1,1.007794169E1
2.700711673E1,6.900000572E-2,-1.819500029E-1,1.007295036E1,1.007482982E1
2.700910404E1,6.900000572E-2,-1.750500053E-1,1.007100010E1,1.007275764E1
2.701109142E1,5.700000376E-2,-1.890000105E-1,1.006395054E1,1.006588647E1
2.701307881E1,6.705000252E-2,-2.110500038E-1,1.005900002E1,1.006143723E1
2.701506619E1,8.400000632E-2,-1.990500093E-1,1.007295036E1,1.007526704E1
2.701705327E1,6.195000187E-2,-1.939500123E-1,1.008000088E1,1.008205694E1
