"Time (s)","Acceleration x (m/s^2)","Acceleration y (m/s^2)","Acceleration z (m/s^2)","Absolute acceleration (m/s^2)"
4.606153911E0,-1.020000055E-1,2.740500271E-1,9.241950035E0,9.246574926E0
4.608141217E0,-1.120500043E-1,2.550000250E-1,9.238050461E0,9.242248457E0
4.610128373E0,-1.399500072E-1,2.290500104E-1,9.216000557E0,9.219908686E0
4.612115764E0,-1.690500081E-1,1.900500059E-1,9.241950035E0,9.245449549E0
4.614103074E0,-1.950000077E-1,1.450500041E-1,9.180000305E0,9.183216763E0
4.616090228E0,-1.980000138E-1,8.700000495E-2,9.139950752E0,9.142509106E0
4.618077534E0,-1.669500023E-1,4.695000127E-2,9.103950500E0,9.105602194E0
4.620064689E0,-1.570500135E-1,6.000000052E-3,9.115950584E0,9.117305291E0
4.622051766E0,-1.469999999E-1,-2.700000070E-2,9.112950325E0,9.114175861E0
4.624039067E0,-1.189500093E-1,-6.000000238E-2,9.139950752E0,9.140921664E0
4.626026223E0,-1.140000075E-1,-6.300000101E-2,9.168000221E0,9.168925404E0
4.628013605E0,-7.095000148E-2,-9.600000083E-2,9.220950127E0,9.221722786E0
4.630000990E0,-7.605000585E-2,-9.600000083E-2,9.307050705E0,9.307856489E0
4.631988375E0,-4.905000329E-2,-1.129500046E-1,9.300000191E0,9.300815403E0
4.633975759E0,-3.299999982E-2,-1.219500080E-1,9.432000160E0,9.432846221E0
4.635963149E0,-1.392000079E0,1.995000057E-2,2.914095116E1,2.917418545E1
4.637950534E0,-2.331000090E0,-7.860000134E-1,3.012195206E1,3.022223276E1
4.639937918E0,9.889500737E-1,1.023000002E0,1.151505089E1,1.160262678E1
4.641925303E0,9.480000734E-1,-7.980000377E-1,5.449950218E0,5.589048719E0
4.643912688E0,1.033950090E0,-2.590950012E0,5.287050247E0,5.977873792E0
4.645899997E0,5.670000315E-1,-1.683000088E0,6.334050179E0,6.578310573E0
4.647887137E0,-9.330000281E-1,-6.010500193E-1,1.152705097E1,1.158035640E1
4.649874520E0,-2.035950184E0,-1.456050038E0,1.378395081E1,1.400937096E1
4.651861904E0,-8.940000534E-1,-1.900950074E0,1.092105007E1,1.112124912E1
4.653849214E0,-4.800000191E-1,-1.348050117E0,1.091805077E1,1.101142460E1
4.655836368E0,1.650000066E-1,-2.800500095E-1,9.508050919E0,9.513605272E0
4.657823673E0,-8.505000174E-2,5.779500008E-1,9.673050880E0,9.690674540E0
4.659810814E0,-3.289500177E-1,3.960000277E-1,1.013295078E1,1.014601970E1
4.661798120E0,-1.090500057E-1,1.060500070E-1,1.139505100E1,1.139606624E1
4.663785199E0,2.730000019E-1,1.450500041E-1,1.072395039E1,1.072840530E1
4.665772582E0,1.650000066E-1,9.000000358E-2,9.922050476E0,9.923830443E0
4.667759737E0,6.000000238E-2,-3.550500274E-1,9.439050674E0,9.445916481E0
4.669747120E0,3.349500299E-1,-4.549500346E-1,9.388950348E0,9.405932154E0
4.671734185E0,2.350500077E-1,-1.339500099E-1,9.688050270E0,9.691826925E0
4.673721568E0,1.680000126E-1,-2.209500074E-1,9.925050735E0,9.928931212E0
4.675708875E0,2.869500220E-1,-1.630500108E-1,9.858000755E0,9.863523940E0
4.677696260E0,1.510500014E-1,9.705000371E-2,9.264000893E0,9.265740518E0
4.679683416E0,1.905000024E-2,1.020000055E-1,8.935950279E0,8.936552708E0
4.681670798E0,1.459500045E-1,3.705000132E-2,8.983950615E0,8.985212449E0
4.683658211E0,1.395000052E-2,1.330500096E-1,9.574950218E0,9.575884742E0
4.685645596E0,-1.000500023E-1,7.800000161E-2,1.099695015E1,1.099768187E1
4.687632905E0,6.195000187E-2,-1.560000032E-1,1.134195042E1,1.134319237E1
4.689620059E0,1.695000008E-2,-3.400500119E-1,1.047300053E1,1.047853336E1
4.691607442E0,-1.240500063E-1,-4.939500093E-1,9.661050797E0,9.674465231E0
4.693594780E0,-1.930500120E-1,-5.610000491E-1,9.420000076E0,9.438664672E0
4.695581857E0,-1.879500151E-1,-4.380000234E-1,9.790950775E0,9.802544889E0
4.697569011E0,-1.279500127E-1,-2.639999986E-1,1.044195080E1,1.044607121E1
4.699556394E0,-1.590000093E-1,-1.770000011E-1,1.077000046E1,1.077262827E1
4.701543779E0,-2.620500028E-1,-1.180500090E-1,1.039200020E1,1.039597394E1
4.703531088E0,-2.380500138E-1,-1.579500139E-1,9.934050560E0,9.938157603E0
4.705518491E0,-1.399500072E-1,-1.660500020E-1,9.843000412E0,9.845395661E0
4.707505875E0,4.950000439E-3,-2.059500068E-1,1.006095028E1,1.006305920E1
4.709493260E0,1.950000064E-3,-2.659500241E-1,1.050900078E1,1.051236560E1
4.711480722E0,-5.595000088E-2,-3.469500244E-1,1.069605064E1,1.070182247E1
4.713468108E0,-5.895000324E-2,-3.949500322E-1,1.044195080E1,1.044958358E1
4.715455493E0,-1.039500013E-1,-3.550500274E-1,1.012605095E1,1.013280681E1
4.717442801E0,-1.800000109E-2,-2.059500068E-1,9.834000587E0,9.836173390E0
4.719429954E0,2.895000204E-2,-1.009500027E-1,9.685050011E0,9.685619377E0
4.721417337E0,9.300000221E-2,-5.505000427E-2,9.855000496E0,9.855593045E0
4.723404722E0,1.050000042E-1,-2.700000070E-2,1.021005058E1,1.021062618E1
4.725392106E0,1.219500080E-1,-8.895000070E-2,1.032495022E1,1.032605350E1
4.727379491E0,9.105000645E-2,-2.179500163E-1,1.014000034E1,1.014275107E1
4.729366806E0,7.395000011E-2,-2.520000041E-1,9.879000664E0,9.882490917E0
4.731354188E0,1.240500063E-1,-1.750500053E-1,9.745050430E0,9.747411903E0
4.733341344E0,2.010000050E-1,-1.030500084E-1,9.787950516E0,9.790556450E0
4.735328727E0,1.650000066E-1,-4.095000029E-2,9.871950150E0,9.873413881E0
4.737316342E0,1.530000120E-1,-4.095000029E-2,9.847950935E0,9.849224514E0
4.739303729E0,9.600000083E-2,-1.080000028E-1,9.894000053E0,9.895055182E0
4.741291103E0,7.695000619E-2,-1.680000126E-1,1.002495003E1,1.002665290E1
4.743278488E0,9.600000083E-2,-1.920000017E-1,1.011900043E1,1.012127708E1
4.745265873E0,8.895000070E-2,-2.209500074E-1,1.020495033E1,1.020772954E1
4.747253026E0,6.900000572E-2,-2.209500074E-1,1.011900043E1,1.012164758E1
4.749240409E0,1.695000008E-2,-1.680000126E-1,9.987000465E0,9.988427784E0
4.751227488E0,4.950000439E-3,-1.560000032E-1,9.931950569E0,9.933176864E0
4.753214809E0,-1.800000109E-2,-1.440000087E-1,1.001805019E1,1.001910124E1
4.755201964E0,-2.805000171E-2,-1.540500075E-1,1.017900085E1,1.018020514E1
4.757189270E0,-4.050000105E-3,-2.209500074E-1,1.028595066E1,1.028832427E1
4.759176349E0,-2.505000122E-2,-2.449500114E-1,1.029600048E1,1.029894431E1
4.761163501E0,-9.000000544E-3,-2.899500132E-1,1.023405075E1,1.023816130E1
4.763150809E0,-1.605000161E-2,-3.160500228E-1,1.014300060E1,1.014793607E1
4.765137888E0,1.950000064E-3,-2.730000019E-1,1.014300060E1,1.014667404E1
4.767125039E0,2.595000155E-2,-2.329500169E-1,1.012800026E1,1.013071214E1
4.769112347E0,3.795000166E-2,-2.110500038E-1,1.004205036E1,1.004433959E1
4.771099503E0,5.295000225E-2,-1.819500029E-1,9.961050034E0,9.962852367E0
4.773086809E0,6.900000572E-2,-1.660500020E-1,9.930000305E0,9.931628248E0
4.775073965E0,8.895000070E-2,-1.699500084E-1,9.939000130E0,9.940851004E0
4.777061361E0,9.795000404E-2,-1.770000011E-1,9.997050285E0,9.999096840E0
4.779048746E0,1.099500060E-1,-1.969500035E-1,1.006605053E1,1.006857744E1
4.781036055E0,9.600000083E-2,-2.010000050E-1,1.006395054E1,1.006641532E1
4.783023438E0,6.705000252E-2,-2.160000056E-1,1.000905037E1,1.001160532E1
4.785010823E0,4.800000042E-2,-1.990500093E-1,9.987000465E0,9.989099219E0
4.786997979E0,1.005000062E-2,-1.870500147E-1,9.955950737E0,9.957712779E0
4.788985352E0,-1.305000018E-2,-1.800000072E-1,9.943950653E0,9.945588213E0
4.790972662E0,-1.305000018E-2,-1.630500108E-1,9.991950035E0,9.993288804E0
4.792960044E0,-2.505000122E-2,-1.870500147E-1,1.007805061E1,1.007981743E1
4.794947429E0,-1.800000109E-2,-2.160000056E-1,1.014495087E1,1.014726604E1
4.796934508E0,-2.295000106E-2,-2.400000095E-1,1.019805050E1,1.020089999E1
4.798921891E0,-3.495000303E-2,-2.830500007E-1,1.019505024E1,1.019903859E1
4.800908974E0,-2.295000106E-2,-3.070500195E-1,1.014300060E1,1.014767302E1
4.802896356E0,-4.695000127E-2,-3.120000064E-1,1.009005070E1,1.009498249E1
4.804883512E0,-7.304999977E-2,-3.120000064E-1,1.008300018E1,1.008809065E1
4.806870589E0,-7.304999977E-2,-2.800500095E-1,1.012800026E1,1.013213470E1
4.808858202E0,-7.605000585E-2,-2.880000174E-1,1.016400051E1,1.016836437E1
4.810845589E0,-8.805000782E-2,-2.760000229E-1,1.021905041E1,1.022315607E1
4.812832974E0,-1.069500074E-1,-2.760000229E-1,1.024800014E1,1.025227396E1
4.814820127E0,-9.000000358E-2,-2.779500186E-1,1.021005058E1,1.021422974E1
4.816807433E0,-8.505000174E-2,-2.760000229E-1,1.015005016E1,1.015415815E1
4.818794589E0,-6.405000389E-2,-2.539499998E-1,1.009005070E1,1.009344917E1
4.820781895E0,1.950000064E-3,-2.209500074E-1,1.006395054E1,1.006637587E1
4.822768974E0,2.895000204E-2,-2.179500163E-1,1.008300018E1,1.008539702E1
4.824756356E0,4.095000029E-2,-2.230500132E-1,1.008300018E1,1.008555010E1
4.826743512E0,4.995000362E-2,-2.179500163E-1,1.007595062E1,1.007843133E1
4.828730589E0,6.900000572E-2,-2.010000050E-1,1.004205036E1,1.004429875E1
4.830717895E0,6.705000252E-2,-1.750500053E-1,1.000905037E1,1.001080554E1
4.832705051E0,7.395000011E-2,-1.609500051E-1,9.994050026E0,9.995619512E0
4.834692376E0,7.395000011E-2,-1.440000087E-1,9.985050201E0,9.986362307E0
4.836679455E0,8.100000024E-2,-1.219500080E-1,9.987000465E0,9.988073443E0
4.838666838E0,6.495000422E-2,-8.700000495E-2,9.961050034E0,9.961641696E0
4.840654222E0,7.395000011E-2,-7.695000619E-2,9.942000389E0,9.942573190E0
4.842641607E0,1.009500027E-1,-8.400000632E-2,9.954000473E0,9.954866766E0
4.844628763E0,1.200000048E-1,-1.129500046E-1,9.961050034E0,9.962413135E0
4.846616165E0,1.170000061E-1,-1.319999993E-1,9.988950729E0,9.990507979E0
4.848603474E0,1.290000081E-1,-1.540500075E-1,1.001595020E1,1.001796541E1
4.850590551E0,8.400000632E-2,-1.770000011E-1,1.001805019E1,1.001996580E1
4.852577628E0,5.295000225E-2,-1.729500145E-1,1.004700089E1,1.004862887E1
4.854564780E0,2.205000073E-2,-1.729500145E-1,1.003995037E1,1.004146410E1
4.856552088E0,1.695000008E-2,-1.699500084E-1,1.007100010E1,1.007244823E1
4.858539252E0,-4.050000105E-3,-1.630500108E-1,1.007100010E1,1.007232072E1
4.860526558E0,-6.000000052E-3,-1.699500084E-1,1.008495045E1,1.008638412E1
4.862513637E0,-1.305000018E-2,-1.870500147E-1,1.012095070E1,1.012268744E1
4.864500714E0,-1.800000109E-2,-1.939500123E-1,1.015005016E1,1.015191898E1
4.866487866E0,-2.100000158E-2,-2.160000056E-1,1.019100094E1,1.019331139E1
4.868475174E0,-2.805000171E-2,-1.939500123E-1,1.015905094E1,1.016094087E1
4.870462220E0,-3.705000132E-2,-1.890000105E-1,1.011900043E1,1.012083314E1
4.872449296E0,-1.605000161E-2,-1.819500029E-1,1.011405087E1,1.011570009E1
4.874436373E0,-3.000000119E-2,-1.750500053E-1,1.008495045E1,1.008651417E1
4.876423450E0,-9.000000544E-3,-1.750500053E-1,1.007595062E1,1.007747510E1
4.878410602E0,0.000000000E0,-1.990500093E-1,1.009995079E1,1.010191204E1
4.880397681E0,1.950000064E-3,-1.890000105E-1,1.009500027E1,1.009676954E1
4.882384724E0,1.395000052E-2,-1.819500029E-1,1.007295036E1,1.007460319E1
4.884371801E0,2.595000155E-2,-1.920000017E-1,1.006395054E1,1.006581531E1
4.886358878E0,4.095000029E-2,-1.870500147E-1,1.002300072E1,1.002482957E1
4.888346184E0,2.400000021E-2,-1.680000126E-1,1.000095081E1,1.000239057E1
4.890333568E0,2.595000155E-2,-1.660500020E-1,9.999000549E0,1.000041289E1
4.892320724E0,3.795000166E-2,-1.560000032E-1,9.997050285E0,9.998339393E0
4.894307776E0,3.600000218E-2,-1.699500084E-1,1.002105045E1,1.002255612E1
4.896295159E0,4.995000362E-2,-2.010000050E-1,1.001595020E1,1.001809136E1
4.898282466E0,3.795000166E-2,-2.209500074E-1,1.002795029E1,1.003045593E1
4.900269851E0,2.595000155E-2,-2.179500163E-1,1.002795029E1,1.003035207E1
4.902257007E0,3.405000269E-2,-2.209500074E-1,1.004895020E1,1.005143663E1
4.904244389E0,2.400000021E-2,-1.920000017E-1,1.006095028E1,1.006281077E1
4.906231774E0,1.395000052E-2,-2.179500163E-1,1.005405045E1,1.005642219E1
4.908219084E0,-4.050000105E-3,-2.010000050E-1,1.006095028E1,1.006295871E1
4.910206238E0,1.905000024E-2,-2.089500129E-1,1.006395054E1,1.006613746E1
4.912193620E0,1.200000010E-2,-2.280000150E-1,1.009695053E1,1.009953157E1
4.914180930E0,1.950000064E-3,-2.179500163E-1,1.012095070E1,1.012329734E1
4.916168312E0,4.950000439E-3,-2.400000095E-1,1.013100052E1,1.013384409E1
4.918155497E0,1.200000010E-2,-2.299500108E-1,1.013100052E1,1.013361695E1
4.920143111E0,1.905000024E-2,-2.370000184E-1,1.012800026E1,1.013079075E1
4.922130267E0,2.595000155E-2,-2.329500169E-1,1.009995079E1,1.010267020E1
4.924117572E0,2.595000155E-2,-1.819500029E-1,1.007595062E1,1.007762671E1
4.926104728E0,4.995000362E-2,-1.800000072E-1,1.006800079E1,1.006973361E1
4.928092111E0,2.400000021E-2,-1.699500084E-1,1.005600071E1,1.005746535E1
4.930079434E0,3.600000218E-2,-1.890000105E-1,1.006800079E1,1.006983897E1
4.932066817E0,4.095000029E-2,-1.750500053E-1,1.009500027E1,1.009660090E1
4.934053973E0,7.200000435E-2,-1.939500123E-1,1.008495045E1,1.008707223E1
4.936041356E0,9.105000645E-2,-2.010000050E-1,1.005405045E1,1.005647162E1
4.938028665E0,9.105000645E-2,-1.849500090E-1,1.003005028E1,1.003216852E1
4.940015819E0,9.600000083E-2,-1.729500145E-1,1.003500080E1,1.003695017E1
4.942003207E0,1.099500060E-1,-1.510500014E-1,1.002300072E1,1.002474182E1
4.943990591E0,1.170000061E-1,-1.579500139E-1,1.000395012E1,1.000588103E1
4.945977670E0,1.390500069E-1,-1.459500045E-1,1.003005028E1,1.003207580E1
4.947964976E0,1.630500108E-1,-1.440000087E-1,1.003305054E1,1.003540853E1
4.949952055E0,2.110500038E-1,-1.270500124E-1,1.002795029E1,1.003097556E1
4.951939437E0,2.470500171E-1,-1.369500011E-1,1.003500080E1,1.003897555E1
4.953926598E0,2.850000262E-1,-1.440000087E-1,1.005600071E1,1.006106909E1
4.955913598E0,3.109500110E-1,-1.150500029E-1,1.005600071E1,1.006146494E1
4.957900981E0,2.850000262E-1,-1.579500139E-1,1.010700035E1,1.011225145E1
4.959888137E0,2.490000129E-1,-1.560000032E-1,1.011195087E1,1.011621903E1
4.961875214E0,2.730000019E-1,-1.699500084E-1,1.002795029E1,1.003310515E1
4.963862291E0,1.890000105E-1,-1.890000105E-1,1.002495003E1,1.002851260E1
4.965849601E0,1.680000126E-1,-2.059500068E-1,1.005900002E1,1.006251066E1
4.967836757E0,1.480500102E-1,-1.300500035E-1,1.013595009E1,1.013786546E1
4.969824140E0,1.750500053E-1,-8.895000070E-2,1.012800026E1,1.012990345E1
4.971811448E0,1.600500047E-1,-5.505000427E-2,1.008495045E1,1.008637061E1
4.973798603E0,1.699500084E-1,-6.495000422E-2,1.008300018E1,1.008464150E1
4.975785680E0,2.110500038E-1,-9.105000645E-2,1.004700089E1,1.004962979E1
4.977773072E0,2.629500031E-1,-1.300500035E-1,1.004700089E1,1.005128263E1
4.979760380E0,2.370000184E-1,-1.800000072E-1,1.006095028E1,1.006535094E1
4.981747764E0,2.130000144E-1,-2.280000150E-1,1.012800026E1,1.013280525E1
4.983734920E0,3.019500077E-1,-2.089500129E-1,1.010895061E1,1.011561745E1
4.985722226E0,2.509500086E-1,-2.299500108E-1,1.009005070E1,1.009579001E1
4.987709382E0,2.659500241E-1,-2.179500163E-1,9.991950035E0,9.997864628E0
4.989696668E0,2.350500077E-1,-2.280000150E-1,1.003005028E1,1.003539442E1
4.991683747E0,2.320500165E-1,-2.299500108E-1,1.003695011E1,1.004226527E1
4.993670824E0,2.389500141E-1,-2.400000095E-1,1.005195045E1,1.005765405E1
4.995657976E0,2.179500163E-1,-2.250000089E-1,9.988950729E0,9.993861310E0
4.997645284E0,2.029500157E-1,-2.539499998E-1,1.001100063E1,1.001627740E1
4.999632363E0,1.440000087E-1,-2.280000150E-1,1.015005016E1,1.015363178E1
5.001619750E0,1.200000048E-1,-2.610000074E-1,1.019805050E1,1.020209562E1
5.003606829E0,1.240500063E-1,-2.610000074E-1,1.010205078E1,1.010618323E1
5.005593983E0,1.270500124E-1,-2.560500205E-1,1.000395012E1,1.000803284E1
5.007581060E0,9.300000221E-2,-2.800500095E-1,9.988950729E0,9.993308445E0
5.009568366E0,9.600000083E-2,-2.760000229E-1,1.004700089E1,1.005124961E1
5.011555522E0,1.750500053E-1,-2.950500250E-1,1.012605095E1,1.013186088E1
5.013542598E0,2.539499998E-1,-2.899500132E-1,1.017405033E1,1.018134872E1
5.015529904E0,3.810000122E-1,-2.370000184E-1,1.013805008E1,1.014797465E1
5.017517060E0,4.000500143E-1,-1.969500035E-1,1.004205036E1,1.005194532E1
5.019504366E0,4.120500088E-1,-1.969500035E-1,1.005600071E1,1.006636602E1
5.021491445E0,3.930000067E-1,-2.400000095E-1,1.012605095E1,1.013651601E1
5.023478592E0,2.320500165E-1,-2.880000174E-1,1.020300007E1,1.020970135E1
5.025465899E0,1.219500080E-1,-3.210000098E-1,1.015200043E1,1.015780614E1
5.027453055E0,-3.000000119E-2,-3.550500274E-1,9.870000839E0,9.876430382E0
5.029440361E0,-1.519500017E-1,-3.499500155E-1,9.562950134E0,9.570557407E0
5.031427440E0,-3.610500097E-1,-3.090000153E-1,9.717000008E0,9.728613841E0
5.033414286E0,-5.620500445E-1,-2.449500114E-1,1.000395012E1,1.002272013E1
5.035401327E0,-6.409500241E-1,-1.660500020E-1,1.008000088E1,1.010172298E1
5.037388404E0,-8.419500589E-1,-1.540500075E-1,9.988950729E0,1.002555475E1
5.039375481E0,-1.096050024E0,-1.129500046E-1,9.943950653E0,1.000481074E1
5.041362865E0,-1.323000073E0,-4.800000042E-2,9.913050652E0,1.000106026E1
5.043349944E0,-1.510050058E0,-6.000000238E-2,9.973050117E0,1.008690140E1
5.045337250E0,-1.399950027E0,-9.795000404E-2,1.005195045E1,1.014944147E1
5.047324103E0,-1.195950031E0,-1.489500105E-1,1.008495045E1,1.015670754E1
5.049311178E0,-1.380000114E0,-2.659500241E-1,1.015200043E1,1.024881663E1
5.051298486E0,-1.311000109E0,-3.619500101E-1,1.012395000E1,1.021489563E1
5.053285642E0,-1.219950080E0,-4.309500158E-1,1.009995079E1,1.018248506E1
5.055273024E0,-1.033050060E0,-4.579500258E-1,1.014300060E1,1.020575190E1
5.057260332E0,-8.370000124E-1,-4.960500300E-1,1.023405075E1,1.028019598E1
5.059247526E0,-7.990500331E-1,-4.699500203E-1,1.026705074E1,1.030881491E1
5.061234831E0,-6.790500283E-1,-3.589500189E-1,1.030995083E1,1.033852215E1
5.063221987E0,-6.930000186E-1,-3.349500299E-1,1.028205013E1,1.031081934E1
5.065209293E0,-6.019500494E-1,-2.779500186E-1,9.958050728E0,9.980098916E0
5.067196449E0,-3.730500042E-1,-2.470500171E-1,1.010205078E1,1.011195481E1
5.069183526E0,4.950000439E-3,-1.849500090E-1,1.042995071E1,1.043159158E1
5.071170879E0,2.320500165E-1,-1.540500075E-1,1.042305088E1,1.042677171E1
5.073158035E0,2.110500038E-1,-2.299500108E-1,1.012800026E1,1.013280851E1
5.075145418E0,4.380000234E-1,-2.059500068E-1,9.846000671E0,9.857889665E0
5.077132726E0,5.479500294E-1,-2.089500129E-1,9.859950066E0,9.877374380E0
5.079119881E0,7.710000277E-1,-1.510500014E-1,1.005405045E1,1.008470067E1
5.081107187E0,9.940500259E-1,-1.440000087E-1,1.017900085E1,1.022843731E1
5.083094348E0,1.369050026E0,-7.200000435E-2,1.008000088E1,1.017280196E1
5.085081425E0,1.762050033E0,0.000000000E0,1.002105045E1,1.017478612E1
5.087068502E0,1.963050127E0,1.995000057E-2,1.005600071E1,1.024583399E1
5.089055579E0,1.888950109E0,1.230000034E-1,1.006095028E1,1.023747928E1
5.091042884E0,1.063050032E0,3.900000080E-2,1.006605053E1,1.012210302E1
5.093029963E0,7.249500155E-1,1.305000018E-2,9.883950233E0,9.910509323E0
5.095017096E0,7.830000520E-1,-1.750500053E-1,9.727950096E0,9.760980722E0
5.097004404E0,9.670500755E-1,-2.800500095E-1,1.012095070E1,1.017090246E1
5.098991560E0,8.599500656E-1,-1.920000017E-1,1.015695095E1,1.019509837E1
5.100978637E0,5.509500504E-1,-1.990500093E-1,1.009995079E1,1.011692507E1
5.102965942E0,5.530500412E-1,-3.520500064E-1,1.008300018E1,1.010429098E1
5.104953098E0,4.140000343E-1,-4.620000124E-1,1.000395012E1,1.002316607E1
5.106940141E0,2.610000074E-1,-4.789500237E-1,9.939000130E0,9.953955882E0
5.108927218E0,1.770000011E-1,-5.959500074E-1,9.943950653E0,9.963364894E0
5.110914295E0,-1.469999999E-1,-6.370500326E-1,1.007595062E1,1.009713933E1
5.112901601E0,-4.540500343E-1,-7.380000353E-1,1.054305077E1,1.057859749E1
5.114888680E0,-4.320000112E-1,-7.159500122E-1,1.019295025E1,1.022719136E1
5.116875832E0,-3.940500319E-1,-6.990000606E-1,9.831000328E0,9.863693221E0
5.118862905E0,-3.679500222E-1,-7.069500089E-1,1.003005028E1,1.006166359E1
5.120849982E0,-6.070500016E-1,-6.370500326E-1,1.005405045E1,1.009248596E1
5.122837288E0,-4.729500115E-1,-5.509500504E-1,1.018605042E1,1.021189751E1
5.124824367E0,-4.009500146E-1,-5.410500169E-1,1.038000011E1,1.040182188E1
5.126811750E0,-4.080000222E-1,-4.480500221E-1,1.018800068E1,1.020600660E1
5.128798829E0,-3.870000243E-1,-3.709500134E-1,1.004205036E1,1.005634866E1
5.130785958E0,-2.820000052E-1,-3.810000122E-1,1.002795029E1,1.003914697E1
5.132773264E0,-2.260500044E-1,-3.120000064E-1,1.017600060E1,1.018329174E1
5.134760420E0,-2.340000123E-1,-1.990500093E-1,1.021005058E1,1.021467130E1
5.136747726E0,-9.195000678E-2,-2.209500074E-1,1.004505062E1,1.004790106E1
5.138734881E0,-5.595000088E-2,-2.659500241E-1,1.002795029E1,1.003163231E1
5.140722187E0,-6.795000285E-2,-1.150500029E-1,1.006395054E1,1.006483751E1
5.142709030E0,1.905000024E-2,-2.110500038E-1,9.982050896E0,9.984299930E0
5.144696105E0,1.050000042E-1,-7.050000131E-3,9.883950233E0,9.884510454E0
5.146683182E0,1.699500084E-1,1.690500081E-1,1.007295036E1,1.007580220E1
5.148670490E0,1.800000072E-1,3.049500287E-1,1.026195049E1,1.026805836E1
5.150657646E0,8.400000632E-2,3.220500052E-1,1.006395054E1,1.006945245E1
5.152644951E0,-4.005000368E-2,2.740500271E-1,9.913050652E0,9.916918909E0
5.154632336E0,-6.599999964E-2,2.620500028E-1,1.001295090E1,1.001659682E1
5.156619492E0,-4.695000127E-2,4.099500179E-1,1.014495087E1,1.015333893E1
5.158606798E0,-1.305000018E-2,4.800000191E-1,1.005405045E1,1.006551045E1
5.160594182E0,-5.400000140E-2,5.010000467E-1,9.994050026E0,1.000674537E1
5.162581338E0,-6.405000389E-2,4.780500233E-1,1.005405045E1,1.006561298E1
5.164568721E0,1.005000062E-2,3.870000243E-1,1.004700089E1,1.005445656E1
5.166556030E0,1.410000026E-1,2.295000106E-2,9.931950569E0,9.932977892E0
5.168543184E0,2.299500108E-1,-2.830500007E-1,1.000395012E1,1.001059500E1
5.170530490E0,2.370000184E-1,-3.880500197E-1,1.006800079E1,1.007826333E1
5.172517875E0,1.990500093E-1,-3.450000286E-1,1.010205078E1,1.010989990E1
5.174504953E0,8.100000024E-2,-2.179500163E-1,1.008495045E1,1.008763048E1
5.176492336E0,4.305000231E-2,-7.005000114E-2,1.009005070E1,1.009038569E1
5.178479721E0,5.505000427E-2,-7.050000131E-3,1.007595062E1,1.007610347E1
5.180467105E0,4.095000029E-2,-6.000000238E-2,1.011900043E1,1.011926117E1
5.182454261E0,6.000000238E-2,-1.819500029E-1,1.016895008E1,1.017075472E1
5.184441567E0,7.200000435E-2,-2.280000150E-1,1.014000034E1,1.014281889E1
5.186428646E0,5.700000376E-2,-2.230500132E-1,1.012395000E1,1.012656724E1
5.188415800E0,4.800000042E-2,-1.870500147E-1,1.013805008E1,1.013988911E1
5.190403144E0,3.105000220E-2,-1.849500090E-1,1.011900043E1,1.012073814E1
5.192390452E0,4.800000042E-2,-1.489500105E-1,1.008495045E1,1.008616456E1
5.194377837E0,5.505000427E-2,-2.010000050E-1,1.007100010E1,1.007315613E1
5.196365221E0,1.219500080E-1,-1.219500080E-1,1.004700089E1,1.004848100E1
5.198352606E0,3.600000218E-2,-7.005000114E-2,1.006395054E1,1.006425871E1
5.200339762E0,6.195000187E-2,-3.105000220E-2,1.010400009E1,1.010423771E1
5.202327384E0,5.295000225E-2,-9.795000404E-2,1.009995079E1,1.010056453E1
5.204314771E0,3.600000218E-2,-1.849500090E-1,1.013805008E1,1.013980088E1
5.206302155E0,4.305000231E-2,-2.520000041E-1,1.015200043E1,1.015521885E1
5.208289540E0,4.800000042E-2,-2.680500150E-1,1.018605042E1,1.018968978E1
5.210276999E0,-9.000000544E-3,-2.419500053E-1,1.025295067E1,1.025580900E1
5.212264386E0,-4.200000316E-2,-2.160000056E-1,1.029105091E1,1.029340317E1
5.214252000E0,-4.200000316E-2,-2.040000111E-1,1.028400040E1,1.028610928E1
5.216239386E0,-4.905000329E-2,-2.040000111E-1,1.030800056E1,1.031013567E1
5.218226463E0,-6.405000389E-2,-2.299500108E-1,1.029600048E1,1.029876717E1
5.220213846E0,-4.905000329E-2,-2.760000229E-1,1.029600048E1,1.029981591E1
5.222201273E0,-2.295000106E-2,-2.970000207E-1,1.027695084E1,1.028126715E1
5.224188658E0,-1.605000161E-2,-3.120000064E-1,1.023795033E1,1.024271587E1
5.226176043E0,-4.050000105E-3,-3.090000153E-1,1.019100094E1,1.019568524E1
5.228163427E0,-1.050000079E-3,-3.139500022E-1,1.014495087E1,1.014980757E1
5.230150812E0,3.795000166E-2,-3.240000010E-1,1.013100052E1,1.013625117E1
5.232138196E0,6.705000252E-2,-3.070500195E-1,1.011900043E1,1.012387995E1
5.234125654E0,3.600000218E-2,-3.210000098E-1,9.682950020E0,9.688336188E0
5.236113041E0,2.539499998E-1,-3.019500077E-1,9.994050026E0,1.000183485E1
5.238100348E0,-1.800000109E-2,-2.370000184E-1,1.021500015E1,1.021776498E1
5.240087731E0,1.510500014E-1,-2.370000184E-1,9.966000557E0,9.969962498E0
5.242075115E0,1.939500123E-1,-2.920500040E-1,1.012605095E1,1.013211812E1
5.244062271E0,1.319999993E-1,-1.890000105E-1,1.012605095E1,1.012867478E1
