time[us],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[%RH],newData,interrupts,fsm1,fsm2,fsm3,fsm4,fsm5,fsm6,fsm7,fsm8,fsm9,fsm10,fsm11,fsm12,fsm13,fsm14,fsm15,fsm16,
27311344,123,1,994,323,-20930,1658,-388,105,42,,,,0x008,,,,,,,,,,,,,,,,,,
27379754,123,1,994,323,-20930,1658,-363,112,34,,,,0x020,,,,,,,,,,,,,,,,,,
27388491,147,0,991,402,-21170,-4,-363,112,34,,,,0x018,,,,,,,,,,,,,,,,,,
27466030,176,-4,990,-1268,-22050,1491,-363,112,34,,,,0x018,,,,,,,,,,,,,,,,,,
27480655,176,-4,990,-1268,-22050,1491,-349,99,49,,,,0x020,,,,,,,,,,,,,,,,,,
27543494,176,-4,990,-441,-22308,2240,-349,99,49,,,,0x010,,,,,,,,,,,,,,,,,,
27544123,208,0,982,-441,-22308,2240,-349,99,49,,,,0x008,,,,,,,,,,,,,,,,,,
27581532,208,0,982,-441,-22308,2240,-333,112,46,,,,0x020,,,,,,,,,,,,,,,,,,
27620967,208,0,982,-472,-23415,1041,-333,112,46,,,,0x010,,,,,,,,,,,,,,,,,,
27621596,242,-5,983,-472,-23415,1041,-333,112,46,,,,0x008,,,,,,,,,,,,,,,,,,
27682408,242,-5,983,-472,-23415,1041,-304,111,43,,,,0x020,,,,,,,,,,,,,,,,,,
27698742,275,-5,978,328,-21997,1623,-304,111,43,,,,0x018,,,,,,,,,,,,,,,,,,
27775979,275,-5,978,713,-21726,2393,-304,111,43,,,,0x010,,,,,,,,,,,,,,,,,,
27776608,300,-1,964,713,-21726,2393,-304,111,43,,,,0x008,,,,,,,,,,,,,,,,,,
27783318,300,-1,964,713,-21726,2393,-291,108,51,,,,0x020,,,,,,,,,,,,,,,,,,
27853755,333,0,957,240,-24517,1058,-291,108,51,,,,0x018,,,,,,,,,,,,,,,,,,
27884184,333,0,957,240,-24517,1058,-270,102,49,,,,0x020,,,,,,,,,,,,,,,,,,
27931219,360,-14,926,678,-26705,971,-270,102,49,,,,0x018,,,,,,,,,,,,,,,,,,
27985052,360,-14,926,678,-26705,971,-243,105,42,,,,0x020,,,,,,,,,,,,,,,,,,
28008681,360,-14,926,2677,-32068,3355,-243,105,42,,,,0x010,,,,,,,,,,,,,,,,,,
28009310,405,1,933,2677,-32068,3355,-243,105,42,,,,0x008,,,,,,,,,,,,,,,,,,
28086231,444,-7,920,-389,-29435,100,-202,102,52,,,,0x038,,,,,,,,,,,,,,,,,,
28163686,444,-7,920,630,-26665,-1881,-202,102,52,,,,0x010,,,,,,,,,,,,,,,,,,
28164315,476,1,894,630,-26665,-1881,-202,102,52,,,,0x008,,,,,,,,,,,,,,,,,,
28187134,476,1,894,630,-26665,-1881,-178,112,57,,,,0x020,,,,,,,,,,,,,,,,,,
28241462,498,-6,880,-227,-25571,-1461,-178,112,57,,,,0x018,,,,,,,,,,,,,,,,,,
28288001,498,-6,880,-227,-25571,-1461,-169,112,55,,,,0x020,,,,,,,,,,,,,,,,,,
28318926,519,-13,853,-2502,-22006,7993,-169,112,55,,,,0x018,,,,,,,,,,,,,,,,,,
28388866,519,-13,853,-2502,-22006,7993,-130,100,60,,,,0x020,,,,,,,,,,,,,,,,,,
28396387,563,-16,859,-2113,-31228,9585,-130,100,60,,,,0x018,,,,,,,,,,,,,,,,,,
28473928,563,-16,859,144,-28035,7087,-130,100,60,,,,0x010,,,,,,,,,,,,,,,,,,
28474557,587,-29,816,144,-28035,7087,-130,100,60,,,,0x008,,,,,,,,,,,,,,,,,,
28489777,587,-29,816,144,-28035,7087,-112,118,82,,,,0x020,,,,,,,,,,,,,,,,,,
28551704,653,-32,815,-931,-35065,7437,-112,118,82,,,,0x018,,,,,,,,,,,,,,,,,,
28590947,653,-32,815,-931,-35065,7437,-87,111,88,,,,0x020,,,,,,,,,,,,,,,,,,
28629166,672,-44,767,-3132,-33534,4768,-87,111,88,,,,0x018,,,,,,,,,,,,,,,,,,
28691813,672,-44,767,-3132,-33534,4768,-54,126,108,,,,0x020,,,,,,,,,,,,,,,,,,
28706630,672,-44,767,-5411,-36378,6531,-54,126,108,,,,0x010,,,,,,,,,,,,,,,,,,
28707259,694,-59,737,-5411,-36378,6531,-54,126,108,,,,0x008,,,,,,,,,,,,,,,,,,
28784484,733,-57,714,-3325,-35765,7061,-54,126,108,,,,0x018,,,,,,,,,,,,,,,,,,
28792725,733,-57,714,-3325,-35765,7061,-25,129,121,,,,0x020,,,,,,,,,,,,,,,,,,
28861947,769,-74,674,-4773,-37870,6142,-25,129,121,,,,0x018,,,,,,,,,,,,,,,,,,
28893895,769,-74,674,-4773,-37870,6142,-4,133,141,,,,0x020,,,,,,,,,,,,,,,,,,
28939409,769,-74,674,-5232,-39891,4908,-4,133,141,,,,0x010,,,,,,,,,,,,,,,,,,
28940038,798,-83,623,-5232,-39891,4908,-4,133,141,,,,0x008,,,,,,,,,,,,,,,,,,
28994771,798,-83,623,-5232,-39891,4908,25,145,169,,,,0x020,,,,,,,,,,,,,,,,,,
29017184,848,-92,609,-7441,-43977,5005,25,145,169,,,,0x018,,,,,,,,,,,,,,,,,,
29094724,850,-103,536,-7918,-32720,708,25,145,169,,,,0x018,,,,,,,,,,,,,,,,,,
29095976,850,-103,536,-7918,-32720,708,54,151,189,,,,0x020,,,,,,,,,,,,,,,,,,
29172187,850,-103,536,-6991,-35660,1973,54,151,189,,,,0x010,,,,,,,,,,,,,,,,,,
29172815,883,-113,511,-6991,-35660,1973,54,151,189,,,,0x008,,,,,,,,,,,,,,,,,,
29196850,883,-113,511,-6991,-35660,1973,76,153,211,,,,0x020,,,,,,,,,,,,,,,,,,
29249962,909,-125,456,-5525,-30655,3736,76,153,211,,,,0x018,,,,,,,,,,,,,,,,,,
29297716,909,-125,456,-5525,-30655,3736,91,153,240,,,,0x020,,,,,,,,,,,,,,,,,,
29327426,920,-133,412,-6273,-30966,3351,91,153,240,,,,0x018,,,,,,,,,,,,,,,,,,
29398887,920,-133,412,-6273,-30966,3351,124,163,274,,,,0x020,,,,,,,,,,,,,,,,,,
29404889,920,-133,412,-7914,-39497,4729,124,163,274,,,,0x010,,,,,,,,,,,,,,,,,,
29405517,970,-131,418,-7914,-39497,4729,124,163,274,,,,0x008,,,,,,,,,,,,,,,,,,
29482437,970,-131,418,-8946,-34129,476,124,163,274,,,,0x010,,,,,,,,,,,,,,,,,,
29483066,940,-145,312,-8946,-34129,476,124,163,274,,,,0x008,,,,,,,,,,,,,,,,,,
29499806,940,-145,312,-8946,-34129,476,132,184,295,,,,0x020,,,,,,,,,,,,,,,,,,
29560214,997,-147,309,-14433,-52543,4029,132,184,295,,,,0x018,,,,,,,,,,,,,,,,,,
29600673,997,-147,309,-14433,-52543,4029,139,181,343,,,,0x020,,,,,,,,,,,,,,,,,,
29637676,962,-157,210,-16213,-38740,-3653,139,181,343,,,,0x018,,,,,,,,,,,,,,,,,,
29701841,962,-157,210,-16213,-38740,-3653,157,181,379,,,,0x020,,,,,,,,,,,,,,,,,,
29715442,985,-154,151,-18856,-43023,-4388,157,181,379,,,,0x018,,,,,,,,,,,,,,,,,,
29792981,1016,-160,114,-21420,-40394,-2992,157,181,379,,,,0x018,,,,,,,,,,,,,,,,,,
29802743,1016,-160,114,-21420,-40394,-2992,163,202,415,,,,0x020,,,,,,,,,,,,,,,,,,
29870444,1024,-159,46,-19223,-42490,-30,163,202,415,,,,0x018,,,,,,,,,,,,,,,,,,
29903609,1024,-159,46,-19223,-42490,-30,177,190,463,,,,0x020,,,,,,,,,,,,,,,,,,
29947907,1024,-159,46,-13321,-46694,2900,177,190,463,,,,0x010,,,,,,,,,,,,,,,,,,
29948536,1048,-179,-9,-13321,-46694,2900,177,190,463,,,,0x008,,,,,,,,,,,,,,,,,,
30004484,1048,-179,-9,-13321,-46694,2900,180,208,504,,,,0x020,,,,,,,,,,,,,,,,,,
30025683,1027,-172,-88,-6199,-47866,8706,180,208,504,,,,0x018,,,,,,,,,,,,,,,,,,
30103222,1014,-186,-163,-4125,-62496,12687,180,208,504,,,,0x018,,,,,,,,,,,,,,,,,,
30105385,1014,-186,-163,-4125,-62496,12687,178,229,573,,,,0x020,,,,,,,,,,,,,,,,,,
30180684,977,-212,-239,-1404,-69934,15872,178,229,573,,,,0x018,,,,,,,,,,,,,,,,,,
30206250,977,-212,-239,-1404,-69934,15872,168,243,625,,,,0x020,,,,,,,,,,,,,,,,,,
30258146,966,-216,-301,2843,-62601,14371,168,243,625,,,,0x018,,,,,,,,,,,,,,,,,,
30307420,966,-216,-301,2843,-62601,14371,162,255,664,,,,0x020,,,,,,,,,,,,,,,,,,
30335609,966,-216,-301,96,-52338,8675,162,255,664,,,,0x010,,,,,,,,,,,,,,,,,,
30336237,909,-229,-356,96,-52338,8675,162,255,664,,,,0x008,,,,,,,,,,,,,,,,,,
30408294,909,-229,-356,96,-52338,8675,145,273,709,,,,0x020,,,,,,,,,,,,,,,,,,
30413384,870,-257,-431,2778,-40005,4484,145,273,709,,,,0x018,,,,,,,,,,,,,,,,,,
30490925,815,-274,-502,844,-43137,10578,145,273,709,,,,0x018,,,,,,,,,,,,,,,,,,
30509196,815,-274,-502,844,-43137,10578,130,265,739,,,,0x020,,,,,,,,,,,,,,,,,,
30568388,818,-262,-533,380,-58218,10430,130,265,739,,,,0x018,,,,,,,,,,,,,,,,,,
30610064,818,-262,-533,380,-58218,10430,105,276,783,,,,0x020,,,,,,,,,,,,,,,,,,
30645851,778,-306,-567,-1448,-63638,7630,105,276,783,,,,0x018,,,,,,,,,,,,,,,,,,
30710929,778,-306,-567,-1448,-63638,7630,88,282,820,,,,0x020,,,,,,,,,,,,,,,,,,
30723313,778,-306,-567,-332,-50141,3460,88,282,820,,,,0x010,,,,,,,,,,,,,,,,,,
30723941,726,-298,-638,-332,-50141,3460,88,282,820,,,,0x008,,,,,,,,,,,,,,,,,,
30800861,654,-280,-669,2135,-50920,148,88,282,820,,,,0x018,,,,,,,,,,,,,,,,,,
30811839,654,-280,-669,2135,-50920,148,58,282,865,,,,0x020,,,,,,,,,,,,,,,,,,
30878324,654,-280,-669,1605,-48177,201,58,282,865,,,,0x010,,,,,,,,,,,,,,,,,,
30878953,620,-281,-738,1605,-48177,201,58,282,865,,,,0x008,,,,,,,,,,,,,,,,,,
30912713,620,-281,-738,1605,-48177,201,28,279,912,,,,0x020,,,,,,,,,,,,,,,,,,
30955795,620,-281,-738,3001,-73701,1233,28,279,912,,,,0x010,,,,,,,,,,,,,,,,,,
30956424,578,-293,-725,3001,-73701,1233,28,279,912,,,,0x008,,,,,,,,,,,,,,,,,,
31013588,578,-293,-725,3001,-73701,1233,-9,291,945,,,,0x020,,,,,,,,,,,,,,,,,,
31033571,491,-302,-835,9673,-58143,-748,-9,291,945,,,,0x018,,,,,,,,,,,,,,,,,,
31111112,425,-314,-850,6523,-51261,-4235,-9,291,945,,,,0x018,,,,,,,,,,,,,,,,,,
31114491,425,-314,-850,6523,-51261,-4235,-30,289,963,,,,0x020,,,,,,,,,,,,,,,,,,
31188574,365,-317,-865,3670,-35848,-3215,-30,289,963,,,,0x018,,,,,,,,,,,,,,,,,,
31215357,365,-317,-865,3670,-35848,-3215,-34,286,976,,,,0x020,,,,,,,,,,,,,,,,,,
31266037,365,-317,-865,2139,-12105,-2988,-34,286,976,,,,0x010,,,,,,,,,,,,,,,,,,
31266666,344,-311,-878,2139,-12105,-2988,-34,286,976,,,,0x008,,,,,,,,,,,,,,,,,,
31316232,344,-311,-878,2139,-12105,-2988,-48,283,969,,,,0x020,,,,,,,,,,,,,,,,,,
31343813,351,-317,-876,2638,-892,-1592,-48,283,969,,,,0x018,,,,,,,,,,,,,,,,,,
31417402,351,-317,-876,2638,-892,-1592,-45,292,972,,,,0x020,,,,,,,,,,,,,,,,,,
31421276,368,-329,-873,3845,3679,367,-45,292,972,,,,0x018,,,,,,,,,,,,,,,,,,
31498818,365,-326,-862,1662,7223,433,-45,292,972,,,,0x018,,,,,,,,,,,,,,,,,,
31518305,365,-326,-862,1662,7223,433,-42,289,970,,,,0x020,,,,,,,,,,,,,,,,,,
31576279,365,-326,-862,2537,11830,437,-42,289,970,,,,0x010,,,,,,,,,,,,,,,,,,
31576908,386,-329,-844,2537,11830,437,-42,289,970,,,,0x008,,,,,,,,,,,,,,,,,,
31619181,386,-329,-844,2537,11830,437,-24,285,961,,,,0x020,,,,,,,,,,,,,,,,,,
31654055,414,-332,-852,3845,20908,-258,-24,285,961,,,,0x018,,,,,,,,,,,,,,,,,,
31720349,414,-332,-852,3845,20908,-258,1,295,940,,,,0x020,,,,,,,,,,,,,,,,,,
31731516,452,-343,-861,3381,31491,-1207,1,295,940,,,,0x018,,,,,,,,,,,,,,,,,,
31809057,489,-336,-786,4090,21761,-1115,1,295,940,,,,0x018,,,,,,,,,,,,,,,,,,
31821250,489,-336,-786,4090,21761,-1115,12,304,934,,,,0x020,,,,,,,,,,,,,,,,,,
31886519,489,-336,-786,5044,27173,-2865,12,304,934,,,,0x010,,,,,,,,,,,,,,,,,,
31887148,506,-334,-769,5044,27173,-2865,12,304,934,,,,0x008,,,,,,,,,,,,,,,,,,
31922125,506,-334,-769,5044,27173,-2865,30,309,904,,,,0x020,,,,,,,,,,,,,,,,,,
31964295,522,-356,-773,9415,35656,-5088,30,309,904,,,,0x018,,,,,,,,,,,,,,,,,,
32022991,522,-356,-773,9415,35656,-5088,54,310,864,,,,0x020,,,,,,,,,,,,,,,,,,
32041758,578,-365,-718,10731,41864,-4733,54,310,864,,,,0x018,,,,,,,,,,,,,,,,,,
32119298,631,-360,-666,10858,44135,-3066,54,310,864,,,,0x018,,,,,,,,,,,,,,,,,,
32123892,631,-360,-666,10858,44135,-3066,79,309,832,,,,0x020,,,,,,,,,,,,,,,,,,
32196761,631,-360,-666,11357,46440,-4309,79,309,832,,,,0x010,,,,,,,,,,,,,,,,,,
32197390,683,-374,-656,11357,46440,-4309,79,309,832,,,,0x008,,,,,,,,,,,,,,,,,,
32225071,683,-374,-656,11357,46440,-4309,105,312,798,,,,0x020,,,,,,,,,,,,,,,,,,
32274232,683,-374,-656,11143,45928,-7240,105,312,798,,,,0x010,,,,,,,,,,,,,,,,,,
32274860,709,-385,-605,11143,45928,-7240,105,312,798,,,,0x008,,,,,,,,,,,,,,,,,,
32325946,709,-385,-605,11143,45928,-7240,114,307,768,,,,0x020,,,,,,,,,,,,,,,,,,
32352008,753,-382,-527,10255,38635,-5871,114,307,768,,,,0x018,,,,,,,,,,,,,,,,,,
32426813,753,-382,-527,10255,38635,-5871,124,304,724,,,,0x020,,,,,,,,,,,,,,,,,,
32429471,785,-398,-543,10570,51349,-7931,124,304,724,,,,0x018,,,,,,,,,,,,,,,,,,
32507013,839,-384,-423,7560,45854,-8273,124,304,724,,,,0x018,,,,,,,,,,,,,,,,,,
32528019,839,-384,-423,7560,45854,-8273,154,295,675,,,,0x020,,,,,,,,,,,,,,,,,,
32584476,839,-384,-423,9380,50286,-10110,154,295,675,,,,0x010,,,,,,,,,,,,,,,,,,
32585105,869,-382,-395,9380,50286,-10110,154,295,675,,,,0x008,,,,,,,,,,,,,,,,,,
32628897,869,-382,-395,9380,50286,-10110,169,279,636,,,,0x020,,,,,,,,,,,,,,,,,,
32662253,890,-372,-333,8614,47976,-11042,169,279,636,,,,0x018,,,,,,,,,,,,,,,,,,
32729764,890,-372,-333,8614,47976,-11042,166,280,580,,,,0x020,,,,,,,,,,,,,,,,,,
32739716,921,-357,-241,5884,50233,-11541,166,280,580,,,,0x018,,,,,,,,,,,,,,,,,,
32817256,916,-352,-232,3605,63586,-16244,166,280,580,,,,0x018,,,,,,,,,,,,,,,,,,
32830969,916,-352,-232,3605,63586,-16244,171,271,543,,,,0x020,,,,,,,,,,,,,,,,,,
32894718,916,-352,-232,-682,64465,-16747,171,271,543,,,,0x010,,,,,,,,,,,,,,,,,,
32895347,957,-320,-122,-682,64465,-16747,171,271,543,,,,0x008,,,,,,,,,,,,,,,,,,
32931843,957,-320,-122,-682,64465,-16747,169,250,475,,,,0x020,,,,,,,,,,,,,,,,,,
32972495,971,-305,-37,-4685,67825,-16655,169,250,475,,,,0x018,,,,,,,,,,,,,,,,,,
33032711,971,-305,-37,-4685,67825,-16655,160,241,423,,,,0x020,,,,,,,,,,,,,,,,,,
33049959,954,-293,40,-2826,63245,-15505,160,241,423,,,,0x018,,,,,,,,,,,,,,,,,,
33127498,999,-275,159,669,53335,-9222,160,241,423,,,,0x018,,,,,,,,,,,,,,,,,,
33133612,999,-275,159,669,53335,-9222,156,226,363,,,,0x020,,,,,,,,,,,,,,,,,,
33204960,999,-275,159,5276,68893,-13396,156,226,363,,,,0x010,,,,,,,,,,,,,,,,,,
33205588,972,-259,189,5276,68893,-13396,156,226,363,,,,0x008,,,,,,,,,,,,,,,,,,
33234790,972,-259,189,5276,68893,-13396,132,216,303,,,,0x020,,,,,,,,,,,,,,,,,,
33282736,964,-230,280,4108,70905,-14490,132,216,303,,,,0x018,,,,,,,,,,,,,,,,,,
33335657,964,-230,280,4108,70905,-14490,97,190,241,,,,0x020,,,,,,,,,,,,,,,,,,
33360200,951,-211,372,3587,80850,-16826,97,190,241,,,,0x018,,,,,,,,,,,,,,,,,,
33436829,951,-211,372,3587,80850,-16826,66,175,198,,,,0x020,,,,,,,,,,,,,,,,,,
33437968,913,-185,468,4226,78010,-21761,66,175,198,,,,0x018,,,,,,,,,,,,,,,,,,
33515509,854,-144,551,3338,73683,-25921,66,175,198,,,,0x018,,,,,,,,,,,,,,,,,,
33537731,854,-144,551,3338,73683,-25921,16,147,123,,,,0x020,,,,,,,,,,,,,,,,,,
33592971,804,-123,632,7030,74843,-27195,16,147,123,,,,0x018,,,,,,,,,,,,,,,,,,
33638597,804,-123,632,7030,74843,-27195,-36,127,109,,,,0x020,,,,,,,,,,,,,,,,,,
33670432,804,-123,632,9419,69680,-27483,-36,127,109,,,,0x010,,,,,,,,,,,,,,,,,,
33671061,747,-85,695,9419,69680,-27483,-36,127,109,,,,0x008,,,,,,,,,,,,,,,,,,
33739774,747,-85,695,9419,69680,-27483,-88,114,64,,,,0x020,,,,,,,,,,,,,,,,,,
33748206,677,-49,759,8233,69715,-28328,-88,114,64,,,,0x018,,,,,,,,,,,,,,,,,,
33825746,612,-19,827,10395,68963,-27755,-88,114,64,,,,0x018,,,,,,,,,,,,,,,,,,
33840674,612,-19,827,10395,68963,-27755,-154,90,54,,,,0x020,,,,,,,,,,,,,,,,,,
33903207,612,-19,827,12131,65996,-23625,-154,90,54,,,,0x010,,,,,,,,,,,,,,,,,,
33903836,511,19,856,12131,65996,-23625,-154,90,54,,,,0x008,,,,,,,,,,,,,,,,,,
33941852,511,19,856,12131,65996,-23625,-196,85,22,,,,0x020,,,,,,,,,,,,,,,,,,
33980985,452,38,888,4637,50028,-13453,-196,85,22,,,,0x018,,,,,,,,,,,,,,,,,,
34042720,452,38,888,4637,50028,-13453,-243,81,30,,,,0x020,,,,,,,,,,,,,,,,,,
34058448,397,43,960,1439,47818,-7748,-243,81,30,,,,0x018,,,,,,,,,,,,,,,,,,
34135987,323,57,953,6046,55545,-3766,-243,81,30,,,,0x018,,,,,,,,,,,,,,,,,,
34143621,323,57,953,6046,55545,-3766,-285,75,27,,,,0x020,,,,,,,,,,,,,,,,,,
34213450,323,57,953,6085,44826,-3609,-285,75,27,,,,0x010,,,,,,,,,,,,,,,,,,
34214079,276,58,986,6085,44826,-3609,-285,75,27,,,,0x008,,,,,,,,,,,,,,,,,,
34244800,276,58,986,6085,44826,-3609,-339,67,25,,,,0x020,,,,,,,,,,,,,,,,,,
34291226,203,63,981,7420,49896,-818,-339,67,25,,,,0x018,,,,,,,,,,,,,,,,,,
34345666,203,63,981,7420,49896,-818,-375,63,31,,,,0x020,,,,,,,,,,,,,,,,,,
34368688,165,70,985,6846,33127,358,-375,63,31,,,,0x018,,,,,,,,,,,,,,,,,,
34446228,98,80,980,7770,34593,-3106,-399,52,39,,,,0x038,,,,,,,,,,,,,,,,,,
34523683,123,82,990,1496,13916,-1001,-399,52,39,,,,0x018,,,,,,,,,,,,,,,,,,
34547730,123,82,990,1496,13916,-1001,-397,64,46,,,,0x020,,,,,,,,,,,,,,,,,,
34601145,123,82,990,-6566,5691,835,-397,64,46,,,,0x010,,,,,,,,,,,,,,,,,,
34601774,82,92,979,-6566,5691,835,-397,64,46,,,,0x008,,,,,,,,,,,,,,,,,,
34648604,82,92,979,-6566,5691,835,-391,70,39,,,,0x020,,,,,,,,,,,,,,,,,,
34678920,109,51,1021,-19512,-5245,3115,-391,70,39,,,,0x018,,,,,,,,,,,,,,,,,,
34749469,109,51,1021,-19512,-5245,3115,-417,72,54,,,,0x020,,,,,,,,,,,,,,,,,,
34756383,76,53,1002,-1299,12635,183,-417,72,54,,,,0x018,,,,,,,,,,,,,,,,,,
34833925,69,49,985,468,11230,1715,-417,72,54,,,,0x018,,,,,,,,,,,,,,,,,,
34850676,69,49,985,468,11230,1715,-420,66,57,,,,0x020,,,,,,,,,,,,,,,,,,
34911387,69,54,1011,-398,4427,7389,-420,66,57,,,,0x018,,,,,,,,,,,,,,,,,,
34951544,69,54,1011,-398,4427,7389,-424,75,48,,,,0x020,,,,,,,,,,,,,,,,,,
34988850,69,54,1011,-5232,4965,284,-424,75,48,,,,0x010,,,,,,,,,,,,,,,,,,
34989479,70,29,994,-5232,4965,284,-424,75,48,,,,0x008,,,,,,,,,,,,,,,,,,
35052417,70,29,994,-5232,4965,284,-435,81,60,,,,0x020,,,,,,,,,,,,,,,,,,
35066625,60,48,1003,-354,4991,-323,-435,81,60,,,,0x018,,,,,,,,,,,,,,,,,,
35144163,47,40,1005,-1290,6440,-3425,-435,81,60,,,,0x018,,,,,,,,,,,,,,,,,,
35153317,47,40,1005,-1290,6440,-3425,-441,72,54,,,,0x020,,,,,,,,,,,,,,,,,,
35221626,43,29,1001,-4611,3316,-5761,-441,72,54,,,,0x018,,,,,,,,,,,,,,,,,,
35254486,43,29,1001,-4611,3316,-5761,-436,70,54,,,,0x020,,,,,,,,,,,,,,,,,,
35299393,27,34,1023,-4287,3088,498,-436,70,54,,,,0x018,,,,,,,,,,,,,,,,,,
35355354,27,34,1023,-4287,3088,498,-445,70,66,,,,0x020,,,,,,,,,,,,,,,,,,
35376856,18,42,1006,-831,4462,393,-445,70,66,,,,0x018,,,,,,,,,,,,,,,,,,
35454397,18,32,1005,-603,411,-468,-445,70,66,,,,0x018,,,,,,,,,,,,,,,,,,
35456560,18,32,1005,-603,411,-468,-430,73,49,,,,0x020,,,,,,,,,,,,,,,,,,
35532163,18,41,1001,1085,2419,-70,-430,73,49,,,,0x018,,,,,,,,,,,,,,,,,,
35557426,18,41,1001,1085,2419,-70,-453,76,58,,,,0x020,,,,,,,,,,,,,,,,,,
35609626,22,29,1018,-1535,-153,-1763,-453,76,58,,,,0x018,,,,,,,,,,,,,,,,,,
35658596,22,29,1018,-1535,-153,-1763,-444,69,51,,,,0x020,,,,,,,,,,,,,,,,,,
35687089,22,29,1018,-1106,1898,463,-444,69,51,,,,0x010,,,,,,,,,,,,,,,,,,
35687717,19,29,1012,-1106,1898,463,-444,69,51,,,,0x008,,,,,,,,,,,,,,,,,,
35759471,19,29,1012,-1106,1898,463,-445,63,43,,,,0x020,,,,,,,,,,,,,,,,,,
35764865,27,30,1018,1474,1583,2091,-445,63,43,,,,0x018,,,,,,,,,,,,,,,,,,
35842405,13,42,997,2935,2568,1706,-445,63,43,,,,0x018,,,,,,,,,,,,,,,,,,
35860676,13,42,997,2935,2568,1706,-441,61,46,,,,0x020,,,,,,,,,,,,,,,,,,
35919866,13,42,997,735,1312,-389,-441,61,46,,,,0x010,,,,,,,,,,,,,,,,,,
35920495,10,44,987,735,1312,-389,-441,61,46,,,,0x008,,,,,,,,,,,,,,,,,,
35961549,10,44,987,735,1312,-389,-451,63,42,,,,0x020,,,,,,,,,,,,,,,,,,
35997338,10,44,987,-1631,30,-577,-451,63,42,,,,0x010,,,,,,,,,,,,,,,,,,
35997967,8,29,1017,-1631,30,-577,-451,63,42,,,,0x008,,,,,,,,,,,,,,,,,,
36062425,8,29,1017,-1631,30,-577,-453,58,48,,,,0x020,,,,,,,,,,,,,,,,,,
36075113,14,44,997,516,2371,1868,-453,58,48,,,,0x018,,,,,,,,,,,,,,,,,,
36152653,11,31,1012,-765,516,-1238,-453,58,48,,,,0x018,,,,,,,,,,,,,,,,,,
36163630,11,31,1012,-765,516,-1238,-451,61,48,,,,0x020,,,,,,,,,,,,,,,,,,
36230115,11,42,1005,1181,406,-341,-451,61,48,,,,0x018,,,,,,,,,,,,,,,,,,
36264496,11,42,1005,1181,406,-341,-456,63,55,,,,0x020,,,,,,,,,,,,,,,,,,
36307577,11,42,1005,91,8,-175,-456,63,55,,,,0x010,,,,,,,,,,,,,,,,,,
36308206,13,38,1005,91,8,-175,-456,63,55,,,,0x008,,,,,,,,,,,,,,,,,,
36365370,13,38,1005,91,8,-175,-453,72,49,,,,0x020,,,,,,,,,,,,,,,,,,
36385049,13,38,1005,-30,8,-21,-453,72,49,,,,0x010,,,,,,,,,,,,,,,,,,
36385678,13,40,1003,-30,8,-21,-453,72,49,,,,0x008,,,,,,,,,,,,,,,,,,
36462599,13,40,1003,-293,-621,-43,-453,72,49,,,,0x010,,,,,,,,,,,,,,,,,,
36463228,3,39,1001,-293,-621,-43,-453,72,49,,,,0x008,,,,,,,,,,,,,,,,,,
36466291,3,39,1001,-293,-621,-43,-456,55,48,,,,0x020,,,,,,,,,,,,,,,,,,
36540375,10,38,1009,-870,-494,1198,-456,55,48,,,,0x018,,,,,,,,,,,,,,,,,,
36567460,10,38,1009,-870,-494,1198,-450,54,46,,,,0x020,,,,,,,,,,,,,,,,,,
36617838,9,29,1009,-1645,-1605,988,-450,54,46,,,,0x018,,,,,,,,,,,,,,,,,,
36668327,9,29,1009,-1645,-1605,988,-450,67,46,,,,0x020,,,,,,,,,,,,,,,,,,
36695300,9,29,1009,-3946,-1885,2327,-450,67,46,,,,0x010,,,,,,,,,,,,,,,,,,
36695929,18,24,998,-3946,-1885,2327,-450,67,46,,,,0x008,,,,,,,,,,,,,,,,,,
36769506,18,24,998,-3946,-1885,2327,-451,63,55,,,,0x020,,,,,,,,,,,,,,,,,,
36773076,18,20,1010,-6597,-1155,3810,-451,63,55,,,,0x018,,,,,,,,,,,,,,,,,,
36850616,17,-9,1019,-9730,201,4396,-451,63,55,,,,0x018,,,,,,,,,,,,,,,,,,
36870408,17,-9,1019,-9730,201,4396,-445,82,43,,,,0x020,,,,,,,,,,,,,,,,,,
36928078,17,-9,1019,-8890,-5477,9835,-445,82,43,,,,0x010,,,,,,,,,,,,,,,,,,
36928707,39,-6,1021,-8890,-5477,9835,-445,82,43,,,,0x008,,,,,,,,,,,,,,,,,,
36971585,39,-6,1021,-8890,-5477,9835,-444,88,43,,,,0x020,,,,,,,,,,,,,,,,,,
37005852,61,-24,1004,-15575,-5945,7931,-444,88,43,,,,0x018,,,,,,,,,,,,,,,,,,
37072451,61,-24,1004,-15575,-5945,7931,-433,106,42,,,,0x020,,,,,,,,,,,,,,,,,,
37083316,53,-59,1011,-21984,-6881,1631,-433,106,42,,,,0x018,,,,,,,,,,,,,,,,,,
37160855,22,-87,998,-28061,-7415,853,-433,106,42,,,,0x018,,,,,,,,,,,,,,,,,,
37173352,22,-87,998,-28061,-7415,853,-417,138,34,,,,0x020,,,,,,,,,,,,,,,,,,
37238319,22,-87,998,-29855,-6440,6383,-417,138,34,,,,0x010,,,,,,,,,,,,,,,,,,
