time[us],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[%RH],newData,interrupts,fsm1,fsm2,fsm3,fsm4,fsm5,fsm6,fsm7,fsm8,fsm9,fsm10,fsm11,fsm12,fsm13,fsm14,fsm15,fsm16,
17848919,14,-40,1005,-175,78,-520,-514,54,-15,,,,0x010,,,,,,,,,,,,,,,,,,
17849548,15,-43,1005,-175,78,-520,-514,54,-15,,,,0x008,,,,,,,,,,,,,,,,,,
17891212,15,-43,1005,-175,78,-520,-523,58,-18,,,,0x020,,,,,,,,,,,,,,,,,,
17926392,15,-43,1005,-175,65,-525,-523,58,-18,,,,0x010,,,,,,,,,,,,,,,,,,
17927021,14,-41,1005,-175,65,-525,-523,58,-18,,,,0x008,,,,,,,,,,,,,,,,,,
17992087,14,-41,1005,-175,65,-525,-499,52,-13,,,,0x020,,,,,,,,,,,,,,,,,,
18004168,15,-41,1004,-161,65,-520,-499,52,-13,,,,0x018,,,,,,,,,,,,,,,,,,
18081709,15,-42,1004,-170,70,-503,-499,52,-13,,,,0x018,,,,,,,,,,,,,,,,,,
18092990,15,-42,1004,-170,70,-503,-517,58,-18,,,,0x020,,,,,,,,,,,,,,,,,,
18159171,15,-42,1005,-170,74,-511,-517,58,-18,,,,0x018,,,,,,,,,,,,,,,,,,
18194161,15,-42,1005,-170,74,-511,-510,58,-19,,,,0x020,,,,,,,,,,,,,,,,,,
18236636,15,-42,1005,-179,87,-525,-510,58,-19,,,,0x010,,,,,,,,,,,,,,,,,,
18237264,14,-41,1005,-179,87,-525,-510,58,-19,,,,0x008,,,,,,,,,,,,,,,,,,
18295035,14,-41,1005,-179,87,-525,-510,55,-18,,,,0x020,,,,,,,,,,,,,,,,,,
18314410,15,-42,1005,-166,65,-503,-510,55,-18,,,,0x018,,,,,,,,,,,,,,,,,,
18391949,14,-42,1005,-179,78,-525,-510,55,-18,,,,0x018,,,,,,,,,,,,,,,,,,
18395935,14,-42,1005,-179,78,-525,-511,54,-6,,,,0x020,,,,,,,,,,,,,,,,,,
18469411,14,-42,1005,-170,78,-525,-511,54,-6,,,,0x010,,,,,,,,,,,,,,,,,,
18470040,15,-41,1005,-170,78,-525,-511,54,-6,,,,0x008,,,,,,,,,,,,,,,,,,
18497114,15,-41,1005,-170,78,-525,-508,60,-15,,,,0x020,,,,,,,,,,,,,,,,,,
18547187,15,-42,1005,-153,70,-529,-508,60,-15,,,,0x018,,,,,,,,,,,,,,,,,,
18597980,15,-42,1005,-153,70,-529,-514,61,-12,,,,0x020,,,,,,,,,,,,,,,,,,
18624649,15,-42,1005,-175,74,-507,-514,61,-12,,,,0x010,,,,,,,,,,,,,,,,,,
18625278,14,-41,1004,-175,74,-507,-514,61,-12,,,,0x008,,,,,,,,,,,,,,,,,,
18699159,14,-41,1004,-175,74,-507,-514,63,-13,,,,0x020,,,,,,,,,,,,,,,,,,
18702425,15,-42,1005,-166,65,-507,-514,63,-13,,,,0x018,,,,,,,,,,,,,,,,,,
18779966,14,-41,1005,-170,78,-507,-514,63,-13,,,,0x018,,,,,,,,,,,,,,,,,,
18800062,14,-41,1005,-170,78,-507,-523,58,-9,,,,0x020,,,,,,,,,,,,,,,,,,
18857429,14,-41,1005,-166,74,-516,-523,58,-9,,,,0x010,,,,,,,,,,,,,,,,,,
18858058,15,-41,1005,-166,74,-516,-523,58,-9,,,,0x008,,,,,,,,,,,,,,,,,,
18901241,15,-41,1005,-166,74,-516,-510,57,-12,,,,0x020,,,,,,,,,,,,,,,,,,
18935205,14,-42,1005,-161,83,-507,-510,57,-12,,,,0x018,,,,,,,,,,,,,,,,,,
19002107,14,-42,1005,-161,83,-507,-508,57,-15,,,,0x020,,,,,,,,,,,,,,,,,,
19012667,15,-41,1005,-175,70,-503,-508,57,-15,,,,0x018,,,,,,,,,,,,,,,,,,
19090207,15,-41,1005,-175,78,-507,-508,57,-15,,,,0x010,,,,,,,,,,,,,,,,,,
19090836,14,-42,1005,-175,78,-507,-508,57,-15,,,,0x008,,,,,,,,,,,,,,,,,,
19103016,14,-42,1005,-175,78,-507,-511,52,-21,,,,0x020,,,,,,,,,,,,,,,,,,
19167983,15,-41,1005,-157,74,-520,-511,52,-21,,,,0x018,,,,,,,,,,,,,,,,,,
19204187,15,-41,1005,-157,74,-520,-511,60,-18,,,,0x020,,,,,,,,,,,,,,,,,,
19245445,14,-41,1005,-175,61,-503,-511,60,-18,,,,0x018,,,,,,,,,,,,,,,,,,
19305053,14,-41,1005,-175,61,-503,-514,55,-9,,,,0x020,,,,,,,,,,,,,,,,,,
19322908,14,-41,1005,-166,65,-511,-514,55,-9,,,,0x010,,,,,,,,,,,,,,,,,,
19323537,15,-42,1004,-166,65,-511,-514,55,-9,,,,0x008,,,,,,,,,,,,,,,,,,
19400458,15,-42,1004,-157,78,-520,-514,55,-9,,,,0x010,,,,,,,,,,,,,,,,,,
19401087,15,-41,1005,-157,78,-520,-514,55,-9,,,,0x008,,,,,,,,,,,,,,,,,,
19405974,15,-41,1005,-157,78,-520,-522,51,-12,,,,0x020,,,,,,,,,,,,,,,,,,
19478234,15,-42,1004,-192,56,-511,-522,51,-12,,,,0x018,,,,,,,,,,,,,,,,,,
19507143,15,-42,1004,-192,56,-511,-516,63,-19,,,,0x020,,,,,,,,,,,,,,,,,,
19555697,14,-42,1005,-166,78,-494,-516,63,-19,,,,0x018,,,,,,,,,,,,,,,,,,
19608009,14,-42,1005,-166,78,-494,-513,49,-1,,,,0x020,,,,,,,,,,,,,,,,,,
19633159,14,-42,1005,-157,56,-511,-513,49,-1,,,,0x010,,,,,,,,,,,,,,,,,,
19633787,14,-42,1004,-157,56,-511,-513,49,-1,,,,0x008,,,,,,,,,,,,,,,,,,
19708883,14,-42,1004,-157,56,-511,-511,57,-1,,,,0x020,,,,,,,,,,,,,,,,,,
19710933,15,-41,1006,-70,48,-533,-511,57,-1,,,,0x018,,,,,,,,,,,,,,,,,,
19788473,14,-42,1004,-65,380,-476,-511,57,-1,,,,0x018,,,,,,,,,,,,,,,,,,
19810089,14,-42,1004,-65,380,-476,-514,54,-3,,,,0x020,,,,,,,,,,,,,,,,,,
19865936,14,-42,1004,-87,-140,-529,-514,54,-3,,,,0x010,,,,,,,,,,,,,,,,,,
19866565,15,-41,1005,-87,-140,-529,-514,54,-3,,,,0x008,,,,,,,,,,,,,,,,,,
19910964,15,-41,1005,-87,-140,-529,-502,57,-12,,,,0x020,,,,,,,,,,,,,,,,,,
19943712,15,-41,1005,26,-21,-529,-502,57,-12,,,,0x018,,,,,,,,,,,,,,,,,,
20011829,15,-41,1005,26,-21,-529,-523,60,-16,,,,0x020,,,,,,,,,,,,,,,,,,
20021175,15,-41,1005,-56,30,-227,-523,60,-16,,,,0x010,,,,,,,,,,,,,,,,,,
20021804,16,-43,1006,-56,30,-227,-523,60,-16,,,,0x008,,,,,,,,,,,,,,,,,,
20098724,16,-43,1006,-280,-39,310,-523,60,-16,,,,0x010,,,,,,,,,,,,,,,,,,
20099353,15,-39,1005,-280,-39,310,-523,60,-16,,,,0x008,,,,,,,,,,,,,,,,,,
20113054,15,-39,1005,-280,-39,310,-514,58,0,,,,0x020,,,,,,,,,,,,,,,,,,
20176500,16,-47,1004,-358,-83,262,-514,58,0,,,,0x018,,,,,,,,,,,,,,,,,,
20213920,16,-47,1004,-358,-83,262,-514,48,-18,,,,0x020,,,,,,,,,,,,,,,,,,
20253963,15,-60,1004,-481,-210,1238,-514,48,-18,,,,0x018,,,,,,,,,,,,,,,,,,
20314788,15,-60,1004,-481,-210,1238,-508,46,-13,,,,0x020,,,,,,,,,,,,,,,,,,
20331427,15,-60,1004,-424,-245,-433,-508,46,-13,,,,0x010,,,,,,,,,,,,,,,,,,
20332056,17,-53,1004,-424,-245,-433,-508,46,-13,,,,0x008,,,,,,,,,,,,,,,,,,
20408976,17,-53,1004,-463,74,30,-508,46,-13,,,,0x010,,,,,,,,,,,,,,,,,,
20409605,19,-56,1003,-463,74,30,-508,46,-13,,,,0x008,,,,,,,,,,,,,,,,,,
20415707,19,-56,1003,-463,74,30,-514,57,-22,,,,0x020,,,,,,,,,,,,,,,,,,
20486751,17,-53,1004,-393,21,323,-514,57,-22,,,,0x018,,,,,,,,,,,,,,,,,,
20516572,17,-53,1004,-393,21,323,-520,48,-36,,,,0x020,,,,,,,,,,,,,,,,,,
20564212,19,-48,1004,-468,231,-144,-520,48,-36,,,,0x018,,,,,,,,,,,,,,,,,,
20617438,19,-48,1004,-468,231,-144,-531,66,-52,,,,0x020,,,,,,,,,,,,,,,,,,
20641676,19,-48,1004,-459,61,1076,-531,66,-52,,,,0x010,,,,,,,,,,,,,,,,,,
20642304,19,-48,1007,-459,61,1076,-531,66,-52,,,,0x008,,,,,,,,,,,,,,,,,,
20718615,19,-48,1007,-459,61,1076,-519,61,-60,,,,0x020,,,,,,,,,,,,,,,,,,
20719450,19,-53,1003,-503,227,-380,-519,61,-60,,,,0x018,,,,,,,,,,,,,,,,,,
20796990,17,-41,1006,-608,48,-752,-519,61,-60,,,,0x018,,,,,,,,,,,,,,,,,,
20819516,17,-41,1006,-608,48,-752,-523,75,-79,,,,0x020,,,,,,,,,,,,,,,,,,
20874453,13,-48,1001,-468,288,266,-523,75,-79,,,,0x018,,,,,,,,,,,,,,,,,,
20920383,13,-48,1001,-468,288,266,-520,81,-97,,,,0x020,,,,,,,,,,,,,,,,,,
20951916,9,-41,1006,21,678,-3871,-520,81,-97,,,,0x018,,,,,,,,,,,,,,,,,,
21021250,9,-41,1006,21,678,-3871,-528,94,-112,,,,0x020,,,,,,,,,,,,,,,,,,
21029379,9,-41,1006,-214,441,-5473,-528,94,-112,,,,0x010,,,,,,,,,,,,,,,,,,
21030008,13,-53,1004,-214,441,-5473,-528,94,-112,,,,0x008,,,,,,,,,,,,,,,,,,
21106928,13,-53,1004,-48,730,-4103,-528,94,-112,,,,0x010,,,,,,,,,,,,,,,,,,
21107557,19,-33,1009,-48,730,-4103,-528,94,-112,,,,0x008,,,,,,,,,,,,,,,,,,
21122170,19,-33,1009,-48,730,-4103,-541,112,-133,,,,0x020,,,,,,,,,,,,,,,,,,
21184705,2,-21,1002,-70,581,-2992,-541,112,-133,,,,0x018,,,,,,,,,,,,,,,,,,
21223035,2,-21,1002,-70,581,-2992,-547,126,-145,,,,0x020,,,,,,,,,,,,,,,,,,
21262166,14,-35,1005,135,1286,-3854,-547,126,-145,,,,0x018,,,,,,,,,,,,,,,,,,
21323901,14,-35,1005,135,1286,-3854,-547,129,-148,,,,0x020,,,,,,,,,,,,,,,,,,
21339629,6,-28,1006,-271,-288,-2795,-547,129,-148,,,,0x018,,,,,,,,,,,,,,,,,,
21417170,5,-17,1004,210,857,-1968,-547,129,-148,,,,0x018,,,,,,,,,,,,,,,,,,
21425108,5,-17,1004,210,857,-1968,-532,132,-145,,,,0x020,,,,,,,,,,,,,,,,,,
21494634,5,-17,1004,-485,-1058,-1435,-532,132,-145,,,,0x010,,,,,,,,,,,,,,,,,,
21495262,17,-46,1007,-485,-1058,-1435,-532,132,-145,,,,0x008,,,,,,,,,,,,,,,,,,
21525984,17,-46,1007,-485,-1058,-1435,-538,124,-145,,,,0x020,,,,,,,,,,,,,,,,,,
21572410,13,-43,1007,-280,-70,-756,-538,124,-145,,,,0x018,,,,,,,,,,,,,,,,,,
21626849,13,-43,1007,-280,-70,-756,-540,138,-141,,,,0x020,,,,,,,,,,,,,,,,,,
21649872,12,-45,1003,-542,122,-336,-540,138,-141,,,,0x018,,,,,,,,,,,,,,,,,,
21727412,32,-54,1009,-1028,65,166,-534,126,-156,,,,0x038,,,,,,,,,,,,,,,,,,
21804866,-7,-36,1009,-2060,-96,3062,-534,126,-156,,,,0x018,,,,,,,,,,,,,,,,,,
21828611,-7,-36,1009,-2060,-96,3062,-543,144,-139,,,,0x020,,,,,,,,,,,,,,,,,,
21882329,-7,-36,1009,-2633,-656,-223,-543,144,-139,,,,0x010,,,,,,,,,,,,,,,,,,
21882958,17,-56,992,-2633,-656,-223,-543,144,-139,,,,0x008,,,,,,,,,,,,,,,,,,
21929485,17,-56,992,-2633,-656,-223,-537,139,-147,,,,0x020,,,,,,,,,,,,,,,,,,
21960105,20,-52,1016,-437,-65,-612,-537,139,-147,,,,0x018,,,,,,,,,,,,,,,,,,
22030654,20,-52,1016,-437,-65,-612,-525,141,-151,,,,0x020,,,,,,,,,,,,,,,,,,
22037567,19,-60,997,-1964,52,1850,-525,141,-151,,,,0x018,,,,,,,,,,,,,,,,,,
22115107,1,-48,1004,-962,-30,3482,-525,141,-151,,,,0x018,,,,,,,,,,,,,,,,,,
22131251,1,-48,1004,-962,-30,3482,-522,138,-145,,,,0x020,,,,,,,,,,,,,,,,,,
22192569,14,-46,1052,-4300,-293,297,-522,138,-145,,,,0x018,,,,,,,,,,,,,,,,,,
22232421,14,-46,1052,-4300,-293,297,-526,162,-124,,,,0x020,,,,,,,,,,,,,,,,,,
22270033,14,-46,1052,-17018,-402,770,-526,162,-124,,,,0x010,,,,,,,,,,,,,,,,,,
22270662,16,-73,1026,-17018,-402,770,-526,162,-124,,,,0x008,,,,,,,,,,,,,,,,,,
22333298,16,-73,1026,-17018,-402,770,-525,190,-105,,,,0x020,,,,,,,,,,,,,,,,,,
22347506,16,-73,1026,-22881,-476,1859,-525,190,-105,,,,0x010,,,,,,,,,,,,,,,,,,
22348135,21,-124,954,-22881,-476,1859,-525,190,-105,,,,0x008,,,,,,,,,,,,,,,,,,
22425056,21,-124,954,-11663,-643,1837,-525,190,-105,,,,0x010,,,,,,,,,,,,,,,,,,
22425685,26,-132,982,-11663,-643,1837,-525,190,-105,,,,0x008,,,,,,,,,,,,,,,,,,
22433914,26,-132,982,-11663,-643,1837,-520,198,-102,,,,0x020,,,,,,,,,,,,,,,,,,
22502526,26,-132,982,-3955,-1255,7013,-520,198,-102,,,,0x010,,,,,,,,,,,,,,,,,,
22503155,33,-134,1002,-3955,-1255,7013,-520,198,-102,,,,0x008,,,,,,,,,,,,,,,,,,
22534789,33,-134,1002,-3955,-1255,7013,-528,198,-103,,,,0x020,,,,,,,,,,,,,,,,,,
22580301,4,-127,984,-6702,-1999,12495,-528,198,-103,,,,0x018,,,,,,,,,,,,,,,,,,
22635957,4,-127,984,-6702,-1999,12495,-510,186,-100,,,,0x020,,,,,,,,,,,,,,,,,,
22657764,0,-138,957,-2734,-1960,7888,-510,186,-100,,,,0x018,,,,,,,,,,,,,,,,,,
22735303,0,-138,957,7288,-4576,5726,-510,186,-100,,,,0x010,,,,,,,,,,,,,,,,,,
22735932,36,-138,1031,7288,-4576,5726,-510,186,-100,,,,0x008,,,,,,,,,,,,,,,,,,
22736867,36,-138,1031,7288,-4576,5726,-511,172,-105,,,,0x020,,,,,,,,,,,,,,,,,,
22813079,36,-129,1009,385,-8706,9288,-511,172,-105,,,,0x018,,,,,,,,,,,,,,,,,,
22837734,36,-129,1009,385,-8706,9288,-502,180,-103,,,,0x020,,,,,,,,,,,,,,,,,,
22890542,27,-142,998,-3535,1618,7958,-502,180,-103,,,,0x018,,,,,,,,,,,,,,,,,,
22938599,27,-142,998,-3535,1618,7958,-505,175,-99,,,,0x020,,,,,,,,,,,,,,,,,,
22968005,27,-142,998,-6160,-1076,9651,-505,175,-99,,,,0x010,,,,,,,,,,,,,,,,,,
22968633,42,-139,1018,-6160,-1076,9651,-505,175,-99,,,,0x008,,,,,,,,,,,,,,,,,,
23039780,42,-139,1018,-6160,-1076,9651,-511,181,-87,,,,0x020,,,,,,,,,,,,,,,,,,
23045781,17,-166,1009,-8719,5543,8649,-511,181,-87,,,,0x018,,,,,,,,,,,,,,,,,,
23123321,-2,-196,937,-14774,-2095,10465,-511,181,-87,,,,0x018,,,,,,,,,,,,,,,,,,
23140681,-2,-196,937,-14774,-2095,10465,-499,192,-81,,,,0x020,,,,,,,,,,,,,,,,,,
23200785,20,-178,991,-4843,-1916,8023,-499,192,-81,,,,0x018,,,,,,,,,,,,,,,,,,
23241548,20,-178,991,-4843,-1916,8023,-502,175,-88,,,,0x020,,,,,,,,,,,,,,,,,,
23278246,20,-178,991,3075,-1198,7389,-502,175,-88,,,,0x010,,,,,,,,,,,,,,,,,,
23278875,13,-172,974,3075,-1198,7389,-502,175,-88,,,,0x008,,,,,,,,,,,,,,,,,,
23342423,13,-172,974,3075,-1198,7389,-496,157,-94,,,,0x020,,,,,,,,,,,,,,,,,,
23356022,4,-195,974,8898,-498,6269,-496,157,-94,,,,0x018,,,,,,,,,,,,,,,,,,
23433562,13,-138,1047,5582,1295,-3731,-496,157,-94,,,,0x018,,,,,,,,,,,,,,,,,,
23443324,13,-138,1047,5582,1295,-3731,-499,168,-84,,,,0x020,,,,,,,,,,,,,,,,,,
23511026,16,-174,966,-6155,-411,-2060,-499,168,-84,,,,0x018,,,,,,,,,,,,,,,,,,
23544495,16,-174,966,-6155,-411,-2060,-495,165,-85,,,,0x020,,,,,,,,,,,,,,,,,,
23588489,49,-170,1023,905,-118,1325,-495,165,-85,,,,0x018,,,,,,,,,,,,,,,,,,
23645361,49,-170,1023,905,-118,1325,-496,171,-85,,,,0x020,,,,,,,,,,,,,,,,,,
23665951,49,-170,1023,-7332,-857,7157,-496,171,-85,,,,0x010,,,,,,,,,,,,,,,,,,
23666580,27,-167,984,-7332,-857,7157,-496,171,-85,,,,0x008,,,,,,,,,,,,,,,,,,
23743500,27,-167,984,-8106,-3688,11554,-496,171,-85,,,,0x010,,,,,,,,,,,,,,,,,,
23744129,13,-214,938,-8106,-3688,11554,-496,171,-85,,,,0x008,,,,,,,,,,,,,,,,,,
23746279,13,-214,938,-8106,-3688,11554,-487,178,-79,,,,0x020,,,,,,,,,,,,,,,,,,
23821275,29,-159,993,3368,-16625,12696,-487,178,-79,,,,0x018,,,,,,,,,,,,,,,,,,
23847145,29,-159,993,3368,-16625,12696,-471,156,-99,,,,0x020,,,,,,,,,,,,,,,,,,
23898736,27,-181,962,8999,-14713,6759,-471,156,-99,,,,0x018,,,,,,,,,,,,,,,,,,
23948314,27,-181,962,8999,-14713,6759,-444,141,-96,,,,0x020,,,,,,,,,,,,,,,,,,
23976199,27,-181,962,12241,-21691,3259,-444,141,-96,,,,0x010,,,,,,,,,,,,,,,,,,
23976827,91,-165,1011,12241,-21691,3259,-444,141,-96,,,,0x008,,,,,,,,,,,,,,,,,,
24049189,91,-165,1011,12241,-21691,3259,-444,126,-103,,,,0x020,,,,,,,,,,,,,,,,,,
24053975,129,-160,1046,4996,-7595,2187,-444,126,-103,,,,0x018,,,,,,,,,,,,,,,,,,
24131516,99,-137,1032,6225,16528,118,-444,126,-103,,,,0x018,,,,,,,,,,,,,,,,,,
24150092,99,-137,1032,6225,16528,118,-469,130,-99,,,,0x020,,,,,,,,,,,,,,,,,,
24208977,71,-68,1011,20142,25751,-6418,-469,130,-99,,,,0x018,,,,,,,,,,,,,,,,,,
24250956,71,-68,1011,20142,25751,-6418,-475,109,-78,,,,0x020,,,,,,,,,,,,,,,,,,
24286439,68,-57,1038,13781,13536,-14345,-475,109,-78,,,,0x018,,,,,,,,,,,,,,,,,,
24351822,68,-57,1038,13781,13536,-14345,-480,109,-51,,,,0x020,,,,,,,,,,,,,,,,,,
24363902,68,-57,1038,11471,2030,-14306,-480,109,-51,,,,0x010,,,,,,,,,,,,,,,,,,
24364531,72,-52,1040,11471,2030,-14306,-480,109,-51,,,,0x008,,,,,,,,,,,,,,,,,,
24441451,72,-52,1040,20584,21,-16926,-480,109,-51,,,,0x010,,,,,,,,,,,,,,,,,,
24442079,57,-25,1025,20584,21,-16926,-480,109,-51,,,,0x008,,,,,,,,,,,,,,,,,,
24452740,57,-25,1025,20584,21,-16926,-448,90,-27,,,,0x020,,,,,,,,,,,,,,,,,,
24518922,57,-25,1025,21406,-4108,-19495,-448,90,-27,,,,0x010,,,,,,,,,,,,,,,,,,
24519551,63,-16,1029,21406,-4108,-19495,-448,90,-27,,,,0x008,,,,,,,,,,,,,,,,,,
24553615,63,-16,1029,21406,-4108,-19495,-456,87,4,,,,0x020,,,,,,,,,,,,,,,,,,
24596697,25,3,977,20177,-39,-23043,-456,87,4,,,,0x018,,,,,,,,,,,,,,,,,,
24654481,25,3,977,20177,-39,-23043,-420,73,13,,,,0x020,,,,,,,,,,,,,,,,,,
24674160,48,22,1004,17097,-6286,-23174,-420,73,13,,,,0x018,,,,,,,,,,,,,,,,,,
24751701,18,4,968,4081,2611,-23765,-420,73,13,,,,0x018,,,,,,,,,,,,,,,,,,
24755384,18,4,968,4081,2611,-23765,-435,82,30,,,,0x020,,,,,,,,,,,,,,,,,,
24829166,12,3,986,2047,-1526,-26276,-435,82,30,,,,0x018,,,,,,,,,,,,,,,,,,
24856555,12,3,986,2047,-1526,-26276,-430,85,43,,,,0x020,,,,,,,,,,,,,,,,,,
24906628,12,3,986,-3115,9279,-22255,-430,85,43,,,,0x010,,,,,,,,,,,,,,,,,,
24907256,-38,-11,967,-3115,9279,-22255,-430,85,43,,,,0x008,,,,,,,,,,,,,,,,,,
24957430,-38,-11,967,-3115,9279,-22255,-430,97,46,,,,0x020,,,,,,,,,,,,,,,,,,
24984099,-38,-11,967,-3408,1430,-13658,-430,97,46,,,,0x010,,,,,,,,,,,,,,,,,,
24984728,-28,-4,987,-3408,1430,-13658,-430,97,46,,,,0x008,,,,,,,,,,,,,,,,,,
25058304,-28,-4,987,-3408,1430,-13658,-438,108,81,,,,0x020,,,,,,,,,,,,,,,,,,
25061874,-25,-4,989,-1290,3421,-8649,-438,108,81,,,,0x018,,,,,,,,,,,,,,,,,,
25139414,-2,18,994,-4453,3430,-2366,-438,108,81,,,,0x018,,,,,,,,,,,,,,,,,,
25159206,-2,18,994,-4453,3430,-2366,-439,103,61,,,,0x020,,,,,,,,,,,,,,,,,,
25216877,-2,18,994,-2152,3801,-5158,-439,103,61,,,,0x010,,,,,,,,,,,,,,,,,,
25217506,-1,10,996,-2152,3801,-5158,-439,103,61,,,,0x008,,,,,,,,,,,,,,,,,,
25260383,-1,10,996,-2152,3801,-5158,-426,103,60,,,,0x020,,,,,,,,,,,,,,,,,,
25294650,0,15,989,-1793,1421,-1312,-426,103,60,,,,0x018,,,,,,,,,,,,,,,,,,
25361248,0,15,989,-1793,1421,-1312,-439,108,58,,,,0x020,,,,,,,,,,,,,,,,,,
25372113,-3,5,1010,-3355,113,319,-439,108,58,,,,0x018,,,,,,,,,,,,,,,,,,
25449653,0,3,1011,-1850,450,-118,-439,108,58,,,,0x018,,,,,,,,,,,,,,,,,,
25462150,0,3,1011,-1850,450,-118,-442,106,61,,,,0x020,,,,,,,,,,,,,,,,,,
25527115,5,15,1008,-984,1824,1028,-442,106,61,,,,0x018,,,,,,,,,,,,,,,,,,
25563016,5,15,1008,-984,1824,1028,-453,112,63,,,,0x020,,,,,,,,,,,,,,,,,,
25604577,5,15,1008,-118,236,-581,-453,112,63,,,,0x010,,,,,,,,,,,,,,,,,,
25605206,3,7,998,-118,236,-581,-453,112,63,,,,0x008,,,,,,,,,,,,,,,,,,
25663889,3,7,998,-118,236,-581,-439,106,61,,,,0x020,,,,,,,,,,,,,,,,,,
25682352,-3,5,991,-1277,-126,433,-439,106,61,,,,0x018,,,,,,,,,,,,,,,,,,
25759892,4,0,1006,-4930,-551,1316,-439,106,61,,,,0x018,,,,,,,,,,,,,,,,,,
25764791,4,0,1006,-4930,-551,1316,-441,112,61,,,,0x020,,,,,,,,,,,,,,,,,,
25837356,5,1,1020,-2288,914,-945,-441,112,61,,,,0x018,,,,,,,,,,,,,,,,,,
25865962,5,1,1020,-2288,914,-945,-444,121,57,,,,0x020,,,,,,,,,,,,,,,,,,
25914818,5,1,1020,-161,1885,-988,-444,121,57,,,,0x010,,,,,,,,,,,,,,,,,,
25915447,1,8,1002,-161,1885,-988,-444,121,57,,,,0x008,,,,,,,,,,,,,,,,,,
25966836,1,8,1002,-161,1885,-988,-445,117,58,,,,0x020,,,,,,,,,,,,,,,,,,
25992594,4,-3,1009,135,-1325,-1461,-445,117,58,,,,0x018,,,,,,,,,,,,,,,,,,
26067702,4,-3,1009,135,-1325,-1461,-444,106,63,,,,0x020,,,,,,,,,,,,,,,,,,
26070056,0,10,999,695,-975,-949,-444,106,63,,,,0x018,,,,,,,,,,,,,,,,,,
26147596,-2,-12,1011,-1378,-214,-1675,-444,106,63,,,,0x018,,,,,,,,,,,,,,,,,,
26168603,-2,-12,1011,-1378,-214,-1675,-445,117,60,,,,0x020,,,,,,,,,,,,,,,,,,
26225059,-2,-12,1011,-1137,297,612,-445,117,60,,,,0x010,,,,,,,,,,,,,,,,,,
26225687,4,2,1007,-1137,297,612,-445,117,60,,,,0x008,,,,,,,,,,,,,,,,,,
26269478,4,2,1007,-1137,297,612,-450,112,69,,,,0x020,,,,,,,,,,,,,,,,,,
26302530,4,2,1007,-288,1006,-363,-450,112,69,,,,0x010,,,,,,,,,,,,,,,,,,
26303159,-7,11,1002,-288,1006,-363,-450,112,69,,,,0x008,,,,,,,,,,,,,,,,,,
26370353,-7,11,1002,-288,1006,-363,-456,108,64,,,,0x020,,,,,,,,,,,,,,,,,,
26380306,-4,-12,1014,-1225,520,-1281,-456,108,64,,,,0x018,,,,,,,,,,,,,,,,,,
26457846,1,1,1002,450,-280,616,-456,108,64,,,,0x018,,,,,,,,,,,,,,,,,,
26471255,1,1,1002,450,-280,616,-444,108,63,,,,0x020,,,,,,,,,,,,,,,,,,
26535309,1,1,1002,-1273,-1115,345,-444,108,63,,,,0x010,,,,,,,,,,,,,,,,,,
26535937,3,-3,1003,-1273,-1115,345,-444,108,63,,,,0x008,,,,,,,,,,,,,,,,,,
26572434,3,-3,1003,-1273,-1115,345,-453,120,58,,,,0x020,,,,,,,,,,,,,,,,,,
26613084,2,-6,1012,-39,-927,-818,-453,120,58,,,,0x018,,,,,,,,,,,,,,,,,,
26673299,2,-6,1012,-39,-927,-818,-441,111,66,,,,0x020,,,,,,,,,,,,,,,,,,
26690546,2,-8,1011,-1246,30,498,-441,111,66,,,,0x018,,,,,,,,,,,,,,,,,,
26768086,13,0,1005,1299,-2428,-26,-441,111,66,,,,0x018,,,,,,,,,,,,,,,,,,
26774200,13,0,1005,1299,-2428,-26,-441,108,58,,,,0x020,,,,,,,,,,,,,,,,,,
26845548,7,-5,1006,437,-2559,-2454,-441,108,58,,,,0x018,,,,,,,,,,,,,,,,,,
26875065,7,-5,1006,437,-2559,-2454,-438,103,58,,,,0x020,,,,,,,,,,,,,,,,,,
26923011,7,-5,1006,1032,-4795,-1281,-438,103,58,,,,0x010,,,,,,,,,,,,,,,,,,
26923640,7,5,994,1032,-4795,-1281,-438,103,58,,,,0x008,,,,,,,,,,,,,,,,,,
26975941,7,5,994,1032,-4795,-1281,-421,106,46,,,,0x020,,,,,,,,,,,,,,,,,,
27000786,22,-6,1015,-1671,-9458,-581,-421,106,46,,,,0x018,,,,,,,,,,,,,,,,,,
27076805,22,-6,1015,-1671,-9458,-581,-415,115,57,,,,0x020,,,,,,,,,,,,,,,,,,
27078248,33,0,1001,1653,-10946,-1220,-415,115,57,,,,0x018,,,,,,,,,,,,,,,,,,
27155789,56,-1,997,201,-14848,936,-415,115,57,,,,0x018,,,,,,,,,,,,,,,,,,
27178013,56,-1,997,201,-14848,936,-394,99,51,,,,0x020,,,,,,,,,,,,,,,,,,
27233253,96,0,1008,-196,-22719,3403,-394,99,51,,,,0x018,,,,,,,,,,,,,,,,,,
27278879,96,0,1008,-196,-22719,3403,-388,105,42,,,,0x020,,,,,,,,,,,,,,,,,,
27310715,96,0,1008,323,-20930,1658,-388,105,42,,,,0x010,,,,,,,,,,,,,,,,,,
