time[us],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[%RH],newData,interrupts,fsm1,fsm2,fsm3,fsm4,fsm5,fsm6,fsm7,fsm8,fsm9,fsm10,fsm11,fsm12,fsm13,fsm14,fsm15,fsm16,
30227372,22,-14,1006,-183,65,-494,-271,-57,75,,,,0x020,,,,,,,,,,,,,,,,,,
30287475,21,-13,1006,-201,78,-490,-271,-57,75,,,,0x018,,,,,,,,,,,,,,,,,,
30328237,21,-13,1006,-201,78,-490,-286,-52,72,,,,0x020,,,,,,,,,,,,,,,,,,
30364936,20,-14,1006,-214,83,-472,-286,-52,72,,,,0x018,,,,,,,,,,,,,,,,,,
30429102,20,-14,1006,-214,83,-472,-280,-64,64,,,,0x020,,,,,,,,,,,,,,,,,,
30442398,20,-14,1006,-179,74,-485,-280,-64,64,,,,0x010,,,,,,,,,,,,,,,,,,
30443026,22,-14,1006,-179,74,-485,-280,-64,64,,,,0x008,,,,,,,,,,,,,,,,,,
30519945,22,-14,1006,-170,78,-490,-280,-64,64,,,,0x010,,,,,,,,,,,,,,,,,,
30520574,21,-14,1006,-170,78,-490,-280,-64,64,,,,0x008,,,,,,,,,,,,,,,,,,
30529716,21,-14,1006,-170,78,-490,-277,-54,66,,,,0x020,,,,,,,,,,,,,,,,,,
30597416,21,-14,1006,-179,78,-476,-277,-54,66,,,,0x010,,,,,,,,,,,,,,,,,,
30598045,22,-13,1006,-179,78,-476,-277,-54,66,,,,0x008,,,,,,,,,,,,,,,,,,
30630590,22,-13,1006,-179,78,-476,-283,-57,63,,,,0x020,,,,,,,,,,,,,,,,,,
30675192,21,-14,1005,-183,87,-472,-283,-57,63,,,,0x018,,,,,,,,,,,,,,,,,,
30731457,21,-14,1005,-183,87,-472,-282,-55,67,,,,0x020,,,,,,,,,,,,,,,,,,
30752655,21,-14,1006,-196,87,-490,-282,-55,67,,,,0x018,,,,,,,,,,,,,,,,,,
30830195,20,-13,1006,-196,74,-485,-282,-55,67,,,,0x018,,,,,,,,,,,,,,,,,,
30832054,20,-13,1006,-196,74,-485,-279,-57,67,,,,0x020,,,,,,,,,,,,,,,,,,
30907659,23,-14,1006,-205,61,-498,-279,-57,67,,,,0x018,,,,,,,,,,,,,,,,,,
30932921,23,-14,1006,-205,61,-498,-273,-55,66,,,,0x020,,,,,,,,,,,,,,,,,,
30985122,21,-15,1006,-192,83,-485,-273,-55,66,,,,0x018,,,,,,,,,,,,,,,,,,
31033787,21,-15,1006,-192,83,-485,-285,-58,60,,,,0x020,,,,,,,,,,,,,,,,,,
31062583,21,-15,1006,-196,87,-468,-285,-58,60,,,,0x010,,,,,,,,,,,,,,,,,,
31063212,20,-14,1005,-196,87,-468,-285,-58,60,,,,0x008,,,,,,,,,,,,,,,,,,
31134661,20,-14,1005,-196,87,-468,-283,-55,64,,,,0x020,,,,,,,,,,,,,,,,,,
31140359,22,-14,1006,-192,74,-463,-283,-55,64,,,,0x018,,,,,,,,,,,,,,,,,,
31217898,21,-14,1006,-175,70,-485,-283,-55,64,,,,0x018,,,,,,,,,,,,,,,,,,
31235258,21,-14,1006,-175,70,-485,-276,-57,73,,,,0x020,,,,,,,,,,,,,,,,,,
31295360,29,-12,1017,-603,1085,-398,-276,-57,73,,,,0x018,,,,,,,,,,,,,,,,,,
31336123,29,-12,1017,-603,1085,-398,-280,-55,73,,,,0x020,,,,,,,,,,,,,,,,,,
31372823,29,-12,1017,83,301,441,-280,-55,73,,,,0x010,,,,,,,,,,,,,,,,,,
31373452,8,-9,995,83,301,441,-280,-55,73,,,,0x008,,,,,,,,,,,,,,,,,,
31436998,8,-9,995,83,301,441,-274,-57,67,,,,0x020,,,,,,,,,,,,,,,,,,
31450599,21,-19,1004,-271,-310,-4318,-274,-57,67,,,,0x018,,,,,,,,,,,,,,,,,,
31528139,22,-16,1008,-210,96,-3316,-274,-57,67,,,,0x018,,,,,,,,,,,,,,,,,,
31537901,22,-16,1008,-210,96,-3316,-277,-49,67,,,,0x020,,,,,,,,,,,,,,,,,,
31605602,19,-14,1005,-210,91,-940,-277,-49,67,,,,0x018,,,,,,,,,,,,,,,,,,
31638767,19,-14,1005,-210,91,-940,-276,-57,72,,,,0x020,,,,,,,,,,,,,,,,,,
31683065,19,-14,1005,-175,52,-472,-276,-57,72,,,,0x010,,,,,,,,,,,,,,,,,,
31683694,20,-14,1006,-175,52,-472,-276,-57,72,,,,0x008,,,,,,,,,,,,,,,,,,
31739337,20,-14,1006,-175,52,-472,-291,-54,66,,,,0x020,,,,,,,,,,,,,,,,,,
31760839,20,-15,1006,-179,61,-485,-291,-54,66,,,,0x018,,,,,,,,,,,,,,,,,,
31838381,20,-14,1005,-183,65,-476,-291,-54,66,,,,0x018,,,,,,,,,,,,,,,,,,
31840240,20,-14,1005,-183,65,-476,-282,-55,64,,,,0x020,,,,,,,,,,,,,,,,,,
31915844,19,-14,1006,-175,74,-476,-282,-55,64,,,,0x018,,,,,,,,,,,,,,,,,,
31941107,19,-14,1006,-175,74,-476,-270,-61,69,,,,0x020,,,,,,,,,,,,,,,,,,
31993306,19,-14,1006,-166,52,-485,-270,-61,69,,,,0x010,,,,,,,,,,,,,,,,,,
31993935,20,-15,1006,-166,52,-485,-270,-61,69,,,,0x008,,,,,,,,,,,,,,,,,,
32041982,20,-15,1006,-166,52,-485,-279,-51,70,,,,0x020,,,,,,,,,,,,,,,,,,
32071082,20,-14,1005,-175,74,-481,-279,-51,70,,,,0x018,,,,,,,,,,,,,,,,,,
32142846,20,-14,1005,-175,74,-481,-277,-57,67,,,,0x020,,,,,,,,,,,,,,,,,,
32148544,19,-14,1006,-196,74,-490,-277,-57,67,,,,0x018,,,,,,,,,,,,,,,,,,
32226084,21,-15,1006,-192,65,-490,-277,-57,67,,,,0x018,,,,,,,,,,,,,,,,,,
32243748,21,-15,1006,-192,65,-490,-276,-54,57,,,,0x020,,,,,,,,,,,,,,,,,,
32303548,21,-15,1006,-188,65,-472,-276,-54,57,,,,0x010,,,,,,,,,,,,,,,,,,
32304177,19,-14,1005,-188,65,-472,-276,-54,57,,,,0x008,,,,,,,,,,,,,,,,,,
32344320,19,-14,1005,-188,65,-472,-273,-55,70,,,,0x020,,,,,,,,,,,,,,,,,,
32381020,19,-14,1005,-175,65,-463,-273,-55,70,,,,0x010,,,,,,,,,,,,,,,,,,
32381649,19,-14,1005,-175,65,-463,-273,-55,70,,,,0x008,,,,,,,,,,,,,,,,,,
32445195,19,-14,1005,-175,65,-463,-285,-52,76,,,,0x020,,,,,,,,,,,,,,,,,,
32458795,21,-14,1006,-196,56,-468,-285,-52,76,,,,0x018,,,,,,,,,,,,,,,,,,
32536336,18,-15,1005,-218,87,-485,-285,-52,76,,,,0x018,,,,,,,,,,,,,,,,,,
32546098,18,-15,1005,-218,87,-485,-280,-57,63,,,,0x020,,,,,,,,,,,,,,,,,,
32613800,22,-15,1005,-210,43,-494,-280,-57,63,,,,0x018,,,,,,,,,,,,,,,,,,
32646661,22,-15,1005,-210,43,-494,-277,-54,75,,,,0x020,,,,,,,,,,,,,,,,,,
32691263,20,-13,1005,-205,65,-468,-277,-54,75,,,,0x018,,,,,,,,,,,,,,,,,,
32747527,20,-13,1005,-205,65,-468,-279,-61,72,,,,0x020,,,,,,,,,,,,,,,,,,
32768726,18,-15,1005,-192,74,-476,-279,-61,72,,,,0x018,,,,,,,,,,,,,,,,,,
32846266,21,-15,1006,-183,52,-485,-279,-61,72,,,,0x018,,,,,,,,,,,,,,,,,,
32848126,21,-15,1006,-183,52,-485,-280,-58,63,,,,0x020,,,,,,,,,,,,,,,,,,
32923730,21,-14,1006,-175,52,-485,-280,-58,63,,,,0x018,,,,,,,,,,,,,,,,,,
32948993,21,-14,1006,-175,52,-485,-282,-49,70,,,,0x020,,,,,,,,,,,,,,,,,,
33001193,21,-14,1006,-188,74,-463,-282,-49,70,,,,0x010,,,,,,,,,,,,,,,,,,
33001821,20,-15,1006,-188,74,-463,-282,-49,70,,,,0x008,,,,,,,,,,,,,,,,,,
33049564,20,-15,1006,-188,74,-463,-280,-49,70,,,,0x020,,,,,,,,,,,,,,,,,,
33078664,20,-15,1006,-205,65,-476,-280,-49,70,,,,0x010,,,,,,,,,,,,,,,,,,
33079293,19,-15,1006,-205,65,-476,-280,-49,70,,,,0x008,,,,,,,,,,,,,,,,,,
33150437,19,-15,1006,-205,65,-476,-288,-55,67,,,,0x020,,,,,,,,,,,,,,,,,,
33156438,20,-13,1006,-192,52,-476,-288,-55,67,,,,0x018,,,,,,,,,,,,,,,,,,
33233980,21,-16,1005,-183,52,-476,-288,-55,67,,,,0x018,,,,,,,,,,,,,,,,,,
33251340,21,-16,1005,-183,52,-476,-277,-55,60,,,,0x020,,,,,,,,,,,,,,,,,,
33311443,20,-14,1006,-170,70,-476,-277,-55,60,,,,0x018,,,,,,,,,,,,,,,,,,
33351903,20,-14,1006,-170,70,-476,-274,-60,63,,,,0x020,,,,,,,,,,,,,,,,,,
33388907,18,-14,1006,-196,65,-472,-274,-60,63,,,,0x018,,,,,,,,,,,,,,,,,,
33452770,18,-14,1006,-196,65,-472,-279,-55,82,,,,0x020,,,,,,,,,,,,,,,,,,
33466369,23,-14,1005,-201,35,-498,-279,-55,82,,,,0x018,,,,,,,,,,,,,,,,,,
33543910,16,-15,1006,-214,105,-476,-279,-55,82,,,,0x018,,,,,,,,,,,,,,,,,,
33553368,16,-15,1006,-214,105,-476,-277,-45,69,,,,0x020,,,,,,,,,,,,,,,,,,
33621374,20,-14,1006,-188,56,-481,-277,-45,69,,,,0x018,,,,,,,,,,,,,,,,,,
33654235,20,-14,1006,-188,56,-481,-277,-43,76,,,,0x020,,,,,,,,,,,,,,,,,,
33698835,20,-14,1006,-205,78,-503,-277,-43,76,,,,0x010,,,,,,,,,,,,,,,,,,
33699464,20,-16,1006,-205,78,-503,-277,-43,76,,,,0x008,,,,,,,,,,,,,,,,,,
