time[us],accX[mg],accY[mg],accZ[mg],gyroX[mdps],gyroY[mdps],gyroZ[mdps],magnX[mG],magnY[mG],magnZ[mG],press[hPa],temp[C],hum[%RH],newData,interrupts,fsm1,fsm2,fsm3,fsm4,fsm5,fsm6,fsm7,fsm8,fsm9,fsm10,fsm11,fsm12,fsm13,fsm14,fsm15,fsm16,
20753084,825,18,614,-13120,-35888,-7608,127,-105,310,,,,0x020,,,,,,,,,,,,,,,,,,
20827473,825,18,614,-7201,-32851,-4431,127,-105,310,,,,0x010,,,,,,,,,,,,,,,,,,
20828102,863,-8,553,-7201,-32851,-4431,127,-105,310,,,,0x008,,,,,,,,,,,,,,,,,,
20853961,863,-8,553,-7201,-32851,-4431,145,-99,351,,,,0x020,,,,,,,,,,,,,,,,,,
20905250,871,11,556,3990,-41518,6238,145,-99,351,,,,0x018,,,,,,,,,,,,,,,,,,
20954826,871,11,556,3990,-41518,6238,150,-103,366,,,,0x020,,,,,,,,,,,,,,,,,,
20982711,902,-4,496,3241,-30524,4060,150,-103,366,,,,0x018,,,,,,,,,,,,,,,,,,
21055694,902,-4,496,3241,-30524,4060,163,-99,393,,,,0x020,,,,,,,,,,,,,,,,,,
21060176,902,-4,496,3224,-21140,2979,163,-99,393,,,,0x010,,,,,,,,,,,,,,,,,,
21060805,928,0,473,3224,-21140,2979,163,-99,393,,,,0x008,,,,,,,,,,,,,,,,,,
21137726,928,0,473,-293,-24346,5009,163,-99,393,,,,0x010,,,,,,,,,,,,,,,,,,
21138355,930,-8,446,-293,-24346,5009,163,-99,393,,,,0x008,,,,,,,,,,,,,,,,,,
21156614,930,-8,446,-293,-24346,5009,187,-79,411,,,,0x020,,,,,,,,,,,,,,,,,,
21215500,940,-10,405,1933,-38854,12066,187,-79,411,,,,0x018,,,,,,,,,,,,,,,,,,
21257480,940,-10,405,1933,-38854,12066,192,-85,456,,,,0x020,,,,,,,,,,,,,,,,,,
21292963,940,-10,405,5950,-48636,-315,192,-85,456,,,,0x010,,,,,,,,,,,,,,,,,,
21293592,960,-26,357,5950,-48636,-315,192,-85,456,,,,0x008,,,,,,,,,,,,,,,,,,
21358355,960,-26,357,5950,-48636,-315,198,-87,504,,,,0x020,,,,,,,,,,,,,,,,,,
21370740,982,-3,306,11598,-37708,-4672,198,-87,504,,,,0x018,,,,,,,,,,,,,,,,,,
21448279,998,-9,252,9191,-32961,-5451,198,-87,504,,,,0x018,,,,,,,,,,,,,,,,,,
21459257,998,-9,252,9191,-32961,-5451,195,-106,528,,,,0x020,,,,,,,,,,,,,,,,,,
21525743,1004,14,228,3871,-24027,-5328,195,-106,528,,,,0x018,,,,,,,,,,,,,,,,,,
21560123,1004,14,228,3871,-24027,-5328,183,-88,534,,,,0x020,,,,,,,,,,,,,,,,,,
21603205,1017,12,187,6868,-21196,-1220,183,-88,534,,,,0x018,,,,,,,,,,,,,,,,,,
21660989,1017,12,187,6868,-21196,-1220,199,-78,577,,,,0x020,,,,,,,,,,,,,,,,,,
21680668,1017,12,187,11046,-29841,8343,199,-78,577,,,,0x010,,,,,,,,,,,,,,,,,,
21681297,1014,18,165,11046,-29841,8343,199,-78,577,,,,0x008,,,,,,,,,,,,,,,,,,
21758217,1014,18,165,12083,-30852,5315,199,-78,577,,,,0x010,,,,,,,,,,,,,,,,,,
21758845,1021,-8,111,12083,-30852,5315,199,-78,577,,,,0x008,,,,,,,,,,,,,,,,,,
21761604,1021,-8,111,12083,-30852,5315,199,-87,606,,,,0x020,,,,,,,,,,,,,,,,,,
21835992,1027,-11,96,11165,-30629,1636,199,-87,606,,,,0x018,,,,,,,,,,,,,,,,,,
21862469,1027,-11,96,11165,-30629,1636,193,-73,607,,,,0x020,,,,,,,,,,,,,,,,,,
21913454,1027,-25,38,-564,-12906,3762,193,-73,607,,,,0x018,,,,,,,,,,,,,,,,,,
21963335,1027,-25,38,-564,-12906,3762,186,-90,615,,,,0x020,,,,,,,,,,,,,,,,,,
21990916,1027,-25,38,2401,-12136,-70,186,-90,615,,,,0x010,,,,,,,,,,,,,,,,,,
21991545,1025,-10,43,2401,-12136,-70,186,-90,615,,,,0x008,,,,,,,,,,,,,,,,,,
22064210,1025,-10,43,2401,-12136,-70,192,-90,625,,,,0x020,,,,,,,,,,,,,,,,,,
22068692,1027,-25,23,-721,-6356,-6216,192,-90,625,,,,0x018,,,,,,,,,,,,,,,,,,
22146232,1030,3,23,1855,-9725,-7778,192,-90,625,,,,0x018,,,,,,,,,,,,,,,,,,
22165113,1030,3,23,1855,-9725,-7778,190,-103,637,,,,0x020,,,,,,,,,,,,,,,,,,
22223696,1029,9,5,-638,-10465,-5656,190,-103,637,,,,0x018,,,,,,,,,,,,,,,,,,
22265980,1029,9,5,-638,-10465,-5656,193,-96,646,,,,0x020,,,,,,,,,,,,,,,,,,
22301159,1029,9,5,-306,-8273,-3381,193,-96,646,,,,0x010,,,,,,,,,,,,,,,,,,
22301788,1030,13,-7,-306,-8273,-3381,193,-96,646,,,,0x008,,,,,,,,,,,,,,,,,,
22366854,1030,13,-7,-306,-8273,-3381,183,-94,654,,,,0x020,,,,,,,,,,,,,,,,,,
22378934,1029,14,-8,-91,-4445,-673,183,-94,654,,,,0x018,,,,,,,,,,,,,,,,,,
22456473,1029,13,-14,-2095,-1089,43,183,-94,654,,,,0x018,,,,,,,,,,,,,,,,,,
22467450,1029,13,-14,-2095,-1089,43,199,-111,645,,,,0x020,,,,,,,,,,,,,,,,,,
22533934,1029,12,-14,-726,818,166,199,-111,645,,,,0x018,,,,,,,,,,,,,,,,,,
22568316,1029,12,-14,-726,818,166,195,-106,655,,,,0x020,,,,,,,,,,,,,,,,,,
22611398,1029,12,-14,888,3609,1159,195,-106,655,,,,0x010,,,,,,,,,,,,,,,,,,
22612026,1030,10,-6,888,3609,1159,195,-106,655,,,,0x008,,,,,,,,,,,,,,,,,,
22669190,1030,10,-6,888,3609,1159,190,-96,648,,,,0x020,,,,,,,,,,,,,,,,,,
22689173,1028,5,-2,-293,3276,2432,190,-96,648,,,,0x018,,,,,,,,,,,,,,,,,,
22766713,1028,2,-1,43,249,770,190,-96,648,,,,0x018,,,,,,,,,,,,,,,,,,
22770092,1028,2,-1,43,249,770,187,-94,646,,,,0x020,,,,,,,,,,,,,,,,,,
22844176,1030,5,-3,-271,-345,-1006,187,-94,646,,,,0x018,,,,,,,,,,,,,,,,,,
22870654,1030,5,-3,-271,-345,-1006,193,-100,642,,,,0x020,,,,,,,,,,,,,,,,,,
22921639,1028,2,-4,700,-608,275,193,-100,642,,,,0x018,,,,,,,,,,,,,,,,,,
22971521,1028,2,-4,700,-608,275,196,-91,642,,,,0x020,,,,,,,,,,,,,,,,,,
22999102,1028,2,-4,682,-358,-420,196,-91,642,,,,0x010,,,,,,,,,,,,,,,,,,
22999731,1029,3,-3,682,-358,-420,196,-91,642,,,,0x008,,,,,,,,,,,,,,,,,,
23072092,1029,3,-3,682,-358,-420,187,-94,652,,,,0x020,,,,,,,,,,,,,,,,,,
23076573,1029,3,-3,-647,118,175,187,-94,652,,,,0x010,,,,,,,,,,,,,,,,,,
23077202,1029,2,-5,-647,118,175,187,-94,652,,,,0x008,,,,,,,,,,,,,,,,,,
23154122,1029,2,-5,433,96,485,187,-94,652,,,,0x010,,,,,,,,,,,,,,,,,,
23154751,1029,1,-4,433,96,485,187,-94,652,,,,0x008,,,,,,,,,,,,,,,,,,
23173011,1029,1,-4,433,96,485,186,-90,646,,,,0x020,,,,,,,,,,,,,,,,,,
23231595,1029,1,-4,-262,621,-26,186,-90,646,,,,0x010,,,,,,,,,,,,,,,,,,
23232224,1029,0,-3,-262,621,-26,186,-90,646,,,,0x008,,,,,,,,,,,,,,,,,,
23273583,1029,0,-3,-262,621,-26,198,-85,655,,,,0x020,,,,,,,,,,,,,,,,,,
23309369,1029,0,-2,-533,1312,-39,198,-85,655,,,,0x018,,,,,,,,,,,,,,,,,,
23374448,1029,0,-2,-533,1312,-39,204,-93,652,,,,0x020,,,,,,,,,,,,,,,,,,
23386831,1028,0,0,105,-402,-721,204,-93,652,,,,0x018,,,,,,,,,,,,,,,,,,
23464372,1028,1,-4,-1185,-910,-1951,204,-93,652,,,,0x018,,,,,,,,,,,,,,,,,,
23475349,1028,1,-4,-1185,-910,-1951,198,-85,648,,,,0x020,,,,,,,,,,,,,,,,,,
23541835,1029,4,-5,-1290,-529,-2323,198,-85,648,,,,0x018,,,,,,,,,,,,,,,,,,
23576215,1029,4,-5,-1290,-529,-2323,189,-96,660,,,,0x020,,,,,,,,,,,,,,,,,,
23619297,1029,4,-5,-1535,901,-1767,189,-96,660,,,,0x010,,,,,,,,,,,,,,,,,,
23619925,1030,6,-3,-1535,901,-1767,189,-96,660,,,,0x008,,,,,,,,,,,,,,,,,,
23676786,1030,6,-3,-1535,901,-1767,190,-97,645,,,,0x020,,,,,,,,,,,,,,,,,,
23697072,1029,5,-2,-450,568,-385,190,-97,645,,,,0x018,,,,,,,,,,,,,,,,,,
23774611,1028,4,-2,-210,-43,131,190,-97,645,,,,0x018,,,,,,,,,,,,,,,,,,
23777686,1028,4,-2,-210,-43,131,193,-84,657,,,,0x020,,,,,,,,,,,,,,,,,,
23852073,1028,3,-3,-175,341,-78,193,-84,657,,,,0x018,,,,,,,,,,,,,,,,,,
23878247,1028,3,-3,-175,341,-78,181,-90,651,,,,0x020,,,,,,,,,,,,,,,,,,
23929535,1029,4,-2,-568,656,-879,181,-90,651,,,,0x018,,,,,,,,,,,,,,,,,,
23979113,1029,4,-2,-568,656,-879,187,-97,648,,,,0x020,,,,,,,,,,,,,,,,,,
24006998,1029,5,-1,-231,48,-678,187,-97,648,,,,0x018,,,,,,,,,,,,,,,,,,
24079980,1029,5,-1,-231,48,-678,186,-91,646,,,,0x020,,,,,,,,,,,,,,,,,,
24084462,1029,5,-1,175,-533,288,186,-91,646,,,,0x010,,,,,,,,,,,,,,,,,,
24085091,1029,3,-2,175,-533,288,186,-91,646,,,,0x008,,,,,,,,,,,,,,,,,,
24162011,1028,1,-1,-630,730,433,186,-91,646,,,,0x018,,,,,,,,,,,,,,,,,,
24180587,1028,1,-1,-630,730,433,195,-90,654,,,,0x020,,,,,,,,,,,,,,,,,,
24239474,1028,1,-1,-472,-822,-748,195,-90,654,,,,0x010,,,,,,,,,,,,,,,,,,
24240103,1029,1,-2,-472,-822,-748,195,-90,654,,,,0x008,,,,,,,,,,,,,,,,,,
24281463,1029,1,-2,-472,-822,-748,184,-91,637,,,,0x020,,,,,,,,,,,,,,,,,,
24317250,1029,3,-5,-1198,-953,-1106,184,-91,637,,,,0x018,,,,,,,,,,,,,,,,,,
24382026,1029,3,-5,-1198,-953,-1106,189,-84,654,,,,0x020,,,,,,,,,,,,,,,,,,
24394713,1029,2,-4,-135,-249,-345,189,-84,654,,,,0x018,,,,,,,,,,,,,,,,,,
24472254,1029,4,-2,-131,1124,-870,189,-84,654,,,,0x018,,,,,,,,,,,,,,,,,,
24482927,1029,4,-2,-131,1124,-870,201,-82,648,,,,0x020,,,,,,,,,,,,,,,,,,
24549717,1029,4,-3,-345,564,-905,201,-82,648,,,,0x018,,,,,,,,,,,,,,,,,,
24583490,1029,4,-3,-345,564,-905,184,-85,649,,,,0x020,,,,,,,,,,,,,,,,,,
24627179,1029,4,-2,-258,651,148,184,-85,649,,,,0x018,,,,,,,,,,,,,,,,,,
24684356,1029,4,-2,-258,651,148,192,-88,655,,,,0x020,,,,,,,,,,,,,,,,,,
24704642,1029,4,-2,555,319,1028,192,-88,655,,,,0x010,,,,,,,,,,,,,,,,,,
24705271,1028,0,-1,555,319,1028,192,-88,655,,,,0x008,,,,,,,,,,,,,,,,,,
24782190,1029,0,0,-813,1093,-315,192,-88,655,,,,0x018,,,,,,,,,,,,,,,,,,
24785265,1029,0,0,-813,1093,-315,186,-81,640,,,,0x020,,,,,,,,,,,,,,,,,,
24859652,1029,0,0,-568,1491,118,186,-81,640,,,,0x010,,,,,,,,,,,,,,,,,,
24860280,1029,1,0,-568,1491,118,186,-81,640,,,,0x008,,,,,,,,,,,,,,,,,,
24885834,1029,1,0,-568,1491,118,196,-81,648,,,,0x020,,,,,,,,,,,,,,,,,,
24937123,1029,1,0,-459,2156,901,196,-81,648,,,,0x010,,,,,,,,,,,,,,,,,,
24937752,1027,-2,4,-459,2156,901,196,-81,648,,,,0x008,,,,,,,,,,,,,,,,,,
24986710,1027,-2,4,-459,2156,901,195,-93,648,,,,0x020,,,,,,,,,,,,,,,,,,
25014899,1029,-2,5,-266,476,-590,195,-93,648,,,,0x018,,,,,,,,,,,,,,,,,,
25087272,1029,-2,5,-266,476,-590,195,-85,639,,,,0x020,,,,,,,,,,,,,,,,,,
25092362,1029,-1,3,385,-634,-586,195,-85,639,,,,0x018,,,,,,,,,,,,,,,,,,
25169901,1029,-1,4,-266,131,-835,195,-85,639,,,,0x018,,,,,,,,,,,,,,,,,,
25188173,1029,-1,4,-266,131,-835,196,-82,649,,,,0x020,,,,,,,,,,,,,,,,,,
25247364,1029,-1,4,-1155,498,-1435,196,-82,649,,,,0x010,,,,,,,,,,,,,,,,,,
25247993,1029,0,4,-1155,498,-1435,196,-82,649,,,,0x008,,,,,,,,,,,,,,,,,,
25289049,1029,0,4,-1155,498,-1435,187,-90,657,,,,0x020,,,,,,,,,,,,,,,,,,
25324836,1029,0,4,-700,472,-700,187,-90,657,,,,0x010,,,,,,,,,,,,,,,,,,
25325465,1029,1,4,-700,472,-700,187,-90,657,,,,0x008,,,,,,,,,,,,,,,,,,
25389619,1029,1,4,-700,472,-700,189,-90,645,,,,0x020,,,,,,,,,,,,,,,,,,
25402611,1029,0,5,214,1365,-463,189,-90,645,,,,0x018,,,,,,,,,,,,,,,,,,
25480150,1028,-2,9,258,1360,568,189,-90,645,,,,0x018,,,,,,,,,,,,,,,,,,
25490520,1028,-2,9,258,1360,568,186,-97,642,,,,0x020,,,,,,,,,,,,,,,,,,
25557613,1029,0,9,-647,848,-730,186,-97,642,,,,0x018,,,,,,,,,,,,,,,,,,
25591082,1029,0,9,-647,848,-730,183,-85,639,,,,0x020,,,,,,,,,,,,,,,,,,
25635075,1028,-1,9,-166,371,-74,183,-85,639,,,,0x018,,,,,,,,,,,,,,,,,,
25691947,1028,-1,9,-166,371,-74,201,-88,640,,,,0x020,,,,,,,,,,,,,,,,,,
25712537,1028,-1,9,-2493,5407,-1080,201,-88,640,,,,0x010,,,,,,,,,,,,,,,,,,
25713166,1029,-2,12,-2493,5407,-1080,201,-88,640,,,,0x008,,,,,,,,,,,,,,,,,,
25790085,1029,-2,12,-2296,16135,-1601,201,-88,640,,,,0x010,,,,,,,,,,,,,,,,,,
25790714,1030,1,31,-2296,16135,-1601,201,-88,640,,,,0x008,,,,,,,,,,,,,,,,,,
25792865,1030,1,31,-2296,16135,-1601,201,-93,619,,,,0x020,,,,,,,,,,,,,,,,,,
25867557,1030,1,31,-1618,32567,-1548,201,-93,619,,,,0x010,,,,,,,,,,,,,,,,,,
25868186,1023,0,72,-1618,32567,-1548,201,-93,619,,,,0x008,,,,,,,,,,,,,,,,,,
25893436,1023,0,72,-1618,32567,-1548,189,-90,574,,,,0x020,,,,,,,,,,,,,,,,,,
25945333,1019,8,135,-774,49280,-7730,189,-90,574,,,,0x018,,,,,,,,,,,,,,,,,,
25994304,1019,8,135,-774,49280,-7730,199,-106,507,,,,0x020,,,,,,,,,,,,,,,,,,
26022797,1004,25,228,-6877,70341,-10513,199,-106,507,,,,0x018,,,,,,,,,,,,,,,,,,
26095171,1004,25,228,-6877,70341,-10513,180,-115,444,,,,0x020,,,,,,,,,,,,,,,,,,
26100260,1004,25,228,-11506,85233,-7039,180,-115,444,,,,0x010,,,,,,,,,,,,,,,,,,
26100888,965,38,333,-11506,85233,-7039,180,-115,444,,,,0x008,,,,,,,,,,,,,,,,,,
26177807,965,38,333,-8894,91953,-13160,180,-115,444,,,,0x010,,,,,,,,,,,,,,,,,,
26178436,1000,43,453,-8894,91953,-13160,180,-115,444,,,,0x008,,,,,,,,,,,,,,,,,,
26195783,1000,43,453,-8894,91953,-13160,142,-100,364,,,,0x020,,,,,,,,,,,,,,,,,,
26255278,1000,43,453,-15483,89070,-8246,142,-100,364,,,,0x010,,,,,,,,,,,,,,,,,,
26255907,860,36,565,-15483,89070,-8246,142,-100,364,,,,0x008,,,,,,,,,,,,,,,,,,
26296659,860,36,565,-15483,89070,-8246,97,-93,291,,,,0x020,,,,,,,,,,,,,,,,,,
26333054,784,46,620,-14805,93813,-7231,97,-93,291,,,,0x018,,,,,,,,,,,,,,,,,,
26397221,784,46,620,-14805,93813,-7231,60,-91,222,,,,0x020,,,,,,,,,,,,,,,,,,
26410517,706,26,726,-8964,76286,-5635,60,-91,222,,,,0x018,,,,,,,,,,,,,,,,,,
26488058,646,23,780,-3465,64400,-5656,60,-91,222,,,,0x018,,,,,,,,,,,,,,,,,,
26498123,646,23,780,-3465,64400,-5656,16,-91,180,,,,0x020,,,,,,,,,,,,,,,,,,
26565522,591,31,829,-1496,56424,-3066,16,-91,180,,,,0x018,,,,,,,,,,,,,,,,,,
26598991,591,31,829,-1496,56424,-3066,-22,-90,154,,,,0x020,,,,,,,,,,,,,,,,,,
26642985,591,31,829,2883,50719,6982,-22,-90,154,,,,0x010,,,,,,,,,,,,,,,,,,
26643615,551,14,821,2883,50719,6982,-22,-90,154,,,,0x008,,,,,,,,,,,,,,,,,,
26699868,551,14,821,2883,50719,6982,-51,-85,132,,,,0x020,,,,,,,,,,,,,,,,,,
26720761,512,72,954,6326,36592,14441,-51,-85,132,,,,0x018,,,,,,,,,,,,,,,,,,
26798302,382,-10,870,-13370,74396,-297,-51,-85,132,,,,0x018,,,,,,,,,,,,,,,,,,
26800465,382,-10,870,-13370,74396,-297,-100,-73,112,,,,0x020,,,,,,,,,,,,,,,,,,
26875766,323,65,861,9152,16900,13444,-100,-73,112,,,,0x018,,,,,,,,,,,,,,,,,,
26901332,323,65,861,9152,16900,13444,-100,-81,115,,,,0x020,,,,,,,,,,,,,,,,,,
26953533,363,11,924,8006,19818,-9454,-100,-81,115,,,,0x018,,,,,,,,,,,,,,,,,,
27002199,363,11,924,8006,19818,-9454,-127,-85,105,,,,0x020,,,,,,,,,,,,,,,,,,
27030996,347,35,959,-1141,23835,-1596,-127,-85,105,,,,0x018,,,,,,,,,,,,,,,,,,
27103065,347,35,959,-1141,23835,-1596,-144,-81,91,,,,0x020,,,,,,,,,,,,,,,,,,
27108458,347,35,959,-1273,33035,923,-144,-81,91,,,,0x010,,,,,,,,,,,,,,,,,,
27109087,281,38,971,-1273,33035,923,-144,-81,91,,,,0x008,,,,,,,,,,,,,,,,,,
27186010,281,38,971,-1938,34282,-612,-144,-81,91,,,,0x010,,,,,,,,,,,,,,,,,,
27186638,226,32,975,-1938,34282,-612,-144,-81,91,,,,0x008,,,,,,,,,,,,,,,,,,
27203987,226,32,975,-1938,34282,-612,-165,-76,85,,,,0x020,,,,,,,,,,,,,,,,,,
27263483,226,32,975,-2196,26464,-3718,-165,-76,85,,,,0x010,,,,,,,,,,,,,,,,,,
27264111,205,35,992,-2196,26464,-3718,-165,-76,85,,,,0x008,,,,,,,,,,,,,,,,,,
27304559,205,35,992,-2196,26464,-3718,-193,-82,82,,,,0x020,,,,,,,,,,,,,,,,,,
27341258,164,23,988,-2913,31469,-6168,-193,-82,82,,,,0x018,,,,,,,,,,,,,,,,,,
27405424,164,23,988,-2913,31469,-6168,-219,-70,82,,,,0x020,,,,,,,,,,,,,,,,,,
27418721,123,32,997,-1019,21599,2130,-219,-70,82,,,,0x018,,,,,,,,,,,,,,,,,,
27496260,109,25,998,-748,12980,940,-219,-70,82,,,,0x018,,,,,,,,,,,,,,,,,,
27506022,109,25,998,-748,12980,940,-231,-66,81,,,,0x020,,,,,,,,,,,,,,,,,,
27573724,118,32,1012,-573,3832,-485,-231,-66,81,,,,0x018,,,,,,,,,,,,,,,,,,
27606889,118,32,1012,-573,3832,-485,-231,-73,72,,,,0x020,,,,,,,,,,,,,,,,,,
27651187,118,32,1012,-4816,9441,-56,-231,-73,72,,,,0x010,,,,,,,,,,,,,,,,,,
27651816,94,21,1000,-4816,9441,-56,-231,-73,72,,,,0x008,,,,,,,,,,,,,,,,,,
27707764,94,21,1000,-4816,9441,-56,-238,-57,69,,,,0x020,,,,,,,,,,,,,,,,,,
27728658,94,21,1000,-8019,12713,993,-238,-57,69,,,,0x010,,,,,,,,,,,,,,,,,,
27729287,87,14,1008,-8019,12713,993,-238,-57,69,,,,0x008,,,,,,,,,,,,,,,,,,
27806208,87,14,1008,-10451,20693,-625,-238,-57,69,,,,0x010,,,,,,,,,,,,,,,,,,
27806836,60,6,1015,-10451,20693,-625,-238,-57,69,,,,0x008,,,,,,,,,,,,,,,,,,
27808683,60,6,1015,-10451,20693,-625,-273,-49,66,,,,0x020,,,,,,,,,,,,,,,,,,
27883983,17,-14,990,-6645,15833,-4410,-273,-49,66,,,,0x018,,,,,,,,,,,,,,,,,,
27909246,17,-14,990,-6645,15833,-4410,-270,-60,70,,,,0x020,,,,,,,,,,,,,,,,,,
27961446,17,-14,990,-2209,5328,-5075,-270,-60,70,,,,0x010,,,,,,,,,,,,,,,,,,
27962075,18,-21,994,-2209,5328,-5075,-270,-60,70,,,,0x008,,,,,,,,,,,,,,,,,,
28010424,18,-21,994,-2209,5328,-5075,-264,-54,63,,,,0x020,,,,,,,,,,,,,,,,,,
28038917,18,-21,994,-678,861,-4090,-264,-54,63,,,,0x010,,,,,,,,,,,,,,,,,,
28039545,26,-11,1007,-678,861,-4090,-264,-54,63,,,,0x008,,,,,,,,,,,,,,,,,,
28110995,26,-11,1007,-678,861,-4090,-280,-51,66,,,,0x020,,,,,,,,,,,,,,,,,,
28116694,18,-13,1004,-371,630,-6584,-280,-51,66,,,,0x018,,,,,,,,,,,,,,,,,,
28194234,23,-14,1007,-310,376,-5989,-280,-51,66,,,,0x018,,,,,,,,,,,,,,,,,,
28211899,23,-14,1007,-310,376,-5989,-276,-46,67,,,,0x020,,,,,,,,,,,,,,,,,,
28271697,26,-19,1006,-297,236,-4095,-276,-46,67,,,,0x018,,,,,,,,,,,,,,,,,,
28312765,26,-19,1006,-297,236,-4095,-282,-60,64,,,,0x020,,,,,,,,,,,,,,,,,,
28349160,26,-19,1006,-205,157,-931,-282,-60,64,,,,0x010,,,,,,,,,,,,,,,,,,
28349788,21,-13,1005,-205,157,-931,-282,-60,64,,,,0x008,,,,,,,,,,,,,,,,,,
28413639,21,-13,1005,-205,157,-931,-282,-55,70,,,,0x020,,,,,,,,,,,,,,,,,,
28426935,22,-14,1006,-196,100,-476,-282,-55,70,,,,0x018,,,,,,,,,,,,,,,,,,
28504475,22,-14,1006,-192,96,-472,-282,-55,70,,,,0x018,,,,,,,,,,,,,,,,,,
28514236,22,-14,1006,-192,96,-472,-271,-64,57,,,,0x020,,,,,,,,,,,,,,,,,,
28581937,22,-14,1006,-188,87,-485,-271,-64,57,,,,0x018,,,,,,,,,,,,,,,,,,
28615102,22,-14,1006,-188,87,-485,-273,-49,64,,,,0x020,,,,,,,,,,,,,,,,,,
28659400,20,-14,1005,-205,113,-494,-273,-49,64,,,,0x018,,,,,,,,,,,,,,,,,,
28715968,20,-14,1005,-205,113,-494,-276,-48,64,,,,0x020,,,,,,,,,,,,,,,,,,
28736863,20,-14,1005,-192,74,-481,-276,-48,64,,,,0x010,,,,,,,,,,,,,,,,,,
28737492,22,-13,1006,-192,74,-481,-276,-48,64,,,,0x008,,,,,,,,,,,,,,,,,,
28814413,22,-13,1006,-205,91,-481,-276,-48,64,,,,0x010,,,,,,,,,,,,,,,,,,
28815042,22,-14,1006,-205,91,-481,-276,-48,64,,,,0x008,,,,,,,,,,,,,,,,,,
28816585,22,-14,1006,-205,91,-481,-280,-52,51,,,,0x020,,,,,,,,,,,,,,,,,,
28891884,22,-14,1006,-179,96,-481,-280,-52,51,,,,0x010,,,,,,,,,,,,,,,,,,
28892513,21,-13,1006,-179,96,-481,-280,-52,51,,,,0x008,,,,,,,,,,,,,,,,,,
28917460,21,-13,1006,-179,96,-481,-276,-60,70,,,,0x020,,,,,,,,,,,,,,,,,,
28969659,22,-14,1006,-179,70,-468,-276,-60,70,,,,0x018,,,,,,,,,,,,,,,,,,
29018021,22,-14,1006,-179,70,-468,-283,-52,61,,,,0x020,,,,,,,,,,,,,,,,,,
29047122,22,-14,1006,-192,83,-472,-283,-52,61,,,,0x018,,,,,,,,,,,,,,,,,,
29118886,22,-14,1006,-192,83,-472,-273,-52,67,,,,0x020,,,,,,,,,,,,,,,,,,
29124584,21,-14,1006,-196,87,-481,-273,-52,67,,,,0x018,,,,,,,,,,,,,,,,,,
29202123,21,-14,1006,-188,74,-485,-273,-52,67,,,,0x018,,,,,,,,,,,,,,,,,,
29219786,21,-14,1006,-188,74,-485,-271,-51,70,,,,0x020,,,,,,,,,,,,,,,,,,
29279585,21,-14,1006,-183,35,-485,-271,-51,70,,,,0x010,,,,,,,,,,,,,,,,,,
29280214,22,-14,1006,-183,35,-485,-271,-51,70,,,,0x008,,,,,,,,,,,,,,,,,,
29320357,22,-14,1006,-183,35,-485,-280,-49,58,,,,0x020,,,,,,,,,,,,,,,,,,
29357056,22,-14,1006,-188,87,-490,-280,-49,58,,,,0x010,,,,,,,,,,,,,,,,,,
29357685,21,-14,1006,-188,87,-490,-280,-49,58,,,,0x008,,,,,,,,,,,,,,,,,,
29421230,21,-14,1006,-188,87,-490,-283,-55,66,,,,0x020,,,,,,,,,,,,,,,,,,
29434830,21,-13,1005,-188,74,-511,-283,-55,66,,,,0x018,,,,,,,,,,,,,,,,,,
29512369,22,-14,1006,-183,83,-542,-283,-55,66,,,,0x018,,,,,,,,,,,,,,,,,,
29522131,22,-14,1006,-183,83,-542,-280,-52,69,,,,0x020,,,,,,,,,,,,,,,,,,
29589833,22,-14,1006,-175,74,-503,-280,-52,69,,,,0x018,,,,,,,,,,,,,,,,,,
29622694,22,-14,1006,-175,74,-503,-276,-52,75,,,,0x020,,,,,,,,,,,,,,,,,,
29667297,21,-13,1005,-183,65,-481,-276,-52,75,,,,0x018,,,,,,,,,,,,,,,,,,
29723561,21,-13,1005,-183,65,-481,-277,-58,69,,,,0x020,,,,,,,,,,,,,,,,,,
29744759,21,-14,1006,-201,74,-490,-277,-58,69,,,,0x018,,,,,,,,,,,,,,,,,,
29822298,22,-14,1006,-201,70,-476,-277,-58,69,,,,0x018,,,,,,,,,,,,,,,,,,
29824461,22,-14,1006,-201,70,-476,-279,-52,61,,,,0x020,,,,,,,,,,,,,,,,,,
29899761,22,-14,1006,-210,87,-468,-279,-52,61,,,,0x010,,,,,,,,,,,,,,,,,,
29900390,21,-14,1005,-210,87,-468,-279,-52,61,,,,0x008,,,,,,,,,,,,,,,,,,
29925032,21,-14,1005,-210,87,-468,-282,-61,72,,,,0x020,,,,,,,,,,,,,,,,,,
29977232,21,-14,1005,-201,65,-490,-282,-61,72,,,,0x010,,,,,,,,,,,,,,,,,,
29977861,21,-13,1006,-201,65,-490,-282,-61,72,,,,0x008,,,,,,,,,,,,,,,,,,
30025907,21,-13,1006,-201,65,-490,-285,-49,61,,,,0x020,,,,,,,,,,,,,,,,,,
30055009,21,-14,1006,-201,96,-525,-285,-49,61,,,,0x018,,,,,,,,,,,,,,,,,,
30126775,21,-14,1006,-201,96,-525,-280,-52,73,,,,0x020,,,,,,,,,,,,,,,,,,
30132472,21,-14,1005,-183,83,-529,-280,-52,73,,,,0x018,,,,,,,,,,,,,,,,,,
30210012,22,-14,1006,-183,65,-494,-280,-52,73,,,,0x018,,,,,,,,,,,,,,,,,,
