Id,Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Temp,Humi
3866,19.325,-0.7867547,-0.01529564,-0.6207836,30.5314,12898.79,-250.7833,-0.279143,0.4847487,0.9965151,24.75163,55.03094
3867,19.33,-0.7922257,-0.02953796,-0.635947,157.5998,12948.51,-193.4172,-0.2750287,0.4779757,0.9956348,24.75326,55.00971
3868,19.335,-0.7192321,-0.03100058,-0.5965108,359.2353,12908.33,66.89526,-0.2716407,0.4742484,0.9950149,24.75563,54.99015
3869,19.34,-0.8272027,-0.0207856,-0.609283,213.4271,13578.92,510.0916,-0.2716656,0.4806418,0.994502,24.75871,54.97266
3870,19.345,-0.7735859,-0.03003761,-0.6056387,117.0826,12021.77,138.2949,-0.273141,0.4907515,0.9965137,24.76242,54.9576
3871,19.35,-0.7691414,-0.03573631,-0.6080311,-20.49218,12061.96,290.3129,-0.272288,0.4889688,0.9923453,24.76667,54.94523
3872,19.355,-0.8196977,-0.03088542,-0.6372834,79.61468,11986.63,435.8132,-0.2716388,0.4787462,0.9875116,24.77136,54.93574
3873,19.36,-0.7772557,-0.01331488,-0.612793,158.9075,11726.28,137.8044,-0.2694226,0.4705343,0.9851128,24.76593,54.90606
3874,19.365,-0.8105864,-0.01027527,-0.6139729,186.09,11897.19,120.3615,-0.2626338,0.4712443,0.9920139,24.76005,54.87803
3875,19.37,-0.7910177,-0.02883499,-0.6291427,152.3965,11637.15,31.28156,-0.2529427,0.4732814,0.9972742,24.75472,54.85417
3876,19.375,-0.8028084,-0.01905253,-0.6291474,448.4375,11853.83,-142.9419,-0.2521373,0.4742453,0.9965108,24.75005,54.83492
3877,19.38,-0.7884083,-0.02328411,-0.621766,401.4139,11613.19,-207.6315,-0.2617815,0.4735138,0.9872527,24.74611,54.82061
3878,19.385,-0.7902668,-0.03115273,-0.6334116,334.4625,11337.88,-228.3666,-0.2701369,0.4742447,0.9845129,24.74298,54.81143
3879,19.39,-0.7690034,-0.03237694,-0.6094545,370.6509,10930.37,-373.4,-0.2653022,0.4728585,0.9909232,24.7407,54.8075
3880,19.395,-0.7549844,-0.03579632,-0.6106983,179.3334,10488.61,-195.8486,-0.2551325,0.4712446,1.004019,24.73931,54.80878
3881,19.4,-0.7666305,-0.02937318,-0.6185365,115.1486,10334.58,-2.751505,-0.2520474,0.470692,1.007712,24.73881,54.81519
3882,19.405,-0.7860513,-0.02291881,-0.6215984,116.184,9787.822,130.8969,-0.2581341,0.4757481,1.002515,24.73922,54.82649
3883,19.41,-0.7909498,-0.02233407,-0.626919,72.33802,9130.943,189.3287,-0.2625305,0.4822422,0.99115,24.74052,54.84243
3884,19.415,-0.7753499,-0.01470051,-0.6223825,112.4048,9075.942,52.20223,-0.2611336,0.4862492,0.9860108,24.74268,54.8626
3885,19.42,-0.7823446,-0.01112361,-0.6275131,166.4743,9339.669,282.6476,-0.2565256,0.4819008,0.9854493,24.74567,54.88655
3886,19.425,-0.8114049,-0.004891084,-0.6379041,256.4301,9395.133,232.5855,-0.2536301,0.474245,0.9905123,24.74941,54.91375
3887,19.43,-0.8113512,-0.01293991,-0.6368246,438.6812,9135.027,-2.821752,-0.2506323,0.469261,0.9918905,24.75381,54.94358
3888,19.435,-0.7989799,-0.01775874,-0.635164,525.5596,8755.32,-347.4296,-0.2476281,0.4727454,0.9905109,24.75876,54.97538
3889,19.44,-0.7784658,-0.03439746,-0.6343216,551.7602,8554.056,-421.5692,-0.2456034,0.477307,0.9843175,24.75459,54.98714
3890,19.445,-0.769505,-0.02423401,-0.6194969,697.797,8179.904,-429.0049,-0.2476286,0.4772454,0.9830099,24.74919,54.99607
3891,19.45,-0.7568902,-0.04338859,-0.6180201,641.4811,8062.03,-366.3269,-0.2502542,0.4713433,0.9848296,24.74442,55.00591
3892,19.455,-0.7652855,-0.04153718,-0.629853,705.1067,8027.735,-334.9713,-0.2506291,0.4697469,0.9905134,24.74038,55.01649
3893,19.46,-0.745288,-0.03534966,-0.612708,632.5841,7823.957,-110.848,-0.2484027,0.4741071,0.9919733,24.73714,55.02766
3894,19.465,-0.7749225,-0.0259985,-0.6160067,420.1436,7755.12,61.54897,-0.2491294,0.4802475,0.9935138,24.73475,55.03919
3895,19.47,-0.7697678,-0.0309539,-0.6192517,265.5086,7249.553,92.31466,-0.2517724,0.4794407,0.9927103,24.73326,55.05091
3896,19.475,-0.795069,-0.01933313,-0.626968,213.3831,7128.893,79.11829,-0.2521293,0.4757464,0.9935135,24.73268,55.06266
3897,19.48,-0.7859583,-0.01420059,-0.6291004,191.7433,6890.824,67.90076,-0.2479043,0.4740779,0.9913778,24.73301,55.07428
3898,19.485,-0.8078887,-0.001871905,-0.6332422,198.7883,6745.771,-14.55522,-0.2461282,0.477246,0.9920136,24.73425,55.08564
3899,19.49,-0.790683,-0.01720972,-0.6344606,129.6176,6308.24,-211.2224,-0.2486209,0.477218,0.9924053,24.73637,55.09663
3900,19.495,-0.8035766,-0.01142633,-0.6367539,301.9306,6126.477,-380.4584,-0.2506285,0.4727436,0.9950144,24.73933,55.10718
3901,19.5,-0.765,-0.02039281,-0.6301814,305.5003,5684.487,-528.0035,-0.2469636,0.4670099,0.9937114,24.74308,55.11723
3902,19.505,-0.7736827,-0.02149038,-0.6281909,361.0193,5744.931,-488.8698,-0.2446288,0.468243,0.9935141,24.74754,55.1267
3903,19.51,-0.7566776,-0.03874005,-0.6310249,208.5393,5385.531,-318.4698,-0.2489292,0.4721975,0.9924899,24.75263,55.13556
3904,19.515,-0.7644032,-0.02746902,-0.6286436,281.8768,5273.775,-322.4164,-0.2566327,0.4727425,0.9950152,24.75821,55.14374
3905,19.52,-0.7449899,-0.03783335,-0.631677,196.1591,5031.345,-152.3871,-0.2585114,0.4661312,0.9955047,24.75549,55.13187
3906,19.525,-0.7626672,-0.0332913,-0.6352661,209.5244,5141.491,-19.18606,-0.2566342,0.4622414,0.9980176,24.75059,55.11387
3907,19.53,-0.762201,-0.03466656,-0.635239,162.6513,4943.562,74.14928,-0.2576708,0.4655596,1.000008,24.74626,55.09608
3908,19.535,-0.7851897,-0.02282631,-0.6439615,162.7014,4800.666,51.23712,-0.2641366,0.4742461,1.005521,24.7426,55.07901
3909,19.54,-0.7763797,-0.01961956,-0.6412109,119.6623,4360.91,16.35779,-0.2676337,0.4785737,1.007616,24.73969,55.06312
3910,19.545,-0.7778066,-0.01458038,-0.6453256,152.7796,4086.199,-8.347646,-0.2641338,0.4787453,1.008522,24.73759,55.04884
3911,19.55,-0.7758617,-0.01171566,-0.6490748,224.4014,3945.551,-7.649316,-0.2573405,0.475745,1.006581,24.73636,55.03652
3912,19.555,-0.771789,-0.02297487,-0.6526225,284.965,3821.644,-88.08511,-0.2566347,0.4727434,1.010024,24.73601,55.02649
3913,19.56,-0.7718091,-0.0206229,-0.6468213,328.0716,3778.821,-106.2685,-0.2620583,0.4681983,1.014579,24.73656,55.019
3914,19.565,-0.768003,-0.01741068,-0.6417519,358.5607,3527.025,-138.3976,-0.2671362,0.466742,1.019025,24.73802,55.01426
3915,19.57,-0.7547351,-0.02005245,-0.6379789,434.5393,3277.088,-101.9019,-0.2641674,0.4676357,1.015188,24.74037,55.01239
3916,19.575,-0.76199,-0.02352167,-0.63575,405.8902,3042.57,6.311371,-0.2566324,0.4697432,1.010022,24.74359,55.01345
3917,19.58,-0.7672753,-0.02932059,-0.6397015,232.9081,2766.701,31.25949,-0.2519484,0.4692751,1.006172,24.74761,55.01744
3918,19.585,-0.7704062,-0.02484591,-0.6367626,241.5732,2506.773,69.61742,-0.2551331,0.4712451,1.010023,24.75239,55.02426
3919,19.59,-0.7756683,-0.02375267,-0.6403751,221.3733,2214.677,51.53173,-0.2600619,0.4752064,1.012261,24.75783,55.03371
3920,19.595,-0.7817364,-0.0239658,-0.6425609,259.0801,1973.049,-57.85074,-0.2611345,0.4787468,1.011522,24.76382,55.04552
3921,19.6,-0.7819089,-0.02235184,-0.6468887,325.7523,1809.656,-157.2408,-0.2582058,0.4766701,1.005839,24.76241,55.04196
3922,19.605,-0.7804694,-0.0178377,-0.6469739,300.4185,1639.67,-331.0805,-0.2581341,0.474245,1.00552,24.75798,55.03269
3923,19.61,-0.777769,-0.02174309,-0.6467203,291.0118,1477.563,-358.4269,-0.2606041,0.4729676,1.006253,24.75414,55.02559
3924,19.615,-0.7658097,-0.02273089,-0.6441248,377.9492,1357.087,-391.552,-0.2611336,0.4727439,1.005518,24.75098,55.02074
3925,19.62,-0.7614564,-0.02604656,-0.6453177,390.4701,1222.419,-398.5667,-0.2566111,0.4698499,0.9978625,24.74858,55.01817
3926,19.625,-0.7570499,-0.02783716,-0.6428912,355.6425,1039.542,-393.8436,-0.2536335,0.4697452,0.9950175,24.74699,55.01782
3927,19.63,-0.7503092,-0.02684522,-0.6393476,338.961,887.3492,-258.5605,-0.2554956,0.4727087,0.9973109,24.74624,55.01959
3928,19.635,-0.7573488,-0.02712836,-0.6416922,322.964,802.6466,-97.86494,-0.259634,0.4757444,1.002517,24.74636,55.02339
3929,19.64,-0.755034,-0.02441092,-0.6386821,312.1812,678.3603,-40.09724,-0.2598208,0.4719261,0.9997562,24.74735,55.02905
3930,19.645,-0.7686918,-0.01971756,-0.641642,303.1893,531.5717,94.8067,-0.2581329,0.4667422,0.9965157,24.7492,55.03639
3931,19.65,-0.7696357,-0.01857014,-0.6414822,298.9429,358.5586,136.4624,-0.2566466,0.4656181,0.9949915,24.75186,55.04526
3932,19.655,-0.7786236,-0.01682318,-0.6445918,355.8008,358.0648,81.94681,-0.2551305,0.4712446,0.9980159,24.75532,55.05544
3933,19.66,-0.7855245,-0.01643365,-0.6424326,403.6168,320.4907,-13.68195,-0.2505262,0.4754781,0.9968242,24.75951,55.06675
3934,19.665,-0.775893,-0.01749102,-0.6371347,400.8782,186.7776,-131.5328,-0.2476301,0.4757446,0.9965157,24.76435,55.07897
3935,19.67,-0.7779683,-0.02397818,-0.6384931,376.3787,229.7436,-170.0129,-0.250559,0.4714528,0.9961023,24.76975,55.09185
3936,19.675,-0.7718037,-0.02668626,-0.6328687,457.5836,59.95554,-186.0937,-0.2581332,0.4682419,0.9980153,24.77561,55.10517
3937,19.68,-0.7719515,-0.03436963,-0.6349916,448.1736,11.2076,-215.1919,-0.2610537,0.4660967,0.995044,24.7748,55.10315
3938,19.685,-0.7609772,-0.03275607,-0.6303571,423.2377,-40.56612,-288.361,-0.256631,0.466742,0.9935144,24.76999,55.09171
3939,19.69,-0.7612518,-0.03088903,-0.6324712,329.4187,-107.988,-213.5482,-0.2491845,0.467438,0.9930504,24.76564,55.08093
3940,19.695,-0.7606161,-0.02708741,-0.631865,232.1942,-221.6037,-206.6881,-0.2476304,0.4697438,0.9965151,24.76185,55.07115
3941,19.7,-0.7657674,-0.02582334,-0.6402193,182.9906,-286.3252,-91.76368,-0.252603,0.4715628,0.9958898,24.75872,55.06264
3942,19.705,-0.770547,-0.02018007,-0.6430875,263.1006,-324.3518,-135.9899,-0.2596337,0.4742453,0.995014,24.7563,55.05571
3943,19.71,-0.7710869,-0.01725599,-0.6420477,304.5097,-348.2063,-88.36453,-0.2612993,0.4746974,0.9924355,24.75465,55.05059
3944,19.715,-0.778868,-0.01504506,-0.6457413,303.4895,-344.331,-100.9067,-0.2581329,0.4742444,0.9935144,24.7538,55.04748
3945,19.72,-0.7735693,-0.01532587,-0.6421062,355.976,-389.6855,-188.8181,-0.2542868,0.4715219,0.9935234,24.75377,55.04654
3946,19.725,-0.7765248,-0.01790113,-0.643543,339.4543,-351.0994,-225.5783,-0.2551325,0.4697427,0.9965163,24.75457,55.04792
3947,19.73,-0.769229,-0.02164879,-0.6379288,443.8288,-389.3775,-293.0183,-0.2577181,0.4679493,0.9983029,24.7562,55.05169
3948,19.735,-0.7676994,-0.02519429,-0.6367359,444.9984,-472.42,-296.6245,-0.2581324,0.4682422,1.001016,24.75862,55.05786
3949,19.74,-0.7637237,-0.02711836,-0.6337849,424.9056,-488.3094,-306.1709,-0.2545669,0.4679328,0.9978547,24.76183,55.06644
3950,19.745,-0.7630194,-0.02794413,-0.6323042,364.4048,-457.3451,-224.3423,-0.2521307,0.4682425,0.9935135,24.76575,55.0773
3951,19.75,-0.7671308,-0.02920855,-0.6351693,284.1001,-481.9432,-207.9148,-0.2521273,0.4678307,0.9888092,24.77031,55.09027
3952,19.755,-0.766661,-0.02721321,-0.6343194,312.0392,-531.4479,-171.8031,-0.2536318,0.4697432,0.9920145,24.77543,55.10512
3953,19.76,-0.7712127,-0.02694641,-0.6393737,329.3124,-520.8054,-88.69775,-0.2542397,0.4710468,0.9964041,24.77488,55.10801
3954,19.765,-0.768432,-0.02337101,-0.6367608,357.3803,-501.981,-155.9339,-0.256633,0.4712431,0.9995161,24.76956,55.10081
3955,19.77,-0.7712442,-0.02421581,-0.642929,267.8264,-494.6105,-196.1995,-0.259068,0.4686134,0.9958729,24.76482,55.09525
3956,19.775,-0.76781,-0.02224442,-0.642788,281.0623,-492.3922,-286.1516,-0.2581318,0.4682425,0.9950149,24.76078,55.09149
3957,19.78,-0.7665425,-0.023228,-0.6447418,277.4971,-526.627,-244.5168,-0.2522456,0.4689135,0.995436,24.75753,55.08954
3958,19.785,-0.766631,-0.02059926,-0.6445758,377.9881,-539.226,-245.32,-0.2491306,0.469743,0.9965137,24.75513,55.08939
3959,19.79,-0.7620109,-0.02163778,-0.6445881,369.5868,-548.5942,-189.7211,-0.2523153,0.4682853,0.9909313,24.75364,55.09098
3960,19.795,-0.7654861,-0.02206492,-0.6478091,391.8946,-576.0788,-222.8812,-0.2581329,0.4697441,0.9875119,24.75308,55.0942
3961,19.8,-0.7606874,-0.02115869,-0.6445764,371.7686,-566.8889,-207.7467,-0.2588924,0.4722438,0.9868397,24.75348,55.09893
3962,19.805,-0.7705598,-0.02016646,-0.6484392,348.7422,-546.274,-184.9281,-0.2566327,0.4727434,0.9905131,24.75482,55.10498
3963,19.81,-0.7635868,-0.02057883,-0.643047,401.0322,-607.7097,-208.2397,-0.2553958,0.468198,0.9912311,24.7571,55.11221
3964,19.815,-0.7765143,-0.02218595,-0.648523,389.5693,-530.1062,-152.573,-0.2566321,0.4667425,0.9950152,24.76027,55.12043
3965,19.82,-0.764617,-0.02206253,-0.640716,424.1046,-559.2452,-232.3729,-0.2559369,0.4695984,0.9978071,24.76429,55.12941
3966,19.825,-0.7763723,-0.02372502,-0.6442646,414.2339,-488.5148,-206.1151,-0.2536304,0.4727431,0.9980142,24.7691,55.13897
3967,19.83,-0.7643382,-0.02553229,-0.6391932,462.5511,-564.4286,-297.0607,-0.2507329,0.4690587,0.9903494,24.7746,55.14889
3968,19.835,-0.7703888,-0.02707821,-0.6403775,378.5631,-467.714,-208.7911,-0.2491288,0.4652418,0.9875128,24.78067,55.15892
3969,19.84,-0.7639967,-0.02903806,-0.6410635,334.715,-545.558,-223.6754,-0.2476929,0.4660977,0.9909217,24.78195,55.15718
3970,19.845,-0.7671632,-0.02749825,-0.6410319,312.6437,-496.2668,-208.1025,-0.2491311,0.4712434,0.9980159,24.77758,55.14182
3971,19.85,-0.7636075,-0.02553345,-0.6438469,316.7478,-519.8188,-244.0978,-0.2539923,0.4718663,0.9973108,24.77374,55.12676
3972,19.855,-0.7656077,-0.02143916,-0.6435978,247.4754,-541.6192,-183.4472,-0.2611354,0.4697435,0.9965163,24.77054,55.11236
3973,19.86,-0.765816,-0.0194077,-0.6475017,264.0523,-588.9246,-201.9822,-0.2645376,0.4688185,0.997504,24.76805,55.09897
3974,19.865,-0.7680453,-0.01785738,-0.6465766,352.6294,-535.8387,-220.3527,-0.2626338,0.4727442,1.001016,24.76634,55.08691
3975,19.87,-0.7697374,-0.01762522,-0.6488817,335.1284,-531.2115,-217.647,-0.2566608,0.4742329,0.9968269,24.76543,55.07649
3976,19.875,-0.7691346,-0.01972278,-0.6480695,393.1244,-525.9161,-223.4242,-0.2521304,0.4712414,0.9920142,24.76535,55.06794
3977,19.88,-0.7680938,-0.01871461,-0.6465335,428.9799,-519.3807,-228.416,-0.2505868,0.4655285,0.9900859,24.76612,55.0615
3978,19.885,-0.7697288,-0.02220375,-0.6454944,467.5086,-504.0833,-208.7291,-0.2521304,0.4652415,0.9950141,24.76771,55.05738
3979,19.89,-0.767113,-0.02216147,-0.6386606,454.5278,-528.4692,-233.3024,-0.2528366,0.4680883,0.9953247,24.77012,55.05572
3980,19.895,-0.7689147,-0.026274,-0.6399392,393.4678,-535.0768,-217.9295,-0.2521299,0.4697418,0.9920122,24.77331,55.05659
3981,19.9,-0.7669203,-0.02490715,-0.634746,400.3726,-544.6299,-217.3043,-0.2500715,0.4658206,0.9861583,24.77724,55.06007
3982,19.905,-0.7700075,-0.02832907,-0.6365986,384.6823,-533.8784,-219.4887,-0.249128,0.4637419,0.9875122,24.78183,55.06608
3983,19.91,-0.7709671,-0.02568471,-0.6355388,396.958,-520.5201,-247.3794,-0.247367,0.4668441,0.9909022,24.78701,55.07453
3984,19.915,-0.7684339,-0.02615901,-0.6371255,368.1323,-519.5408,-197.9217,-0.2446265,0.4742456,0.9950141,24.79266,55.08518
3985,19.92,-0.7728176,-0.02450765,-0.6379763,303.1184,-533.2995,-210.6747,-0.2420981,0.4772215,0.9931386,24.79432,55.0881
3986,19.925,-0.7667483,-0.02288455,-0.6370926,304.2488,-538.8028,-212.3049,-0.2446285,0.4757444,0.9920134,24.78933,55.07735
3987,19.93,-0.7747964,-0.02393814,-0.6420599,312.5414,-522.2499,-200.5329,-0.2504123,0.470864,0.9909172,24.7848,55.06862
3988,19.935,-0.7637481,-0.02216538,-0.6387281,351.4717,-533.0712,-261.1515,-0.255132,0.4667403,0.9935135,24.78082,55.062
3989,19.94,-0.7746706,-0.02100079,-0.6441503,341.2262,-495.0457,-222.3347,-0.255194,0.462005,0.992739,24.7775,55.05753
3990,19.945,-0.7623296,-0.02005358,-0.638376,347.1914,-581.7245,-283.5656,-0.2551325,0.4607403,0.9920131,24.7749,55.05519
3991,19.95,-0.773816,-0.02082534,-0.6417749,328.6998,-530.5118,-243.872,-0.2568792,0.4636507,0.9898464,24.77307,55.05486
3992,19.955,-0.7647675,-0.0205581,-0.6374899,344.2584,-538.2895,-251.9517,-0.2581284,0.4712454,0.9920131,24.77205,55.0564
3993,19.96,-0.7747595,-0.02163923,-0.6396768,359.0868,-534.3959,-225.0119,-0.2529825,0.4760009,0.9922872,24.77185,55.05961
3994,19.965,-0.7671363,-0.02314185,-0.6380992,368.6749,-603.5618,-253.7564,-0.2446265,0.4757444,0.9920125,24.7725,55.06429
3995,19.97,-0.7700067,-0.02212853,-0.6354295,390.519,-510.5894,-234.2868,-0.240186,0.4701651,0.9882646,24.77398,55.07021
3996,19.975,-0.7671877,-0.02596972,-0.6367778,396.4056,-564.8945,-235.7992,-0.2446277,0.4667422,0.9890124,24.77628,55.0771
3997,19.98,-0.7687688,-0.02608304,-0.634648,375.0841,-532.7758,-197.0051,-0.2505542,0.467146,0.9906704,24.77935,55.08471
3998,19.985,-0.7709968,-0.02762252,-0.6367939,323.5115,-527.258,-228.0602,-0.2506285,0.4712431,0.9935132,24.78315,55.09279
3999,19.99,-0.7675165,-0.02851783,-0.6331595,403.1493,-526.2302,-291.2971,-0.2453506,0.4716978,0.9912229,24.78759,55.10108
4000,19.995,-0.7687336,-0.02772134,-0.635829,368.3537,-537.0507,-245.8794,-0.244628,0.4682413,0.9905126,24.79259,55.10931
4001,20,-0.7669936,-0.02578669,-0.6373878,303.2803,-537.6096,-229.4006,-0.2492137,0.4630387,0.9898552,24.79455,55.10947
4002,20.005,-0.7661895,-0.02359214,-0.6392126,308.4627,-561.0605,-219.4204,-0.2521296,0.4637419,0.9920134,24.78907,55.09187
4003,20.01,-0.7657844,-0.02413306,-0.6412356,285.534,-522.9519,-187.3459,-0.248821,0.4687057,0.9913975,24.78411,55.07427
4004,20.015,-0.7632562,-0.02000824,-0.6405405,359.4512,-491.9337,-211.1764,-0.2476295,0.4742444,0.9935141,24.7798,55.05705
4005,20.02,-0.7668685,-0.02072855,-0.6451573,311.5719,-521.0515,-198.1957,-0.2517708,0.4735026,0.9944797,24.77621,55.0406
4006,20.025,-0.7647113,-0.01806519,-0.6428136,333.7361,-589.4207,-251.264,-0.2551308,0.4697427,0.9950132,24.77342,55.02529
4007,20.03,-0.769302,-0.01940254,-0.6464406,336.0992,-528.042,-192.6685,-0.2516152,0.466406,0.989862,24.77149,55.01147
4008,20.035,-0.7662798,-0.02015938,-0.6425526,359.5882,-503.954,-198.3456,-0.24913,0.4682427,0.987511,24.77044,54.99952
4009,20.04,-0.7662113,-0.0213694,-0.6423911,410.3537,-571.2861,-200.8519,-0.2522262,0.4705395,0.9869506,24.77027,54.98974
4010,20.045,-0.7670247,-0.02283362,-0.6421121,433.0894,-553.2086,-264.6104,-0.2551291,0.4712425,0.9890104,24.77101,54.98243
4011,20.05,-0.7642468,-0.0245151,-0.6395578,431.4158,-513.6067,-247.5812,-0.2507931,0.4686525,0.9862546,24.77262,54.97786
4012,20.055,-0.7688129,-0.02397449,-0.6425326,363.1456,-552.6846,-224.294,-0.2476304,0.4682427,0.9860119,24.77508,54.97624
4013,20.06,-0.7623994,-0.02480544,-0.6377926,344.9965,-579.2182,-240.2197,-0.2523911,0.4693269,0.9887888,24.77834,54.97773
4014,20.065,-0.7713866,-0.02574925,-0.6419351,363.5822,-566.4597,-207.2473,-0.2596329,0.4712434,0.9965154,24.78232,54.9824
4015,20.07,-0.7635682,-0.02538337,-0.6393484,376.496,-569.8588,-265.2976,-0.2582577,0.4701942,0.9984451,24.78694,54.99025
4016,20.075,-0.7727932,-0.02494163,-0.6445319,306.8258,-523.0694,-245.5215,-0.2521304,0.469743,0.9965143,24.79208,55.00117
4017,20.08,-0.7645305,-0.02301588,-0.6410675,310.5056,-570.4927,-252.2004,-0.2495722,0.4694284,0.9910256,24.79502,55.00915
4018,20.085,-0.7702007,-0.02218897,-0.6444571,336.7913,-517.5402,-212.4363,-0.2521304,0.4697424,0.9905123,24.78956,55.00048
4019,20.09,-0.7629076,-0.02250209,-0.6440694,370.1656,-538.3287,-178.3049,-0.2527957,0.4675041,0.9900866,24.78454,54.99479
4020,20.095,-0.7670466,-0.0198265,-0.6452644,330.5391,-554.4146,-196.9158,-0.2521316,0.4667422,0.9905117,24.78004,54.99225
4021,20.1,-0.7641562,-0.02072214,-0.6477177,306.2178,-529.5764,-256.7947,-0.2535491,0.4677874,0.9874098,24.77616,54.99288
4022,20.105,-0.7666745,-0.01885159,-0.6451405,367.3622,-454.3625,-223.4501,-0.2581335,0.471244,0.9875107,24.77295,54.99667
4023,20.11,-0.7656409,-0.02073627,-0.6474185,385.2648,-529.2952,-219.2945,-0.2600756,0.4723046,0.9870446,24.77045,55.00346
4024,20.115,-0.7668101,-0.01972383,-0.6431881,403.4487,-503.6006,-180.3394,-0.258132,0.4727448,0.9875107,24.76869,55.01306
4025,20.12,-0.7680117,-0.02337311,-0.6448063,444.3619,-534.6854,-202.527,-0.2536719,0.4726157,0.9849827,24.76769,55.0252
4026,20.125,-0.7685107,-0.02460432,-0.6430141,406.831,-547.087,-227.0743,-0.2506291,0.4742447,0.9875136,24.76744,55.03952
4027,20.13,-0.7660618,-0.02475243,-0.6399128,404.9042,-562.0997,-209.8896,-0.2488162,0.4738961,0.9913242,24.76796,55.05571
4028,20.135,-0.7682,-0.02595459,-0.6407521,444.9755,-541.3778,-184.5254,-0.2491294,0.4727442,0.9950141,24.7692,55.07331
4029,20.14,-0.7646009,-0.02572324,-0.636939,415.7959,-548.8124,-251.5325,-0.250165,0.4706266,0.99211,24.77113,55.09194
4030,20.145,-0.7719694,-0.02668772,-0.6411771,381.2147,-557.1439,-191.6978,-0.2521307,0.4712437,0.9920142,24.77372,55.11113
4031,20.15,-0.7648574,-0.02390793,-0.6357512,349.8967,-589.3997,-188.1877,-0.2531062,0.4715506,0.9941998,24.7769,55.13041
4032,20.155,-0.7731075,-0.02479092,-0.6408075,306.1779,-547.975,-185.219,-0.2536306,0.4712434,0.9980153,24.78057,55.1493
4033,20.16,-0.767157,-0.02228023,-0.6371989,267.7481,-516.0078,-228.6861,-0.2523042,0.4690386,0.9950779,24.7829,55.16344
4034,20.165,-0.7727065,-0.02340653,-0.6425951,294.5883,-509.4522,-198.8017,-0.2506299,0.4697435,0.9935144,24.77599,55.1551
4035,20.17,-0.7697391,-0.02164707,-0.6422316,275.5818,-534.998,-286.6891,-0.2497083,0.471384,0.9937592,24.76957,55.14567
4036,20.175,-0.7682833,-0.02068687,-0.641627,280.0926,-500.8276,-240.6103,-0.2521307,0.4727448,0.9965143,24.76375,55.13534
4037,20.18,-0.7711908,-0.02004715,-0.6427359,376.4064,-519.9865,-216.3137,-0.2544266,0.4717353,0.993103,24.75867,55.12431
4038,20.185,-0.7659184,-0.0208448,-0.6389789,356.8617,-548.3224,-210.2836,-0.2536301,0.4742464,0.9905126,24.75442,55.11275
4039,20.19,-0.7726339,-0.02224426,-0.6418946,372.0975,-535.7614,-207.0853,-0.2493545,0.4785619,0.9893808,24.75107,55.10093
4040,20.195,-0.7646689,-0.02309901,-0.6371256,445.5612,-523.5677,-229.2923,-0.2476286,0.4802458,0.9920125,24.74869,55.08902
4041,20.2,-0.7752684,-0.02359286,-0.6409113,394.3269,-517.5916,-177.0752,-0.2489849,0.4736881,0.9900559,24.74732,55.07727
4042,20.205,-0.7644735,-0.02403962,-0.6361794,401.7201,-572.0762,-188.5443,-0.2506296,0.4667425,0.9890133,24.74698,55.06592
4043,20.21,-0.7738932,-0.02550479,-0.6381052,366.0015,-550.1777,-160.8584,-0.2496795,0.4650843,0.9890007,24.7477,55.05521
4044,20.215,-0.7654791,-0.02796948,-0.6358766,360.4329,-580.5007,-226.287,-0.2506305,0.4697435,0.9935138,24.74946,55.04538
4045,20.22,-0.7733779,-0.02580028,-0.6357136,342.4766,-517.3104,-222.7369,-0.2537919,0.472416,0.9940222,24.75225,55.03662
4046,20.225,-0.7662499,-0.02752262,-0.6364552,367.6061,-570.3318,-269.5154,-0.25513,0.4727442,0.9935138,24.75602,55.02913
4047,20.23,-0.7706907,-0.0236035,-0.6352711,349.9274,-533.0574,-256.6952,-0.2499436,0.4712466,0.9912772,24.76069,55.02302
4048,20.235,-0.7678981,-0.02479696,-0.639443,319.1445,-520.6809,-280.3179,-0.2446282,0.4712434,0.9935138,24.76619,55.0184
4049,20.24,-0.7715015,-0.02232154,-0.6368996,333.9939,-481.6461,-216.101,-0.2459931,0.4700248,0.9937782,24.77151,55.01335
4050,20.245,-0.7686526,-0.02250673,-0.6403189,251.155,-538.1917,-208.4591,-0.2536309,0.469743,0.9935135,24.767,54.98671
4051,20.25,-0.7702649,-0.02083979,-0.6402306,265.2272,-512.8804,-222.032,-0.2568095,0.4692092,0.9903526,24.76319,54.96212
4052,20.255,-0.7664021,-0.02101252,-0.6422078,295.1494,-547.9581,-236.499,-0.2521299,0.469743,0.9920134,24.7602,54.94001
4053,20.26,-0.770733,-0.02133049,-0.6436935,335.8142,-518.1298,-289.7255,-0.2462147,0.4688956,0.9933581,24.75809,54.92078
4054,20.265,-0.7658869,-0.02102673,-0.6404172,384.2032,-546.264,-277.7886,-0.2491306,0.4697432,0.9935124,24.75692,54.90473
4055,20.27,-0.7700931,-0.02371201,-0.6430271,347.7688,-545.6556,-249.7369,-0.2564883,0.4704886,0.9875993,24.75673,54.89207
4056,20.275,-0.7636243,-0.02214169,-0.6383891,389.3761,-575.2088,-275.3956,-0.2581318,0.4712437,0.9860122,24.75751,54.88293
4057,20.28,-0.7726824,-0.02460603,-0.644187,433.0608,-532.2457,-212.2997,-0.2515719,0.4700283,0.9894342,24.75928,54.87743
