Id,Time,AccX,AccY,AccZ,GyroX,GyroY,GyroZ,MagX,MagY,MagZ,Temp,Humi
12452,62.255,0.1524468,-0.04879054,0.9988645,731.2385,-33864.61,-1689.125,-0.1575792,0.5552872,-0.06753607,25.12924,54.68001
12453,62.26,0.1058595,-0.04900198,0.9916766,718.4678,-33408.18,-1415.191,-0.1524651,0.5565398,-0.07048216,25.13157,54.67857
12454,62.265,0.1713326,-0.05505384,0.9942629,614.5696,-33861.57,-1327.136,-0.1515824,0.5552855,-0.07053362,25.13478,54.67776
12455,62.27,0.1273815,-0.04045675,0.9847597,703.011,-33936.3,-1127.678,-0.1564917,0.5523055,-0.06619868,25.13882,54.67756
12456,62.275,0.1301495,-0.05415589,0.9832948,612.1901,-34605.68,-1067.908,-0.1620844,0.550782,-0.06303433,25.1436,54.67794
12457,62.28,0.1899885,-0.05572389,0.9913383,605.4114,-35153.8,-1120.902,-0.1630081,0.5467266,-0.06442317,25.14902,54.67879
12458,62.285,0.1491584,-0.04553846,0.9928523,665.9615,-34935.26,-860.7228,-0.1635897,0.5432815,-0.0675355,25.14525,54.65899
12459,62.29,0.1485351,-0.0546684,0.9875945,551.2651,-34970.97,-648.7413,-0.1688118,0.541649,-0.06843291,25.14033,54.63603
12460,62.295,0.08145572,-0.04427245,0.9679737,657.5071,-35339.16,-843.6923,-0.177091,0.5447823,-0.06903686,25.13612,54.61416
12461,62.3,0.1733132,-0.05593499,0.978066,588.7206,-37068.84,-1444.989,-0.1800915,0.5469882,-0.07101492,25.13274,54.59371
12462,62.305,0.1729008,-0.05197652,0.9820802,666.4614,-36846.07,-1427.666,-0.1755868,0.5462762,-0.07203554,25.13025,54.575
12463,62.31,0.117589,-0.04590444,0.9810613,854.0989,-36467.08,-1355.54,-0.1681645,0.5388469,-0.06971628,25.1287,54.55826
12464,62.315,0.1999152,-0.06055374,0.9874764,721.9929,-37106.57,-1475.938,-0.1650877,0.5297723,-0.06753607,25.12812,54.54374
12465,62.32,0.1577495,-0.04416982,0.9756844,800.7111,-37049.26,-1458.449,-0.1670907,0.5232556,-0.06840316,25.12851,54.53158
12466,62.325,0.1929313,-0.04793179,0.9722759,718.903,-37692.7,-1512.378,-0.1710885,0.5252728,-0.07053706,25.12988,54.52198
12467,62.33,0.2197198,-0.05419385,0.9758784,702.6486,-37681.29,-1298.155,-0.1722585,0.5288361,-0.07089386,25.13219,54.51505
12468,62.335,0.2248089,-0.04588064,0.9817759,786.1688,-37543.63,-1120.452,-0.1710902,0.5282709,-0.07204183,25.13541,54.51091
12469,62.34,0.1167462,-0.04277026,0.9666737,862.322,-37552.14,-1011.548,-0.1710421,0.5224182,-0.07687288,25.13947,54.50965
12470,62.345,0.1816265,-0.05646448,0.9720903,876.8125,-39125.23,-1516.822,-0.175592,0.522273,-0.08404634,25.14431,54.51136
12471,62.35,0.2330242,-0.0562747,0.9726852,841.7022,-39011.15,-1411.191,-0.1802118,0.5273376,-0.08918554,25.14982,54.51603
12472,62.355,0.1685739,-0.05371372,0.9683878,986.5898,-38102.22,-1049.177,-0.1785861,0.5297672,-0.0915462,25.15589,54.52365
12473,62.36,0.2091937,-0.05014556,0.9751991,971.4366,-38538.62,-1038.006,-0.1697013,0.5211043,-0.09147274,25.16238,54.53419
12474,62.365,0.1769467,-0.04379848,0.9744945,957.7133,-38626.37,-949.9868,-0.1620844,0.511767,-0.08854122,25.16031,54.52841
12475,62.37,0.2094066,-0.0583653,0.9789164,737.5345,-39032.35,-954.5992,-0.16085,0.5106037,-0.08229914,25.15589,54.52001
12476,62.375,0.2211881,-0.04748977,0.9773506,658.9055,-38888.04,-871.9926,-0.1635846,0.5177673,-0.07654016,25.15188,54.51518
12477,62.38,0.2191842,-0.03460022,0.9771107,698.9807,-38660,-845.5711,-0.1641904,0.5204012,-0.07515098,25.14837,54.51426
12478,62.385,0.1446022,-0.03064114,0.9649969,707.9774,-38925.44,-970.7911,-0.1635863,0.5162624,-0.07804094,25.14542,54.51752
12479,62.39,0.2356768,-0.0538262,0.9748639,578.2501,-40535.4,-1422.945,-0.1645302,0.5083422,-0.08032214,25.14307,54.52512
12480,62.395,0.2440171,-0.05546016,0.9712289,601.3075,-40092.25,-1279.966,-0.1680892,0.5042614,-0.07954114,25.14135,54.53717
12481,62.4,0.2224268,-0.05157438,0.961935,756.4789,-39748.99,-1140.52,-0.1714881,0.5029285,-0.07784645,25.14029,54.55362
12482,62.405,0.2369069,-0.05429387,0.9521613,727.6732,-40136.25,-981.476,-0.1740878,0.5057645,-0.079544,25.13988,54.57439
12483,62.41,0.2244658,-0.04984716,0.9515651,828.4509,-40407.84,-979.8245,-0.1734047,0.5096778,-0.08379225,25.14014,54.59926
12484,62.415,0.2605413,-0.05160372,0.9572509,804.3791,-40686.26,-1046.126,-0.1680824,0.5132609,-0.08704617,25.14105,54.62791
12485,62.42,0.2619864,-0.05181494,0.9630639,875.9577,-40333.65,-845.2065,-0.1597103,0.5097693,-0.08804261,25.14258,54.6599
12486,62.425,0.2297965,-0.03985167,0.967625,991.8499,-40450.1,-762.0636,-0.1560842,0.5012553,-0.09004772,25.14471,54.69471
12487,62.43,0.2449009,-0.04117464,0.9707937,842.3712,-41589.85,-1030.337,-0.1596148,0.4920947,-0.09300799,25.14738,54.73169
12488,62.435,0.2731774,-0.050878,0.9695008,636.4435,-41792.62,-983.5845,-0.1650842,0.4907561,-0.09304584,25.15052,54.77007
12489,62.44,0.2203155,-0.0502978,0.9580633,706.1938,-40773.64,-673.056,-0.1650115,0.494188,-0.08897056,25.15405,54.80902
12490,62.445,0.2487532,-0.05388229,0.9618291,735.8707,-40835.64,-706.1064,-0.1620861,0.4967518,-0.08704845,25.14993,54.83038
12491,62.45,0.2358294,-0.04305216,0.9605942,857.15,-40997.19,-778.7902,-0.1624596,0.4911121,-0.09099059,25.14264,54.84315
12492,62.455,0.2629659,-0.05148319,0.9652256,889.1785,-41377.54,-860.5755,-0.1680875,0.4832506,-0.09604625,25.13589,54.85457
12493,62.46,0.2919105,-0.06241324,0.9692381,883.0687,-40966.3,-591.8655,-0.171911,0.4799707,-0.09443936,25.12981,54.86419
12494,62.465,0.2608215,-0.05361181,0.9640551,1043.96,-40483.93,-399.0259,-0.1695837,0.4847478,-0.08704158,25.12452,54.87156
12495,62.47,0.226685,-0.03840731,0.9530746,1018.923,-41212.92,-578.9402,-0.1628584,0.4858443,-0.0801123,25.12011,54.87622
12496,62.475,0.3229706,-0.05487253,0.9562675,774.4561,-42104.04,-716.9233,-0.1590846,0.4772417,-0.07804323,25.11668,54.87778
12497,62.48,0.3050569,-0.04701243,0.9544164,912.9161,-41196.21,-395.7272,-0.1605245,0.4643817,-0.08005412,25.11426,54.87585
12498,62.485,0.2659085,-0.03491529,0.9603766,1073.356,-40979.64,-194.7375,-0.1650877,0.4637455,-0.08555054,25.11292,54.87016
12499,62.49,0.2447014,-0.04907873,0.9587201,931.2935,-41220.48,-88.83939,-0.1683244,0.473291,-0.09366028,25.11269,54.86053
12500,62.495,0.2775197,-0.06407815,0.9532029,780.5054,-41627.66,-409.8388,-0.1710885,0.4787476,-0.1020528,25.11356,54.84687
12501,62.5,0.3293121,-0.0524276,0.9570736,727.3771,-41612.46,-678.7874,-0.1752843,0.4698691,-0.1062525,25.11553,54.82921
12502,62.505,0.26376,-0.0263313,0.947639,914.3757,-40649.71,-550.191,-0.1815945,0.4607423,-0.1050509,25.11857,54.80771
12503,62.51,0.2554342,-0.03524864,0.9432382,955.279,-41125.49,-813.8865,-0.1851607,0.4625391,-0.1005335,25.12263,54.78262
12504,62.515,0.3363724,-0.05643718,0.9587646,766.802,-42326.09,-1083.594,-0.1830901,0.4712403,-0.0960451,25.12762,54.75429
12505,62.52,0.3009145,-0.06298958,0.9547749,677.9842,-41436.76,-735.5614,-0.1762283,0.4707583,-0.09100766,25.13344,54.72319
12506,62.525,0.2922785,-0.0630296,0.9497058,764.2081,-40812.6,-724.6138,-0.1710914,0.4622356,-0.08403946,25.1329,54.67454
12507,62.53,0.342859,-0.04203147,0.9516309,829.0291,-40986,-755.707,-0.1716312,0.45426,-0.07639541,25.12865,54.61506
12508,62.535,0.3187138,-0.02925023,0.9488403,870.0014,-40945.52,-576.1296,-0.1785987,0.4532333,-0.07354204,25.12525,54.5556
12509,62.54,0.3302859,-0.0458447,0.9495559,752.9936,-41029.63,-440.1653,-0.1876608,0.4524164,-0.07724062,25.12278,54.49747
12510,62.545,0.3608785,-0.06259995,0.948267,795.702,-40304.02,-63.71716,-0.1951009,0.4502306,-0.08404634,25.12129,54.44196
12511,62.55,0.2866219,-0.04840315,0.9328158,1025.334,-39763.53,115.1329,-0.1973354,0.446418,-0.0890381,25.12083,54.3903
12512,62.555,0.3055859,-0.04641729,0.9355766,1019.576,-40975.96,-378.3031,-0.1950986,0.4442281,-0.09154449,25.12142,54.34367
12513,62.56,0.3791443,-0.05087698,0.9488055,908.4728,-41022.57,-404.1533,-0.1907451,0.4412663,-0.09039623,25.12306,54.30313
12514,62.565,0.3155395,-0.03385003,0.9528338,1057.594,-39885.84,-150.2164,-0.1890995,0.4397263,-0.08403832,25.12573,54.26963
12515,62.57,0.318326,-0.04324337,0.9598516,934.8796,-39969.36,-275.3241,-0.190892,0.4380445,-0.07459653,25.12941,54.24397
12516,62.575,0.317308,-0.05528435,0.9527343,817.8514,-39729.58,-326.1253,-0.1935967,0.4367236,-0.07054107,25.13403,54.22677
12517,62.58,0.3669735,-0.05550348,0.9473403,725.2343,-39859.93,-548.8422,-0.1915036,0.4332925,-0.07508376,25.13955,54.21844
12518,62.585,0.3456364,-0.04172315,0.9408455,725.663,-39307.23,-465.8505,-0.1845926,0.4307199,-0.08254498,25.1459,54.21917
12519,62.59,0.3310792,-0.05387327,0.9330238,764.6506,-38548.84,-204.7929,-0.1776266,0.427028,-0.08628339,25.15295,54.2289
12520,62.595,0.3337672,-0.0544255,0.9211473,854.864,-38894.49,-502.4655,-0.177095,0.4232201,-0.08854866,25.16061,54.24734
12521,62.6,0.4022293,-0.05784556,0.9274484,829.2436,-39806.71,-849.7799,-0.1816745,0.4207885,-0.09246322,25.16875,54.27393
12522,62.605,0.3947909,-0.0550959,0.9225052,880.3831,-38887.99,-503.419,-0.1860957,0.4262244,-0.09604968,25.17103,54.29449
12523,62.61,0.3823519,-0.04644385,0.9174326,1097.523,-38115.86,-288.3464,-0.1860272,0.434357,-0.09604391,25.16831,54.31024
12524,62.615,0.3554781,-0.05047965,0.9151087,1120.754,-37745.61,-20.33008,-0.1845955,0.4367202,-0.09605139,25.16603,54.33207
12525,62.62,0.3826861,-0.04992198,0.9261338,1136.797,-37975.02,37.92747,-0.1843012,0.4286983,-0.09864131,25.16425,54.3592
12526,62.625,0.3880922,-0.03363729,0.939637,1129.343,-37715.65,76.04874,-0.1845926,0.4217198,-0.1005491,25.16305,54.39069
12527,62.63,0.3499931,-0.04144483,0.9440468,1116.752,-36982.56,239.6336,-0.1815864,0.4219548,-0.09743447,25.16249,54.42543
12528,62.635,0.3641589,-0.06245271,0.9390809,982.2803,-36619.1,304.5788,-0.1770922,0.4262182,-0.0930487,25.16261,54.46231
12529,62.64,0.3319588,-0.04423481,0.9270694,1001.446,-36681.48,-60.71582,-0.1752366,0.4244291,-0.09223779,25.16342,54.50007
12530,62.645,0.401623,-0.03881079,0.9372515,772.8083,-37602.52,-618.1786,-0.1785935,0.420219,-0.09455062,25.16494,54.53753
12531,62.65,0.4043705,-0.04242121,0.929424,609.159,-36669.93,-394.4325,-0.1820976,0.4197008,-0.09639275,25.16717,54.57352
12532,62.655,0.4158213,-0.0454812,0.918471,685.9558,-36013.98,-187.3977,-0.1815922,0.4247174,-0.09905523,25.17008,54.60696
12533,62.66,0.4088045,-0.04647156,0.9129767,613.6963,-35638.17,82.97932,-0.1776999,0.4252189,-0.1040924,25.17364,54.63684
12534,62.665,0.3726275,-0.05244429,0.9058207,728.324,-35263.02,168.6458,-0.1770939,0.4187126,-0.1095578,25.17782,54.66235
12535,62.67,0.4233365,-0.06188567,0.9101258,708.1471,-35457.25,60.16414,-0.1806373,0.4097778,-0.1119926,25.18253,54.68278
12536,62.675,0.4072249,-0.04971679,0.9135395,813.2549,-34797.91,156.2254,-0.183089,0.4082128,-0.1125571,25.18771,54.69763
12537,62.68,0.4172793,-0.04896836,0.9242605,853.425,-34319.19,214.5465,-0.1778408,0.411322,-0.1122096,25.19324,54.70652
12538,62.685,0.3759595,-0.04042778,0.9194251,796.926,-33625.53,259.3182,-0.1680847,0.4127089,-0.1095532,25.19371,54.69781
12539,62.69,0.3718492,-0.03575902,0.9162207,766.4567,-34013.35,-294.7977,-0.1609912,0.4070204,-0.1040135,25.18821,54.66991
12540,62.695,0.4299934,-0.04781645,0.9151697,522.1318,-34382.32,-665.2339,-0.1620895,0.4007055,-0.1005543,25.18307,54.63708
12541,62.7,0.4360562,-0.0492373,0.9116625,582.5717,-33288.06,-439.2765,-0.1689682,0.396943,-0.1022602,25.17839,54.6003
12542,62.705,0.4289485,-0.04093813,0.9138708,666.8068,-32612.46,-272.3512,-0.1770916,0.3962049,-0.1065563,25.17426,54.5607
12543,62.71,0.4142441,-0.04387507,0.9091293,569.2888,-32021.99,-117.6264,-0.180205,0.3948858,-0.1088127,25.17076,54.51949
12544,62.715,0.4249766,-0.05379121,0.9025081,583.1562,-31645.95,-208.2855,-0.1770899,0.3962049,-0.1095555,25.16794,54.47795
12545,62.72,0.4248198,-0.04725011,0.8961853,602.0909,-31565.85,-325.0179,-0.1718721,0.39796,-0.1092439,25.16584,54.4374
12546,62.725,0.4360671,-0.05390031,0.8995197,700.2066,-31282.29,-165.4941,-0.1725927,0.3961992,-0.1065528,25.16449,54.39915
12547,62.73,0.4461256,-0.05725545,0.9004335,802.6427,-30800.7,-66.93455,-0.178229,0.3874883,-0.1018168,25.1639,54.36446
12548,62.735,0.4604703,-0.0505536,0.9025202,793.7863,-30228.17,3.526891,-0.1815916,0.3812,-0.1005537,25.16407,54.33452
12549,62.74,0.4101047,-0.04009985,0.8984556,796.697,-29588.46,234.7609,-0.1784738,0.3825395,-0.1036547,25.16501,54.31038
12550,62.745,0.4306925,-0.0456233,0.8976017,700.5007,-30280.34,-36.51308,-0.1755908,0.3887011,-0.1050543,25.16667,54.29292
12551,62.75,0.4904247,-0.05601543,0.9078082,611.6767,-30249.52,-181.1304,-0.1765357,0.3893939,-0.09996521,25.16902,54.28282
12552,62.755,0.4232101,-0.0408807,0.9067105,774.4261,-28831.69,60.0999,-0.1770882,0.3856978,-0.09304526,25.172,54.28052
12553,62.76,0.4228482,-0.0461055,0.9062364,651.1962,-28557.3,47.01924,-0.172172,0.3817077,-0.08866637,25.17554,54.2862
12554,62.765,0.4462039,-0.05140349,0.908888,552.2559,-28249.74,-11.07375,-0.1680909,0.3811966,-0.08554367,25.17511,54.29023
12555,62.77,0.4158313,-0.04223102,0.9013208,564.2824,-27499.78,-50.01072,-0.1710016,0.3802516,-0.08238527,25.16806,54.28673
12556,62.775,0.4211568,-0.04625807,0.8934606,529.6832,-27262.23,-240.9633,-0.1785935,0.3796964,-0.08404691,25.16162,54.29102
12557,62.78,0.4647698,-0.05248113,0.8931333,584.1354,-27266.82,-516.2504,-0.1822614,0.379148,-0.09033342,25.15594,54.30285
12558,62.785,0.4593828,-0.04789909,0.8941756,558.6176,-26691.54,-511.9685,-0.1815933,0.3796947,-0.09304469,25.15111,54.3217
12559,62.79,0.4764295,-0.04724857,0.8956057,495.9998,-26139.87,-438.1543,-0.1801396,0.3779231,-0.08771306,25.14725,54.34684
12560,62.795,0.4957236,-0.04881511,0.893784,549.5612,-25348.32,-340.1123,-0.180092,0.3751917,-0.08405034,25.14442,54.37735
12561,62.8,0.4751555,-0.04261959,0.8893103,684.2996,-24478.29,-110.2796,-0.1789092,0.3712387,-0.09063809,25.14267,54.41216
12562,62.805,0.4262459,-0.04077583,0.8824864,699.3621,-24220.07,-20.38923,-0.1770905,0.3691927,-0.1020522,25.14205,54.4501
12563,62.81,0.4665498,-0.05289137,0.8911884,558.3165,-24817.19,-387.794,-0.175062,0.3693007,-0.1059039,25.14256,54.48991
12564,62.815,0.4837949,-0.05716985,0.8977198,535.0046,-24245.67,-465.1988,-0.1740923,0.3736944,-0.1005469,25.1442,54.53033
12565,62.82,0.4510914,-0.04690666,0.8974912,687.0451,-23339.44,-412.5373,-0.1749005,0.3773497,-0.09254771,25.14695,54.5701
12566,62.825,0.4918134,-0.04918858,0.9013993,543.4655,-22961.33,-332.5584,-0.1800949,0.3766908,-0.08704388,25.15076,54.60805
12567,62.83,0.4527172,-0.045646,0.8925932,568.0658,-21864.32,-58.97029,-0.1856566,0.3704055,-0.08394312,25.15556,54.64306
12568,62.835,0.4760899,-0.05315612,0.8901654,483.1217,-21558.25,-117.8799,-0.184588,0.36619,-0.08404518,25.16127,54.67415
12569,62.84,0.4960374,-0.05170343,0.8906705,437.4591,-20911.09,-132.0879,-0.1743954,0.3660779,-0.08668196,25.16774,54.70046
12570,62.845,0.4642196,-0.03897482,0.8891275,626.6241,-20042.24,6.860494,-0.1650894,0.3676873,-0.08854294,25.17131,54.71364
12571,62.85,0.4794036,-0.0457218,0.8900024,619.9872,-19968.16,-28.96639,-0.1657171,0.3646214,-0.08581772,25.16747,54.70387
12572,62.855,0.5015029,-0.05470373,0.8892032,587.6805,-19423.12,34.86012,-0.1755954,0.3601869,-0.08104248,25.16429,54.68863
12573,62.86,0.456241,-0.0446359,0.8806587,685.418,-18526.54,166.9248,-0.1845132,0.358422,-0.07927933,25.16181,54.66842
12574,62.865,0.4947627,-0.05649268,0.8865243,655.186,-18474.94,144.346,-0.1875964,0.3616865,-0.08254384,25.16009,54.64391
12575,62.87,0.4948467,-0.05437274,0.8882324,725.9694,-17743.23,271.7893,-0.1863894,0.3631217,-0.08596565,25.15917,54.61592
12576,62.875,0.4698739,-0.04494475,0.8894395,724.6866,-17090.04,288.5002,-0.186098,0.3601834,-0.08554367,25.15904,54.58541
12577,62.88,0.5075806,-0.0508209,0.8936772,621.4858,-16641.21,272.3247,-0.1876362,0.3542318,-0.08313469,25.15971,54.55344
12578,62.885,0.4647256,-0.0412017,0.8893124,730.5974,-15524.95,354.7552,-0.1905992,0.3526847,-0.08404347,25.16112,54.52116
12579,62.89,0.4738735,-0.04676258,0.8966757,615.0028,-15362.12,248.7852,-0.1921782,0.3551275,-0.0863371,25.16326,54.48972
12580,62.895,0.4635527,-0.04721043,0.8978576,550.4104,-14908.19,117.599,-0.1920994,0.3586855,-0.08404118,25.1661,54.46035
12581,62.9,0.456573,-0.04322874,0.8948544,501.6121,-14614.56,-171.4266,-0.1911147,0.3589035,-0.07800151,25.16954,54.43418
12582,62.905,0.4980327,-0.04776071,0.8925269,280.7942,-14607.74,-458.1151,-0.1920994,0.3586838,-0.07804495,25.17353,54.41229
12583,62.91,0.5048721,-0.04984832,0.8886819,221.89,-13706.61,-416.6745,-0.193218,0.3573381,-0.08550479,25.178,54.39563
12584,62.915,0.507113,-0.04951262,0.8846901,200.2909,-12800.85,-286.1351,-0.1920976,0.3541803,-0.09004372,25.18284,54.38497
12585,62.92,0.505659,-0.05129999,0.8765826,216.1562,-12157.12,-211.6622,-0.1885196,0.3483438,-0.08588695,25.18796,54.38088
12586,62.925,0.5145978,-0.05248149,0.8721542,287.8632,-11724.86,-165.048,-0.1875982,0.3466816,-0.08254498,25.19056,54.37799
12587,62.93,0.5252939,-0.05094299,0.8713418,333.2851,-11148.92,-21.11419,-0.1895599,0.349524,-0.08597323,25.18443,54.36316
12588,62.935,0.5043045,-0.04499646,0.8693869,479.8216,-10316.5,140.5719,-0.1905963,0.3526812,-0.08854351,25.17853,54.35604
12589,62.94,0.4931327,-0.04625179,0.8709928,502.9276,-9870.898,155.5799,-0.1874418,0.3507755,-0.08413022,25.17299,54.35687
12590,62.945,0.5097819,-0.05175496,0.8803118,472.574,-9476.171,124.5736,-0.1845955,0.3496826,-0.08254957,25.16794,54.36564
12591,62.95,0.4927726,-0.0481998,0.8846684,522.549,-8660.978,150.2599,-0.1844231,0.3517309,-0.09123637,25.16348,54.3821
12592,62.955,0.4902381,-0.04837715,0.8860931,438.8585,-8198.981,80.46916,-0.1845932,0.3541815,-0.1005474,25.1597,54.40572
12593,62.96,0.5003105,-0.05005785,0.8853603,334.8853,-7632.851,-5.24786,-0.1813239,0.3516485,-0.09780795,25.15668,54.43581
12594,62.965,0.4867164,-0.04724823,0.8828629,348.7526,-6801.921,-24.28921,-0.1785941,0.349682,-0.08854523,25.15449,54.47151
12595,62.97,0.4876135,-0.04743312,0.8814398,306.453,-6340.409,-128.6518,-0.1797734,0.350852,-0.08482809,25.15316,54.51178
12596,62.975,0.4946442,-0.04991516,0.8807442,316.736,-5905.409,-224.9387,-0.183093,0.3526801,-0.08704445,25.15275,54.55548
12597,62.98,0.5025437,-0.05104896,0.8787264,287.4112,-5445.101,-231.7661,-0.1823933,0.3496684,-0.08703567,25.15327,54.6014
12598,62.985,0.503534,-0.04959575,0.8753031,241.9033,-4969.268,-243.2651,-0.1785918,0.3466782,-0.08554825,25.15471,54.6483
12599,62.99,0.5056334,-0.0492615,0.8728291,242.8355,-4492.553,-224.1268,-0.1757024,0.3454086,-0.08869237,25.15707,54.69491
12600,62.995,0.50223,-0.04644526,0.8697463,257.1078,-4039.325,-205.097,-0.1770916,0.3436778,-0.09604968,25.16029,54.74002
12601,63,0.5057517,-0.04575714,0.8706992,241.7522,-3731.277,-226.8849,-0.1809188,0.3384201,-0.09942469,25.16431,54.78242
12602,63.005,0.5025864,-0.04588833,0.8690681,232.6938,-3459.709,-238.7219,-0.1860997,0.337685,-0.0960451,25.16725,54.81717
12603,63.01,0.5035143,-0.0477664,0.8690872,257.873,-3182.432,-297.3761,-0.1897135,0.3438812,-0.090914,25.1611,54.82618
12604,63.015,0.5013924,-0.04615496,0.8684208,289.4492,-2922.693,-390.6444,-0.1905975,0.3511794,-0.09004886,25.15571,54.83026
12605,63.02,0.507763,-0.04600534,0.869679,304.8367,-2704.317,-417.7041,-0.1890889,0.3507159,-0.09223333,25.15119,54.82929
12606,63.025,0.510476,-0.04594816,0.8700789,322.8856,-2422.196,-371.3044,-0.1890978,0.3481801,-0.09304813,25.14762,54.82332
12607,63.03,0.5135828,-0.04654964,0.870329,281.3206,-2132.233,-330.5023,-0.1889239,0.3499608,-0.09033475,25.14508,54.81253
12608,63.035,0.5124018,-0.04723252,0.86857,227.258,-1813.464,-289.739,-0.1845955,0.355684,-0.08704502,25.14358,54.79724
12609,63.04,0.514857,-0.04722905,0.8661778,221.3527,-1616.724,-256.2046,-0.1758047,0.3561082,-0.08495949,25.14313,54.77788
12610,63.045,0.5118762,-0.04755254,0.8652051,230.8271,-1403.022,-182.419,-0.1710954,0.3511748,-0.08404805,25.14372,54.75502
12611,63.05,0.5102924,-0.04842532,0.8650275,304.4197,-1213.12,-158.7922,-0.174025,0.3448944,-0.08484721,25.14532,54.72932
12612,63.055,0.5047871,-0.04934784,0.8646024,271.11,-1067.984,-124.5122,-0.1800966,0.3421747,-0.0900523,25.14788,54.70153
12613,63.06,0.5057902,-0.0482772,0.8654492,247.5985,-987.6166,-84.53314,-0.182781,0.3401783,-0.09664344,25.15134,54.67242
12614,63.065,0.5000641,-0.04680077,0.8660148,284.3637,-823.8273,-56.98201,-0.1845955,0.3391754,-0.09755045,25.1556,54.64282
12615,63.07,0.4988038,-0.04572274,0.867846,288.9796,-800.9297,-52.7211,-0.1875407,0.3391527,-0.09137134,25.16057,54.61351
12616,63.075,0.495739,-0.04536727,0.8704572,301.5481,-774.4514,-87.30981,-0.1890978,0.342177,-0.08704502,25.16613,54.58525
12617,63.08,0.4961822,-0.04496096,0.8735633,302.9197,-738.98,-162.9493,-0.1858307,0.344494,-0.08878516,25.17215,54.5587
12618,63.085,0.4961195,-0.04378274,0.8735046,318.4275,-681.2159,-201.7374,-0.1830981,0.3451785,-0.09003972,25.17757,54.53251
12619,63.09,0.4978983,-0.04408278,0.8730419,288.0089,-643.0868,-206.0884,-0.1846091,0.3438159,-0.08519475,25.17257,54.48617
12620,63.095,0.5010142,-0.04540968,0.8686825,232.8259,-667.5102,-224.8722,-0.187597,0.3451785,-0.08104192,25.16784,54.44357
12621,63.1,0.506021,-0.0470613,0.8650416,195.8657,-710.5026,-264.668,-0.1865092,0.3488257,-0.08336923,25.16345,54.40548
12622,63.105,0.5090821,-0.04765623,0.862045,168.1114,-702.4648,-275.3429,-0.1845955,0.3526824,-0.08704502,25.15949,54.37256
12623,63.11,0.5121986,-0.04831108,0.8602709,148.4407,-650.3697,-255.1592,-0.1854111,0.3511992,-0.08522762,25.15604,54.34524
12624,63.115,0.5135593,-0.04882453,0.859678,172.0723,-586.5038,-204.4876,-0.1875936,0.3466782,-0.08254613,25.15315,54.3238
12625,63.12,0.5116076,-0.04749379,0.86136,247.5866,-562.0682,-169.6083,-0.1862239,0.3431666,-0.08423945,25.15085,54.30838
12626,63.125,0.506613,-0.04771357,0.8653185,285.2964,-540.3292,-174.9468,-0.1830913,0.3451808,-0.08704502,25.14918,54.29893
12627,63.13,0.5026029,-0.04665408,0.8681303,326.6727,-529.4922,-159.3879,-0.1802728,0.3479654,-0.08654514,25.14818,54.29529
12628,63.135,0.5008202,-0.04725771,0.8737918,303.4237,-558.0947,-147.272,-0.1785924,0.3481801,-0.08704502,25.14786,54.29716
12629,63.14,0.4979616,-0.04740465,0.8751593,239.649,-580.527,-132.8004,-0.1782619,0.3450972,-0.08992162,25.14821,54.30414
12630,63.145,0.4957941,-0.04705071,0.8750252,241.6417,-552.0918,-129.9093,-0.1830947,0.3451785,-0.0885458,25.14925,54.31575
12631,63.15,0.4943749,-0.0458483,0.8730178,270.7214,-566.4739,-177.6245,-0.1894982,0.3484241,-0.08085305,25.15095,54.33141
12632,63.155,0.4952735,-0.0459059,0.8715176,116.8562,-597.8762,-238.5706,-0.1890852,0.3511737,-0.07805067,25.15328,54.35046
12633,63.16,0.4991547,-0.04746903,0.8702493,112.9905,-580.0874,-268.6407,-0.1794403,0.347104,-0.08529205,25.15619,54.37227
12634,63.165,0.5032602,-0.04800838,0.8691722,280.0553,-563.767,-254.0058,-0.1725893,0.3406762,-0.09154735,25.15958,54.39606
12635,63.17,0.5050206,-0.04841368,0.8688575,251.0242,-576.2076,-251.9791,-0.1765852,0.3386785,-0.08668153,25.15194,54.39631
12636,63.175,0.5048525,-0.0473316,0.8678405,197.0756,-568.3249,-269.6277,-0.1860963,0.3451785,-0.07954114,25.14486,54.39772
12637,63.18,0.5043032,-0.04745143,0.8693522,208.4445,-570.3408,-238.3836,-0.1900114,0.3514606,-0.08145646,25.13851,54.40023
12638,63.185,0.5029764,-0.04734973,0.8698581,210.8091,-573.0845,-174.7084,-0.1890978,0.3511771,-0.08854351,25.13303,54.40377
12639,63.19,0.5033357,-0.0475613,0.8724127,221.0389,-519.3691,-171.8289,-0.1884856,0.3456022,-0.08958881,25.12851,54.40831
12640,63.195,0.5040326,-0.0479277,0.8721637,207.7042,-536.955,-217.9749,-0.1890932,0.3451831,-0.08554424,25.12503,54.41379
12641,63.2,0.5032771,-0.04821836,0.8716111,217.2298,-533.6641,-262.4606,-0.1866218,0.3495918,-0.08380891,25.12266,54.42022
12642,63.205,0.503563,-0.04794652,0.8702069,262.5956,-551.624,-247.6429,-0.1830947,0.3511817,-0.08554424,25.12141,54.4276
12643,63.21,0.5033408,-0.04769997,0.8696704,244.4021,-603.929,-213.9238,-0.1817353,0.3435589,-0.08599205,25.12131,54.43599
12644,63.215,0.5027216,-0.04866061,0.8708804,239.5617,-590.456,-204.4712,-0.1830947,0.3361739,-0.08554424,25.12235,54.44543
